USGS,,,,,,,,°C,uS/cm,uS/cm,,,ueq/L,mg/L,mg/L,mg/L,mg/L,mg/L,,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,µg/L,µg/L,µg/L,,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,ug/L,ug/L,ug/L
SITE ID,SITE,TYPE,YEAR,MONTH,DAY,DATE,TIME,TEMP,FLDCOND,LABCOND,FLDPH,LABPH,ANC,CA,MG,NA,K,NH4,AAA,SO4,NO3,NO3_NREL,PO4,CL,F,SiO2,AL,FE,MN,LAB,DOC,TDN,NH4 calc,NO3 calc,TIN,TDN calc,DON,PO4_NREL,PO4_NREL calc,TP_NREL,TP_NREL calc,DOP,TP_HSWL,TP_UTS,CHL_A
401733105392401,LOCH.LS,DUPE,2020,8,25,8/25/2020,12:07,12.7,12.26,11.6995,,6.831,68.0477,1.217,0.2245,0.481,0.229,0.036,,1.867,0.462,,0.005,0.1382,0.0109,1.699088,,,,USFS,0.7942,0.2527,0.027954,0.1043658,0.1323198,0.2527,0.1203802,,,3.98,,,,,2.242122207
401733105392401,LOCH.LS,NORMAL,2020,8,25,8/25/2020,12:06,12.7,12.26,11.462,,6.85,65.1791,1.237,0.2158,0.489,0.236,0.039,,1.92,0.4479,,0.005,0.1299,0.075,1.699088,,,,USFS,0.7938,0.2412,0.0302835,0.10118061,0.13146411,0.2412,0.10973589,,,4.53,,,,,2.063502028
401733105392404,LOCH.O ,NORMAL,2020,8,25,8/25/2020,11:30,12.8,13.12,11.728,,6.633,65.3422,1.294,0.2335,0.464,0.176,0.028,,1.8754,0.4532,,0.005,0.1236,0.1079,1.660207,,,,USFS,0.772,0.2031,0.021742,0.10237788,0.12411988,0.2031,0.07898012,,,6.82,,,,,1.759747774
401642105400600,SKY.IS,NORMAL,2020,8,25,8/25/2020,10:19,2.0,12.53,14.221,,6.482,27.314,2.091,0.339,0.428,0.197,0.034,,2.4204,1.3496,,0.005,0.117,0.094,2.393354,,,,USFS,0.4884,0.4037,0.026401,0.30487464,0.33127564,0.4037,0.07242436,,,4.60,,,,,
401642105400603,SKY.LH ,NORMAL,2020,8,25,8/25/2020,13:55,10.3,10.60,11.284,,6.604,51.1392,1.1485,0.2075,0.392,0.159,0.029,,1.783,0.7083,,0.005,0.0922,0.072,1.504683,,,,USFS,0.5653,0.2681,0.0225185,0.16000497,0.18252347,0.2681,0.08557653,,,3.37,,,,,3.301948451
401733105392401,SKY.LS ,NORMAL,2020,8,25,8/25/2020,14:00,10.2,10.84,10.1605,,6.784,42.9618,1.056,0.1899,0.425,0.132,0.023,,1.8139,0.6082,,0.005,0.0894,0.091,,,,,USFS,0.5293,0.3005,0.0178595,0.13739238,0.15525188,0.3005,0.14524812,,,5.01,,,,,4.666489516
401642105400604,SKY.O,NORMAL,2020,8,25,8/25/2020,9:16,10.0,10.50,11.2175,,6.699,41.6129,1.6355,0.20475,0.36,0.132,0.0354,,1.7614,0.4296,,0.005,0.1654,0.093,1.798762,,,,USFS,0.571,0.2193,0.0274881,0.09704664,0.12453474,0.2193,0.09476526,,,11.0,,,,,5.588859928
401718105404004,AND.TO ,NORMAL,2020,9,1,9/1/2020,10:37,6.3,4.45,5.1121,,6.212,33.7834,0.5415,0.058,0.21,0.147,0.0164,,0.2558,0.4126,,0.005,0.1113,0.015,0.709,,,,USFS,0.6517,0.2729,0.0127346,0.09320634,0.10594094,0.2729,0.16695906,,,4.04,,,,,0.413980286
401733105392404,LOCH.O ,NORMAL,2020,9,1,9/1/2020,13:09,10.7,12.01,12.0009,,6.611,58.9806,1.3035,0.2469,0.534,0.201,0.033,,1.7747,0.4167,,0.005,0.1126,0.1073,1.562688,,,,USFS,0.8489,0.2303,0.0256245,0.09413253,0.11975703,0.2303,0.11054297,,,,,,,,
401733105392404,LOCH.O ,NORMAL,2020,9,8,9/8/2020,10:17,4.7,12.84,12.288,,6.669,73.5765,1.349,0.2419,0.559,0.211,0.032,,1.8681,0.4612,,0.005,0.1643,0.1073,1.736408,,,,USFS,1.031,0.2349,0.024848,0.10418508,0.12903308,0.2349,0.10586692,,,3.55,,,,,
401733105392404,LOCH.O ,BLANK,2020,9,15,9/15/2020,7:20,12.8,1.22,2.177,,5.472,9.31005,0.0155,0.0133,0.408,0.0157,0.011,,0.01337,0.00868,,0.005,0.1177,0.017,0.2,,,,USFS,0.03543,0.005118,0.0085415,0.001960812,0.010502312,0.010502312,0,,,0.02,,,,,0.018003349
401733105392404,LOCH.O ,NORMAL,2020,9,15,9/15/2020,7:19,7.3,14.64,14.5716,,6.664,82.75175,1.46,0.241935,0.86,0.207,0.028,,2.221,0.6613,,0.005,0.2184,0.1089,1.804513,,,,USFS,1.122,0.2942,0.021742,0.14938767,0.17112967,0.2942,0.12307033,,,2.20,,,,,1.377126331
401733105392404,LOCH.O ,NORMAL,2020,9,22,9/22/2020,7:37,8.2,12.81,15.0968,,6.677,91.6249,1.3575,0.2542,0.873,0.197,0.041,,2.6898,0.775,,0.005,0.1977,0.1093,2.038937,,,,USFS,0.9693,0.3502,0.0318365,0.1750725,0.206909,0.3502,0.143291,,,3.08,,,,,
401723105394800,AND.CRK,NORMAL,2020,9,29,9/29/2020,14:18,6.6,13.90,12.9684,,6.412,38.2386,1.42,0.17,0.612,0.165,0.026,,2.0388,1.5874,,0.005,0.1258,0.057,2.859421,,,,USFS,0.36999,0.743,0.020189,0.35859366,0.37878266,0.743,0.36421734,,,5.39,,,,,
401733105392400,LOCH.I ,NORMAL,2020,9,29,9/29/2020,14:35,5.6,17.05,16.6318,,6.696,56.71835,1.9285,0.2295,0.652,0.171,0.0247,,3.0317,1.291,,0.005,0.1775,0.09,2.097543,,,,USFS,0.6228,0.5049,0.01917955,0.2916369,0.31081645,0.5049,0.19408355,,,6.31,,,,,
401733105392403,LOCH.LH,NORMAL,2020,9,29,9/29/2020,8:25,5.0,17.93,16.4178,,6.717,62.9492,1.819,0.204,0.909,0.224,0.052,,3.0999,0.8756,,0.005,0.1954,0.055,1.980331,,,,USFS,0.9972,0.4099,0.040378,0.19779804,0.23817604,0.4099,0.17172396,,,3.66,,,,,3.320183758
401733105392401,LOCH.LS,NORMAL,2020,9,29,9/29/2020,8:26,4.9,18.07,16.4285,,6.806,82.085,1.4575,0.199,0.875,0.2488,0.046,,3.0724,0.8893,,0.005,0.1807,0.09,2.097543,,,,USFS,0.9306,0.3878,0.035719,0.20089287,0.23661187,0.3878,0.15118813,,,3.08,,,,,1.831617674
401733105392404,LOCH.O ,NORMAL,2020,9,29,9/29/2020,15:05,8.0,17.28,17.482,,6.626,99.97955,1.398,0.2735,0.996,0.233,0.052,,3.099,0.875,,0.005,0.2441,0.1093,1.921725,,,,USFS,1.1025,0.5324,0.040378,0.1976625,0.2380405,0.5324,0.2943595,,,6.11,,,,,2.563301652
401642105400600,SKY.IS,NORMAL,2020,9,29,9/29/2020,9:56,0.8,21.85,17.12,,6.61,30.1176,1.9755,0.2745,0.629,0.201,0.029,,3.8908,2.0846,,0.005,0.1879,0.097,2.537088,,,,USFS,0.47142,0.6231,0.0225185,0.47091114,0.49342964,0.6231,0.12967036,,,2.36,,,,,
401642105400603,SKY.LH ,NORMAL,2020,9,29,9/29/2020,10:47,4.4,14.25,11.7914,,6.721,46.43455,1.2955,0.195,0.3624,0.143,0.036,,1.9414,0.7866,,0.005,0.1087,0.073,1.599392,,,,USFS,0.65538,0.3615,0.027954,0.17769294,0.20564694,0.3615,0.15585306,,,1.55,,,,,7.53288911
401733105392401,SKY.LS ,NORMAL,2020,9,29,9/29/2020,10:53,5.0,13.75,10.5346,,6.829,41.25975,1.0639,0.1445,0.372,0.132,0.0247,,1.8479,0.7862,,0.005,0.1095,0.105,1.628695,,,,USFS,0.70551,0.3605,0.01917955,0.17760258,0.19678213,0.3605,0.16371787,,,6.24,,,,,7.473196746
401642105400604,SKY.O,NORMAL,2020,9,29,9/29/2020,11:55,4.2,14.88,12.6523,,6.686,37.76165,1.5455,0.198,0.408,0.126,0.0155,,2.8649,0.8845,,0.005,0.1123,0.098,1.716604,,,,USFS,0.62712,0.3568,0.01203575,0.19980855,0.2118443,0.3568,0.1449557,,,5.55,,,,,6.914816947
401733105392404,LOCH.O ,NORMAL,2020,10,6,10/6/2020,10:37,4.5,17.68,17.5067,,6.649,100.303,1.429,0.377,0.994,0.241,0.047,,3.162,0.9072,,0.005,0.1965,0.1096,1.77521,,,,USFS,0.9585,0.5148,0.0364955,0.20493648,0.24143198,0.5148,0.27336802,,,3.69,,,,,
401733105392404,LOCH.O ,BLANK,2020,10,13,10/13/2020,9:26,,1.28,2.375,,5.347,10.2222,0.02275,0.00875,0.245,0.019,0.0037,,0.01085,0.00871,,0.005,0.057,0.004,0.2,,,,USFS,0.049149,0.01139,0.00287305,0.001967589,0.004840639,0.01139,0.006549361,,,0.02,,,,,0.034170533
401733105392404,LOCH.O ,NORMAL,2020,10,13,10/13/2020,9:25,0.5,16.31,18.531,,6.647,101.6352,1.6345,0.45025,1.087,0.253,0.022,,3.2022,0.9594,,0.005,0.2071,0.104,1.980331,,,,USFS,1.1664,0.5086,0.017083,0.21672846,0.23381146,0.5086,0.27478854,,,2.98,,,,,1.386321697
401733105392404,LOCH.O ,NORMAL,2020,10,20,10/20/2020,8:22,0.3,17.24,19.105,,6.686,106.8992,1.795,0.416,1.0903,0.247,0.051,,3.254,0.9213,,0.005,0.1886,0.1093,2.038937,,,,USFS,1.197,0.4656,0.0396015,0.20812167,0.24772317,0.4656,0.21787683,,,4.02,,,,,
401733105392404,LOCH.O ,NORMAL,2020,11,3,11/3/2020,12:26,4.5,19.48,20.4724,,6.699,101.221,2.004,0.4445,1.0964,0.262,0.032,,3.4893,0.9864,,0.005,0.1964,0.1078,1.979079,,,,USFS,1.061,0.4917,0.024848,0.22282776,0.24767576,0.4917,0.24402424,,,11.7,,,,,1.500778296
401733105392404,LOCH.O ,NORMAL,2020,11,10,11/10/2020,11:57,0.8,15.84,21.3472,,6.692,104.229,2.0845,0.438415,1.0882,0.292,0.034,,3.4022,1.0396,,0.005,0.2088,0.108,1.604454,,,,USFS,0.9641,0.4559,0.026401,0.23484564,0.26124664,0.4559,0.19465336,,,5.92,,,,,
401733105392404,LOCH.O ,DUPE,2020,11,17,11/17/2020,9:35,1.7,17.28,22.641,,6.689,104.505,2.286,0.44475,1.18,0.343,0.044,,3.7323,0.9851,,0.005,0.2131,0.1068,1.921625,,,,USFS,1.085,0.4554,0.034166,0.22253409,0.25670009,0.4554,0.19869991,,,4.37,,,,,5.299753394
401733105392404,LOCH.O ,NORMAL,2020,11,17,11/17/2020,9:34,1.7,17.28,22.1954,,6.698,104.193,2.223,0.46325,1.1854,0.326,0.041,,3.7866,0.9945,,0.005,0.2173,0.1081,1.950352,,,,USFS,1.037,0.4628,0.0318365,0.22465755,0.25649405,0.4628,0.20630595,,,3.53,,,,,5.075115592
401733105392403,LOCH.LH,NORMAL,2020,11,24,11/24/2020,12:55,4.1,16.48,17.2699,,6.676,69.3436,1.975,0.265,0.946,0.254,0.033,,3.6964,0.6791,,0.005,0.2358,0.072,1.832566,,,,USFS,1.268,0.4721,0.0256245,0.15340869,0.17903319,0.4721,0.29306681,,,5.12,,,,,5.603159486
401733105392401,LOCH.LS,NORMAL,2020,11,24,11/24/2020,13:00,0.5,16.94,19.2328,,6.809,95.63,1.935,0.365,1.079,0.265,0.0609,,3.1982,0.9812,,0.005,0.4763,0.076,2.007806,,,,USFS,0.913,0.4546,0.04728885,0.22165308,0.26894193,0.4546,0.18565807,,,3.52,,,,,2.488133726
401733105392404,LOCH.O ,NORMAL,2020,11,24,11/24/2020,13:25,1.9,16.67,23.4627,,6.639,110.276,2.624,0.492,1.1841,0.342,0.04,,3.9922,0.9537,,0.005,0.2606,0.1081,1.889594,,,,USFS,1.227,0.4725,0.03106,0.21544083,0.24650083,0.4725,0.22599917,,,3.97,,,,,3.500837605
401733105392404,LOCH.O ,NORMAL,2020,12,1,12/1/2020,11:35,1.4,17.60,23.499,,6.566,119.1203,2.801,0.4505,1.1925,0.311,0.041,,3.9646,0.9172,,0.005,0.2298,0.1072,1.889594,,,,USFS,1.313,0.478,0.0318365,0.20719548,0.23903198,0.478,0.23896802,,,3.08,,,,,
401733105392404,LOCH.O ,NORMAL,2020,12,8,12/8/2020,11:23,0.5,20.72,25.011,,6.583,121.317,2.8035,0.4281,1.255,0.338,0.082,,4.0609,1.0651,,0.005,0.2954,0.117,2.602444,,,,USFS,1.362,0.4976,0.063673,0.24060609,0.30427909,0.4976,0.19332091,,,3.53,,,,,
401733105392404,LOCH.O ,NORMAL,2020,12,15,12/15/2020,11:26,0.6,34.32,27.103,,6.585,133.482,3.074,0.4632,1.298,0.352,0.091,,4.1392,1.2132,,0.005,0.3351,0.115,2.602444,,,,USFS,1.424,0.4903,0.0706615,0.27406188,0.34472338,0.4903,0.14557662,,,2.28,,,,,
401733105392404,LOCH.O ,NORMAL,2020,12,22,12/22/2020,13:17,0.4,34.81,28.229,,6.5832,143.202,3.1565,0.526,1.3,0.355,0.064,,4.2573,1.1421,,0.005,0.2978,0.108,2.668527,,,,USFS,1.4331,0.511,0.049696,0.25800039,0.30769639,0.511,0.20330361,,,2.82,,,,,
401733105392401,LOCH.LS,NORMAL,2020,12,29,12/29/2020,12:45,0.3,35.57,22.605,,6.755,101.492,2.2545,0.336,1.224,0.273,0.064,,4.3353,0.9619,,0.005,0.5551,0.0125,2.208895,,,,USFS,1.365,0.482,0.049696,0.21729321,0.26698921,0.482,0.21501079,,,3.29,,,,,3.356303965
401733105392404,LOCH.O ,NORMAL,2020,12,29,12/29/2020,13:21,0.0,34.30,28.395,,6.5993,145.226,3.0905,0.5165,1.298,0.356,0.046,,4.2476,1.187,,0.005,0.2975,0.109,2.582346,,,,USFS,1.563,0.5201,0.035719,0.2681433,0.3038623,0.5201,0.2162377,,,1.90,,,,,2.2633228
