Site_ID,Date,Discharge_Rmk,Discharge_CFS,Dissolved_CO2_Rmk,Dissolved_CO2_ppmv,Water_temperature_Rmk,Water_temperature_deg_C,Atmospheric_pressure_kPa,Dissolved_oxygen_mg_L,fDOM_ppb_QSE,Nitrate_uM,Specific_cond_uS_cm,Turbidity_FNU,fDOM_corrected_ppb_QSE
"""401733105392404""",10/27/13,,2.2,,,,3.5,69.8,,,,21.96,,
"""401733105392404""",10/28/13,,2.12,,,,3.7,69.4,,,,21.97,,
"""401733105392404""",10/29/13,,2.12,,,,3.4,69.2,,,,21.98,,
"""401733105392404""",10/30/13,,1.91,,,,2.7,69.1,,,,21.99,,
"""401733105392404""",10/31/13,,1.85,,,,1.6,69.2,,,,22.01,,
"""401733105392404""",11/1/13,,1.68,,,,1.4,69.8,,,,22.02,,
"""401733105392404""",11/2/13,,1.59,,,,1.3,69.8,,,,22.03,,
"""401733105392404""",11/3/13,,1.6,,,,1.4,68.7,,,,22.04,,
"""401733105392404""",11/4/13,,1.54,,,,1.4,69.1,,,,22.05,,
"""401733105392404""",11/5/13,,1.39,,,,1.3,69.4,,,,22.06,,
"""401733105392404""",11/6/13,,1.33,,,,0.9,70,,,,22.07,,
"""401733105392404""",11/7/13,,1.31,,,,1.6,70.3,,,,22.08,,
"""401733105392404""",11/8/13,,1.3,,,,2.1,69.4,,,,22.09,,
"""401733105392404""",11/9/13,,1.33,,,,2.5,70,,,,22.1,,
"""401733105392404""",11/10/13,,1.32,,,,2.9,70.3,,,,22.11,,
"""401733105392404""",11/11/13,,1.29,,,,2.8,70.5,,,,22.13,,
"""401733105392404""",11/12/13,,1.22,,,,3,71,,,,22.14,,
"""401733105392404""",11/13/13,,1.14,,,,2.6,70.3,,,,22.15,,
"""401733105392404""",11/14/13,,1.2,,,,2.6,69.6,,,,22.16,,
"""401733105392404""",11/15/13,,1.14,,,,2.5,68.6,,,,22.17,,
"""401733105392404""",11/16/13,,1.07,,,,1.2,67.9,,,,22.18,,
"""401733105392404""",11/17/13,,1,,,,0.9,68.9,,,,22.19,,
"""401733105392404""",11/18/13,,1.01,,,,1.5,69.9,,,,22.2,,
"""401733105392404""",11/19/13,,1.03,,,,1.8,69.3,,,,22.21,,
"""401733105392404""",11/20/13,,1.05,,,,2,69.1,,,,22.22,,
"""401733105392404""",11/21/13,,1.06,,,,1.8,69.8,,,,22.23,,
"""401733105392404""",11/22/13,,1.08,,,,1.6,70.6,,,,22.25,,
"""401733105392404""",11/23/13,,1.09,,,,1.6,70.6,,,,22.26,,
"""401733105392404""",11/24/13,,1.11,,,,1.6,69.6,,,,22.27,,
"""401733105392404""",11/25/13,,1.08,,,,1.5,69.9,,,,22.28,,
"""401733105392404""",11/26/13,,1.04,,,,1,70.3,,,,22.29,,
"""401733105392404""",11/27/13,,1.01,,,,0.7,70,,,,22.3,,
"""401733105392404""",11/28/13,,0.98,,,,1.1,69.9,,,,22.31,,
"""401733105392404""",11/29/13,,0.95,,,,0.6,70,,,,22.32,,
"""401733105392404""",11/30/13,,0.91,,,,0.7,70.1,,,,22.33,,
"""401733105392404""",12/1/13,,0.88,,,,0.7,69.6,,,,22.34,,
"""401733105392404""",12/2/13,,0.85,,,,0.6,69,,,,22.35,,
"""401733105392404""",12/3/13,,0.82,,,,0.6,68.2,,,,22.36,,
"""401733105392404""",12/4/13,,0.78,,,,0.6,68.3,,,,22.38,,
"""401733105392404""",12/5/13,,0.75,,,,0.5,68.7,,,,22.39,,
"""401733105392404""",12/6/13,,0.72,,,,0.5,69,,,,22.4,,
"""401733105392404""",12/7/13,,0.69,,,,0.5,68.6,,,,22.41,,
"""401733105392404""",12/8/13,,0.66,,,,0.5,68.3,,,,22.42,,
"""401733105392404""",12/9/13,,0.65,,,,0.4,69,,,,22.43,,
"""401733105392404""",12/10/13,,0.64,,,,0.5,69.4,,,,22.44,,
"""401733105392404""",12/11/13,,0.64,,,,0.5,70,,,,22.45,,
"""401733105392404""",12/12/13,,0.63,,,,0.6,70,,,,22.46,,
"""401733105392404""",12/13/13,,0.63,,,,0.6,69.3,,,,22.47,,
"""401733105392404""",12/14/13,,0.62,,,,0.5,69.9,,,,22.48,,
"""401733105392404""",12/15/13,,0.62,,,,0.7,70,,,,22.5,,
"""401733105392404""",12/16/13,,0.61,,,,0.7,70.1,,,,22.51,,
"""401733105392404""",12/17/13,,0.61,D,1595,,0.7,70.2,,,,22.52,,
"""401733105392404""",12/18/13,,0.6,,,,0.8,69.4,,,,22.53,,
"""401733105392404""",12/19/13,,0.6,,,,0.8,68.5,,,,22.54,,
"""401733105392404""",12/20/13,,0.59,,,,0.7,68.4,,,,22.55,,
"""401733105392404""",12/21/13,,0.58,,,,0.5,68.2,,,,22.56,,
"""401733105392404""",12/22/13,,0.58,,,,0.5,69.1,,,,22.57,,
"""401733105392404""",12/23/13,,0.57,,,,0.4,69.7,,,,22.58,,
"""401733105392404""",12/24/13,,0.57,,,,0.3,69.8,,,,22.59,,
"""401733105392404""",12/25/13,,0.56,,,,0.3,70.2,,,,22.6,,
"""401733105392404""",12/26/13,,0.56,,,,0.4,70.2,,,,22.62,,
"""401733105392404""",12/27/13,,0.55,,,,0.5,70.2,,,,22.63,,
"""401733105392404""",12/28/13,,0.55,,,,0.4,69.5,,,,22.64,,
"""401733105392404""",12/29/13,,0.54,,,,0.4,69.5,,,,22.65,,
"""401733105392404""",12/30/13,,0.54,,,,0.3,69.6,,,,22.66,,
"""401733105392404""",12/31/13,,0.53,,,,0.3,69.5,,,,22.67,,
"""401733105392404""",1/1/14,,0.52,,,,0.3,69.6,,,,22.68,,
"""401733105392404""",1/2/14,,0.52,,,,0.3,69.8,,,,22.69,,
"""401733105392404""",1/3/14,,0.51,,,,0.3,68.9,,,,22.7,,
"""401733105392404""",1/4/14,,0.51,,,,0.2,68.8,,,,22.71,,
"""401733105392404""",1/5/14,,0.5,,,,0.2,69.3,,,,22.72,,
"""401733105392404""",1/6/14,,0.49,,,,0.1,69.6,,,,22.74,,
"""401733105392404""",1/7/14,,0.49,,,,0.2,69.5,,,,22.75,,
"""401733105392404""",1/8/14,,0.48,,,,0.3,69.3,,,,22.76,,
"""401733105392404""",1/9/14,,0.47,,,,0.3,68.9,,,,22.77,,
"""401733105392404""",1/10/14,,0.47,,,,0.3,68.6,,,,22.78,,
"""401733105392404""",1/11/14,,0.46,,,,0.3,69,,,,22.79,,
"""401733105392404""",1/12/14,,0.45,,,,0.2,68.7,,,,22.8,,
"""401733105392404""",1/13/14,,0.45,,,,0.2,69.2,,,,22.81,,
"""401733105392404""",1/14/14,,0.45,,,,0.2,69.9,,,,22.82,,
"""401733105392404""",1/15/14,,0.44,,,,0.2,69.8,,,,22.83,,
"""401733105392404""",1/16/14,,0.44,,,,0.2,69.9,,,,22.84,,
"""401733105392404""",1/17/14,,0.44,,,,0.2,69.8,,,,22.86,,
"""401733105392404""",1/18/14,,0.44,,,,0.2,70,,,,22.87,,
"""401733105392404""",1/19/14,,0.44,,,,0.3,69.8,,,,22.88,,
"""401733105392404""",1/20/14,,0.44,,,,0.3,70,,,,22.89,,
"""401733105392404""",1/21/14,,0.44,D,1795,,0.2,70,,,,22.9,,
"""401733105392404""",1/22/14,,0.44,,,,0.3,69.6,,,,,,
"""401733105392404""",1/23/14,,0.43,,,,0.3,70.1,,,,,,
"""401733105392404""",1/24/14,,0.43,,,,0.2,70.1,,,,,,
"""401733105392404""",1/25/14,,0.43,,,,0.2,69.8,,,,,,
"""401733105392404""",1/26/14,,0.43,,,,0.3,69.2,,,,,,
"""401733105392404""",1/27/14,,0.43,,,,0.3,69.2,,,,,,
"""401733105392404""",1/28/14,,0.43,,,,0.2,69.3,,,,,,
"""401733105392404""",1/29/14,,0.43,,,,0.2,68.8,,,,,,
"""401733105392404""",1/30/14,,0.43,,,,0.2,68.4,,,,,,
"""401733105392404""",1/31/14,,0.42,,,,0.2,68.4,,,,,,
"""401733105392404""",2/1/14,,0.41,,,,0.2,68.7,,,,,,
"""401733105392404""",2/2/14,,0.41,,,,0.2,69,,,,,,
"""401733105392404""",2/3/14,,0.4,,,,0.2,68.7,,,,23.42,,
"""401733105392404""",2/4/14,,0.39,,,,0.2,68.8,,,,,,
"""401733105392404""",2/5/14,,0.38,,,,0.2,69.3,,,,,,
"""401733105392404""",2/6/14,,0.37,,,,0.2,68.8,,,,,,
"""401733105392404""",2/7/14,,0.36,,,,0.2,68.6,,,,,,
"""401733105392404""",2/8/14,,0.35,,,,0.1,68.9,,,,,,
"""401733105392404""",2/9/14,,0.34,,,,0.1,69.1,,,,,,
"""401733105392404""",2/10/14,,0.33,,,,0.1,69.3,,,,,,
"""401733105392404""",2/11/14,,0.32,,,,0.1,69.4,,,,,,
"""401733105392404""",2/12/14,,0.31,,,,0.1,69.3,,,,,,
"""401733105392404""",2/13/14,,0.3,,,,0.1,69.1,,,,,,
"""401733105392404""",2/14/14,,0.29,,,,0.1,69.3,,,,,,
"""401733105392404""",2/15/14,,0.27,,,,0.1,69.3,,,,,,
"""401733105392404""",2/16/14,,0.27,,,,0.1,69.1,,,,,,
"""401733105392404""",2/17/14,,0.26,,,,0.1,69.6,,,,,,
"""401733105392404""",2/18/14,,0.25,,,,0.1,69.2,,,,24.02,,
"""401733105392404""",2/19/14,,0.25,,,,0.1,68.5,,,,24.06,,
"""401733105392404""",2/20/14,,0.24,,,,0.1,68.8,,,,24.1,,
"""401733105392404""",2/21/14,,0.23,,,,0.1,68.9,,,,,,
"""401733105392404""",2/22/14,,0.22,,,,0.1,68.9,,,,,,
"""401733105392404""",2/23/14,,0.22,,,,0.1,69.2,,,,,,
"""401733105392404""",2/24/14,,0.21,,,,0.1,69.3,,,,,,
"""401733105392404""",2/25/14,,0.21,D,1663,,0.1,69.4,,,,,,
"""401733105392404""",2/26/14,,0.21,,,,0.1,69.3,,,,,,
"""401733105392404""",2/27/14,,0.2,,,,0.1,68.7,,,,24.38,,
"""401733105392404""",2/28/14,,0.2,,,,0.1,68.6,,,,24.42,,
"""401733105392404""",3/1/14,,0.19,,,,0.1,68.6,,,,,,
"""401733105392404""",3/2/14,,0.19,,,,0.1,69.2,,,,,,
"""401733105392404""",3/3/14,,0.18,,,,0.1,69.4,,,,24.54,,
"""401733105392404""",3/4/14,,0.18,,,,0.1,69.2,,,,24.58,,
"""401733105392404""",3/5/14,,0.17,,,,0.1,69.7,,,,24.62,,
"""401733105392404""",3/6/14,,0.17,,,,0.1,69.3,,,,24.66,,
"""401733105392404""",3/7/14,,0.16,,,,0.2,69.3,,,,24.7,,
"""401733105392404""",3/8/14,,0.16,,,,0.2,70.1,,,,24.74,,
"""401733105392404""",3/9/14,,0.15,,,,0.2,70.1,,,,24.78,,
"""401733105392404""",3/10/14,,0.14,,,,0.1,69.4,,,,24.82,,
"""401733105392404""",3/11/14,,0.14,,,,0.1,69.3,,,,24.86,,
"""401733105392404""",3/12/14,,0.13,,,,0.2,70,,,,24.9,,
"""401733105392404""",3/13/14,,0.13,,,,0.2,69.4,,,,24.94,,
"""401733105392404""",3/14/14,,0.13,,,,0.2,69.4,,,,24.98,,
"""401733105392404""",3/15/14,,0.13,,,,0.3,69.6,,,,25.02,,
"""401733105392404""",3/16/14,,0.13,,,,0.2,70,,,,25.06,,
"""401733105392404""",3/17/14,,0.13,,,,0.3,68.5,,,,25.1,,
"""401733105392404""",3/18/14,,0.13,,,,0.3,68.7,,,,25.14,,
"""401733105392404""",3/19/14,,0.13,,,,0.3,69.5,,,,25.18,,
"""401733105392404""",3/20/14,,0.13,,,,0.3,69.4,,,,25.22,,
"""401733105392404""",3/21/14,,0.13,,,,0.4,69.4,,,,25.26,,
"""401733105392404""",3/22/14,,0.12,,,,0.4,69.6,,,,25.3,,
"""401733105392404""",3/23/14,,0.12,,,,0.3,69.6,,,,25.34,,
"""401733105392404""",3/24/14,,0.12,,,,0.3,69.7,,,,25.38,,
"""401733105392404""",3/25/14,,0.12,D,1324,,0.3,69.5,,,,25.42,,
"""401733105392404""",3/26/14,,0.11,,,,0.4,68.3,,,,25.46,,
"""401733105392404""",3/27/14,,0.11,,,,0.5,68.4,,,,25.5,,
"""401733105392404""",3/28/14,,0.11,,,,0.4,69.4,,,,25.54,,
"""401733105392404""",3/29/14,,0.11,,,,0.3,69.6,,,,25.58,,
"""401733105392404""",3/30/14,,0.1,,,,0.4,68.8,,,,25.62,,
"""401733105392404""",3/31/14,,0.1,,,,0.4,68.9,,,,25.66,,
"""401733105392404""",4/1/14,,0.1,,,,0.4,68.8,,,,25.7,,
"""401733105392404""",4/2/14,,0.1,,,,0.3,68.6,,,,25.74,,
"""401733105392404""",4/3/14,,0.09,,,,0.3,69.1,,,,25.78,,
"""401733105392404""",4/4/14,,0.09,,,,0.2,69.4,,,,25.82,,
"""401733105392404""",4/5/14,,0.08,,,,0.2,69.2,,,,25.86,,
"""401733105392404""",4/6/14,,0.08,,,,0.2,69.2,,,,25.9,,
"""401733105392404""",4/7/14,,0.07,,,,0.2,69.8,,,,25.94,,
"""401733105392404""",4/8/14,,0.07,,,,0.2,70.1,,,,25.98,,
"""401733105392404""",4/9/14,,0.08,,,,0.2,69.7,,,,26.02,,
"""401733105392404""",4/10/14,,0.1,,,,0.3,69.6,,,,26.06,,
"""401733105392404""",4/11/14,,0.13,,,,0.7,69.6,,,,26.1,,
"""401733105392404""",4/12/14,,0.19,,,,1.1,69.1,,,,26.14,,
"""401733105392404""",4/13/14,,0.21,,,,1.5,69.1,,,,26.18,,
"""401733105392404""",4/14/14,,0.22,,,,1.3,69.8,,,,26.22,,
"""401733105392404""",4/15/14,,0.22,,,,1.1,69.2,,,,26.26,,
"""401733105392404""",4/16/14,,0.22,D,1488,,1.7,69.2,,,,26.3,,
"""401733105392404""",4/17/14,,0.22,,,,2.1,69.7,,,,26.34,,
"""401733105392404""",4/18/14,,0.24,,,,2.2,69.7,,,,26.38,,
"""401733105392404""",4/19/14,,0.29,,,,2.3,69.8,,,,26.42,,
"""401733105392404""",4/20/14,,0.42,,,,2.4,69.9,,,,26.46,,
"""401733105392404""",4/21/14,,0.63,,,,2.6,70.3,,,,26.5,,
"""401733105392404""",4/22/14,,1.32,,1241,,2.7,69.5,,,,26.54,,
"""401733105392404""",4/23/14,,1.65,,,,2.2,68.8,,,,26.58,,
"""401733105392404""",4/24/14,,1.67,,1994,,1,69.4,,94.06,,26.62,1.06,76.09
"""401733105392404""",4/25/14,,1.93,,1442,,1,69.4,,93.99,,26.66,1.14,76.06
"""401733105392404""",4/26/14,,2.1,,1248,,2,68.6,,92.01,,26.7,2.87,75.45
"""401733105392404""",4/27/14,,1.68,,1297,,1.3,68.2,,96.34,,26.74,1.05,78.13
"""401733105392404""",4/28/14,,1.42,,1287,,0.5,68.8,,96.69,,26.78,0.42,77.76
"""401733105392404""",4/29/14,,1.09,,1070,,0.8,69.8,,95.9,,26.82,0.41,77.31
"""401733105392404""",4/30/14,,0.74,,1049,,1,70.1,,96.94,,26.86,0.22,78.23
"""401733105392404""",5/1/14,,0.6,,1113,,1.2,70.1,,96.48,,26.9,0.65,78.08
"""401733105392404""",5/2/14,,0.63,,1221,,1.6,70,,92.87,,26.94,0.19,75.3
"""401733105392404""",5/3/14,,1.08,,1318,,2.1,69.9,,90.23,,26.98,0.19,73.46
"""401733105392404""",5/4/14,,1.87,,1420,,2.9,69.7,,88.87,,27.02,0.26,72.84
"""401733105392404""",5/5/14,,2.33,,1483,,2.4,69.7,,101.79,,27.06,0.22,83.08
"""401733105392404""",5/6/14,,2.56,,1642,,1.7,69.2,,109.21,,27.05,0.14,88.61
"""401733105392404""",5/7/14,,2.6,,1426,,2.1,69,,111.4,,26.85,0.15,90.69
"""401733105392404""",5/8/14,,2.06,,1455,,2,69.2,,115.87,,26.53,0.08,94.23
"""401733105392404""",5/9/14,,1.81,,1422,,0.9,69.3,,117.05,,26.17,0.07,94.34
"""401733105392404""",5/10/14,,1.72,,1031,,0.9,69.3,,115.01,,26.12,0.07,92.7
"""401733105392404""",5/11/14,,1.52,,926,,1.4,69.2,,114.09,,26.22,0.07,92.32
"""401733105392404""",5/12/14,,1.21,,1043,,1.6,69.8,,114.81,,26.3,0.07,93.06
"""401733105392404""",5/13/14,,0.99,,1086,,1.8,70.4,,114.99,,26.48,0.07,93.36
"""401733105392404""",5/14/14,,0.88,,1212,,2.1,70.5,,111.5,,26.62,0.07,90.74
"""401733105392404""",5/15/14,,0.81,,1250,,2.5,70.3,,105.27,,26.76,0.07,85.96
"""401733105392404""",5/16/14,,1.08,,1326,,2.8,70,,102.41,,26.91,0.07,83.83
"""401733105392404""",5/17/14,,2.21,,1348,,3.4,69.9,,96.98,,27.05,0.08,79.77
"""401733105392404""",5/18/14,,5.6,,1458,,3.6,69.6,,97.19,,27.2,0.1,80.08
"""401733105392404""",5/19/14,,8.01,,1617,,2.7,69.6,,110.91,,27.04,0.17,90.73
"""401733105392404""",5/20/14,,10.75,,1439,,4,69.9,,113.04,,26.22,,93.42
"""401733105392404""",5/21/14,,11.87,,1448,,4.2,70.2,,130.9,,24.41,0.24,108.44
"""401733105392404""",5/22/14,,12.18,,1818,,4.2,70.4,,135.61,,22.99,0.26,112.35
"""401733105392404""",5/23/14,,14.29,,1912,,3.6,70.2,,132.9,,21.45,0.26,109.56
"""401733105392404""",5/24/14,,28.67,,1773,,3.2,70,,126.34,,19.9,0.41,103.85
"""401733105392404""",5/25/14,,16.7,,1580,,1.8,69.9,,141.31,,18.79,0.82,114.98
"""401733105392404""",5/26/14,,20.15,,1481,,2.2,70.2,,137.38,,18.05,0.45,112.03
"""401733105392404""",5/27/14,,26.52,,1444,,3.5,70.5,,121.33,,16.63,0.41,99.98
"""401733105392404""",5/28/14,,28.6,,1267,,4,70.5,,116.84,,15.81,0.41,96.68
"""401733105392404""",5/29/14,,37.94,,1199,,3.6,70.4,,111.12,,15.22,0.49,91.66
"""401733105392404""",5/30/14,,44.37,,1024,,2.8,70.3,,107.26,,15.11,0.65,87.94
"""401733105392404""",5/31/14,,34.31,,889,,2.8,70.2,,99.23,,15.09,0.79,81.39
"""401733105392404""",6/1/14,,24.38,,783,,3.5,70,,94.23,,14.85,0.53,77.68
"""401733105392404""",6/2/14,,25.76,,755,,4.5,70.2,,91.64,,14.73,0.36,76.13
"""401733105392404""",6/3/14,,25.47,,779,,5,70,,90.23,,14.36,0.32,75.26
"""401733105392404""",6/4/14,,23.05,,760,,5.1,70.1,,90.69,,14,0.28,75.7
"""401733105392404""",6/5/14,,19.42,,761,,5,70.1,,88.87,,13.95,0.26,74.11
"""401733105392404""",6/6/14,,18.06,,789,,4.5,70.1,,84.11,,14.19,0.24,69.85
"""401733105392404""",6/7/14,,19.61,,761,,4.7,70.1,,79.44,,14.29,0.19,66.07
"""401733105392404""",6/8/14,,17.08,,745,,4.6,69.9,,79.52,,14.04,0.19,66.08
"""401733105392404""",6/9/14,,16.43,,721,,4.6,70.1,,75.61,,14.16,0.16,62.83
"""401733105392404""",6/10/14,,18.67,,685,,5.3,70.1,,73.98,,14.05,0.17,61.84
"""401733105392404""",6/11/14,,20.63,,650,,4.9,70,,75.77,,13.76,0.17,63.12
"""401733105392404""",6/12/14,,25.92,,583,,5.4,70.3,,75.45,,13.61,0.16,63.12
"""401733105392404""",6/13/14,,25.54,,649,,6,69.9,,74.97,,13.14,0.24,63.05
"""401733105392404""",6/14/14,,18.26,,674,,5.7,69.5,,72.75,,13.02,0.25,61.03
"""401733105392404""",6/15/14,,14.73,,598,,4.5,69.7,,68.47,,13.24,0.2,56.85
"""401733105392404""",6/16/14,,16.82,,499,,5.4,69.6,,61.72,,13.48,0.21,51.64
"""401733105392404""",6/17/14,,19.2,,499,,6.4,69.7,,60.46,,13.34,0.17,51.01
"""401733105392404""",6/18/14,,18.77,,538,,6.6,69.8,,62.15,,13.05,0.2,52.52
"""401733105392404""",6/19/14,,18.66,,572,,6.1,70.2,,60.01,,12.91,0.2,50.5
"""401733105392404""",6/20/14,,19.75,,502,,7.2,70.4,,55.98,,12.93,0.17,47.55
"""401733105392404""",6/21/14,,18.79,,545,,7.6,70.3,,55.01,,12.74,0.19,46.88
"""401733105392404""",6/22/14,,19.67,,577,,7.3,70.3,,53.3,,12.73,0.17,45.31
"""401733105392404""",6/23/14,,22.03,,570,,7.7,70.3,,50.76,,12.68,0.16,43.29
"""401733105392404""",6/24/14,,23.26,,575,,8,70.4,,48.68,,12.51,0.16,41.63
"""401733105392404""",6/25/14,,23.81,,578,,8.2,70.3,,47,,12.27,0.17,40.26
"""401733105392404""",6/26/14,,24.68,,591,,8.5,69.9,,43.47,,12.24,0.18,37.33
"""401733105392404""",6/27/14,,23.02,,571,,8.3,69.6,,41.48,,12.03,0.24,35.57
"""401733105392404""",6/28/14,,21.35,,516,,7.7,69.9,,40.05,,11.82,0.29,34.17
"""401733105392404""",6/29/14,,23.59,,456,,8,70.2,,37.81,,11.75,0.22,32.34
"""401733105392404""",6/30/14,,21.92,,463,,8.8,70.3,,35.7,,11.57,0.21,30.74
"""401733105392404""",7/1/14,,20.54,,491,,8.4,70.5,,33.26,,11.49,0.18,28.54
"""401733105392404""",7/2/14,,20.76,,513,,9.3,70.6,,30.56,,11.46,0.16,26.43
"""401733105392404""",7/3/14,,20.48,,525,,10.2,70.7,,29.66,,11.34,0.18,25.85
"""401733105392404""",7/4/14,,21.66,,548,,9,70.8,,28.92,,11.25,0.22,24.95
"""401733105392404""",7/5/14,,21.65,,492,,9.2,70.9,,27.98,,11.16,0.21,24.18
"""401733105392404""",7/6/14,,20.51,,480,,9.3,70.8,,27.15,,10.96,0.24,23.49
"""401733105392404""",7/7/14,,23.91,,492,,9.8,70.6,,25.23,,10.86,0.19,21.91
"""401733105392404""",7/8/14,,23.48,,478,,9.9,70.7,,23.93,,10.66,0.24,20.81
"""401733105392404""",7/9/14,,22.86,,510,,10.2,70.6,,22.79,,10.47,0.27,19.87
"""401733105392404""",7/10/14,,23.38,,480,,10.4,70.5,,21.32,,10.3,0.27,18.61
"""401733105392404""",7/11/14,,24.02,,457,,10,70.6,,20.95,,10.07,0.28,18.24
"""401733105392404""",7/12/14,,21.71,,446,,9.4,70.8,,21.29,,9.84,0.31,18.43
"""401733105392404""",7/13/14,,18.54,,455,,9.5,70.9,,21.73,,9.7,0.28,18.83
"""401733105392404""",7/14/14,,17.3,,474,,10,70.9,,19.47,,9.82,0.26,16.94
"""401733105392404""",7/15/14,,18.76,,491,,10.7,70.6,,18.77,,9.74,0.27,16.44
"""401733105392404""",7/16/14,,17.74,,476,,10,70.3,,19.14,,9.84,0.26,16.66
"""401733105392404""",7/17/14,,15.5,,501,,8.8,70.3,,20.09,,10.11,0.26,17.31
"""401733105392404""",7/18/14,,14.91,,476,,9.4,70.4,,19.34,,10.19,0.25,16.74
"""401733105392404""",7/19/14,,14.44,,438,,10.9,70.5,,18.05,,10.1,0.23,15.83
"""401733105392404""",7/20/14,,15.02,,421,,11,70.6,,17.27,,10,0.24,15.16
"""401733105392404""",7/21/14,,14.8,,429,,10.5,70.7,,16.7,,10.02,0.24,14.6
"""401733105392404""",7/22/14,,15.09,,415,,11.7,71.1,,15.37,,9.95,0.21,13.58
"""401733105392404""",7/23/14,,15.38,,423,,12.2,71.1,,14.99,,9.76,0.22,13.3
"""401733105392404""",7/24/14,,16.89,,454,,11.7,70.7,,15.13,,9.46,0.26,13.36
"""401733105392404""",7/25/14,,16.39,,391,,11.8,70.6,,14.85,,9.27,0.26,13.12
"""401733105392404""",7/26/14,,15.85,,412,,10.9,70.8,,15,,9.33,0.28,13.16
"""401733105392404""",7/27/14,,15.68,,437,,10.6,71,,15.17,,9.26,0.29,13.27
"""401733105392404""",7/28/14,,15.35,,439,,11.1,71,,14.73,,9.36,0.36,12.95
"""401733105392404""",7/29/14,,59.46,,455,,10.1,70.8,,20.48,,9.54,0.48,17.85
"""401733105392404""",7/30/14,,60.27,,501,,7.9,70.7,,60,,10.36,1.33,51.44
"""401733105392404""",7/31/14,,25.61,,699,,6.2,70.7,,76.29,,11.36,1.06,64.42
"""401733105392404""",8/1/14,,17.72,,649,,6.8,70.8,,61.72,,11.86,0.72,52.33
"""401733105392404""",8/2/14,,15.37,,649,,8.1,70.8,,50.34,,12.2,0.53,43.13
"""401733105392404""",8/3/14,,14.19,,631,,9.5,70.8,,42.57,,12.17,0.44,36.91
"""401733105392404""",8/4/14,,14.03,,632,,10,70.7,,37.25,,12.09,0.42,32.43
"""401733105392404""",8/5/14,,14.01,,563,,9.8,70.6,,33.26,,11.82,0.36,28.9
"""401733105392404""",8/6/14,,13.04,,479,,10.1,70.6,,30.21,,11.65,0.42,26.33
"""401733105392404""",8/7/14,,12,,442,,10.3,70.5,,27.47,,11.62,0.33,23.97
"""401733105392404""",8/8/14,,11.25,,463,,10.4,70.5,,25.27,,11.55,0.33,22.07
"""401733105392404""",8/9/14,,11.31,,459,,10.4,70.6,,24.07,,11.54,0.32,21.02
"""401733105392404""",8/10/14,,10.73,,435,,10.5,70.9,,23.24,,11.58,0.35,20.32
"""401733105392404""",8/11/14,,10.56,,430,,10.8,71,,22.61,,11.58,0.28,19.81
"""401733105392404""",8/12/14,,10.4,,456,,11.5,70.9,,22.03,,11.61,0.26,19.42
"""401733105392404""",8/13/14,,10.59,,461,,11.6,70.7,,21.35,,11.7,0.25,18.84
"""401733105392404""",8/14/14,,11.57,,473,,11.6,70.5,,20.93,,11.7,0.26,18.47
"""401733105392404""",8/15/14,,13.87,,444,,11,70.6,,20.56,,11.56,0.32,18.05
"""401733105392404""",8/16/14,,12.4,,432,,11.2,70.7,,19.81,,11.44,0.35,17.42
"""401733105392404""",8/17/14,,10.92,,437,,11.5,70.7,,19.13,,11.39,0.34,16.88
"""401733105392404""",8/18/14,,9.71,,451,,12,70.5,,18.21,,11.44,0.27,16.12
"""401733105392404""",8/19/14,,9.31,,435,,11.7,70.2,,18.23,,11.5,0.26,16.1
"""401733105392404""",8/20/14,,9.05,,415,,11.5,70.1,,18.28,,11.52,0.28,16.12
"""401733105392404""",8/21/14,,8.85,,412,,10.7,70.4,,18.38,,11.51,0.27,16.09
"""401733105392404""",8/22/14,,8.77,,367,,10.5,70.4,,18.5,,11.61,0.24,16.17
"""401733105392404""",8/23/14,,8.52,,396,,9.3,70,,19.48,,11.51,0.28,16.85
"""401733105392404""",8/24/14,,8.36,,387,,7.7,70.1,,20.16,,11.49,0.27,17.2
"""401733105392404""",8/25/14,,8.23,,367,,9,70.4,,19.23,,11.67,0.24,16.59
"""401733105392404""",8/26/14,,8.42,,375,,10.1,70.6,,18.55,,11.88,0.18,16.16
"""401733105392404""",8/27/14,,8.69,,426,,10.5,70.5,,18.43,,12.1,0.17,16.1
"""401733105392404""",8/28/14,,8.67,,437,,8.7,70.4,,19.05,,12.25,0.16,16.39
"""401733105392404""",8/29/14,,8.71,,380,,8.3,70.4,,19.24,,12.48,0.17,16.5
"""401733105392404""",8/30/14,,9.39,,385,,8.9,70.3,,18.76,,12.61,0.16,16.17
"""401733105392404""",8/31/14,,9.21,,377,,8.4,69.9,,19.37,,12.67,0.16,16.62
"""401733105392404""",9/1/14,,8.28,,386,,7.7,70.1,,19.72,,12.87,0.16,16.82
"""401733105392404""",9/2/14,,7.89,,360,,8.1,70.3,,19.34,,13.17,0.16,16.55
"""401733105392404""",9/3/14,,7.55,,364,,9.3,70.1,,18.53,,13.48,0.16,16.03
"""401733105392404""",9/4/14,,7.75,,392,,9.3,70.2,,18.22,,13.67,0.14,15.75
"""401733105392404""",9/5/14,,7.76,,378,,9.4,70.6,,18.34,,13.64,0.16,15.87
"""401733105392404""",9/6/14,,7.28,,408,,10,70.7,,17.88,,13.54,0.13,15.55
