siteId,labno,dateOn,dateOff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,svol,ppt,subppt,valcode,invalcode,modifiedOn
CO98,NN6625SW,8/9/94 14:53,8/16/94 15:40,199408,4.79,9.6, ,0.03, ,0.006, ,0.008, ,0.022, ,0.18, ,0.94, ,0.05, ,0.58,886.1,25.4,25.4,w ,            ,1/12/95
CO98,NN6806SW,8/16/94 15:40,8/23/94 14:25,199408,4.79,11.9, ,0.23, ,0.028, ,0.05, ,0.043, ,0.35, ,1.33, ,0.09, ,0.96,1183.4,33.02,33.02,w ,            ,1/12/95
CO98,NN7060SW,8/23/94 14:25,8/30/94 15:30,199408,4.77,9.9, ,0.07, ,0.009, ,0.027, ,0.031, ,0.13, ,0.83, ,0.05, ,0.68,1972.2,67.31,67.31,w ,            ,1/18/95
CO98,NN7218SW,8/30/94 15:30,9/6/94 15:25,199409,4.74,12.5, ,0.15, ,0.023, ,0.015, ,0.055, ,0.24, ,1.22, ,0.1, ,0.97,1473.7,41.91,41.91,w ,            ,1/18/95
CO98,NN7402SW,9/6/94 15:25,9/13/94 14:55,199409,4.57,14.7, ,0.2, ,0.029, ,0.023, ,0.076, ,0.11, ,1.66, ,0.13, ,0.84,142.4,2.54,2.54,w ,            ,1/18/95
CO98,NN7664SW,9/13/94 14:55,9/20/94 16:20,199409,4.68,12.4, ,0.06, ,0.008, ,0.064, ,0.027, ,0.11, ,0.96, ,0.06, ,0.82,1330.8,35.56,35.56,w ,            ,1/18/95
CO98,NN7879SW,9/20/94 16:20,9/27/94 14:54,199409,4.71,14.4, ,0.22, ,0.021, ,0.03, ,0.036, ,0.22, ,1.35, ,0.07, ,1.02,559.8,15.24,15.24,w ,            ,2/21/95
CO98,NN8024SW,9/27/94 14:54,10/4/94 15:31,199409,4.82,8.4, ,0.04, ,0.004, ,0.007, ,0.02, ,0.06, ,0.77, ,0.06, ,0.37,469.5,17.78,17.78,w ,            ,2/21/95
CO98,NN8290SW,10/4/94 15:31,10/11/94 15:21,199410,5.06,6.6, ,0.05,<,0.003, ,0.008, ,0.025, ,0.11, ,0.4, ,0.04, ,0.44,985.7,55.88,55.88,w ,            ,2/21/95
CO98,NN8494SW,10/11/94 15:21,10/18/94 16:20,199410,5.02,5.6, ,0.02,<,0.003,<,0.003, ,0.02, ,0.04, ,0.51, ,0.05, ,0.18,622.5,29.97,29.97,w ,            ,2/21/95
CO98,NN8761SW,10/18/94 16:20,10/25/94 16:00,199410,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,-9,-7,0.127,t ,            ,4/19/95
CO98,NN8938SW,10/25/94 16:00,11/1/94 16:52,199410,4.61,15.2, ,0.2, ,0.023, ,0.016, ,0.077, ,0.15, ,2.08, ,0.08, ,0.76,358,6.86,6.86,w ,            ,4/19/95
CO98,NN9170SW,11/1/94 16:52,11/8/94 17:15,199411,5.21,5.3, ,0.08, ,0.008, ,0.005, ,0.024, ,0.1, ,0.63, ,0.04, ,0.21,446.5,22.1,22.1,w ,            ,4/19/95
CO98,NN9350SW,11/8/94 17:15,11/15/94 16:25,199411,5.12,3.5, ,0.01,<,0.003, ,0.006, ,0.008, ,0.04, ,0.21,<,0.03, ,0.21,748.6,26.92,26.92,w ,            ,5/9/95
CO98,NN9584SW,11/15/94 16:25,11/22/94 20:30,199411,4.88,6.7, ,0.07, ,0.004, ,0.004, ,0.019, ,0.03, ,0.58, ,0.04, ,0.37,347.5,22.86,22.86,w ,            ,5/9/95
CO98,NN9780SW,11/22/94 20:30,11/29/94 17:45,199411,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,13.7,25.91,25.91,  ,v           ,5/9/95
CO98,NO0420SW,11/29/94 17:45,12/13/94 19:00,199412,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,33,38.35,38.35,  ,eu          ,6/2/95
CO98,NO0458SW,12/13/94 19:00,12/20/94 20:30,199412,4.9,10, ,0.17, ,0.023, ,0.018, ,0.074, ,0.15, ,1.28, ,0.13, ,0.38,156.2,11.68,11.68,w ,            ,6/2/95
CO98,NO0826SW,12/20/94 20:30,12/27/94 15:55,199412,-9,-9, ,-9,<,-9, ,-9, ,-9, ,-9, ,-9, ,-9,<,-9,0,0,0,d ,            ,6/2/95
CO98,NO0815SW,12/27/94 15:55,1/3/95 17:03,199412,4.78,8.8, ,0.01,<,0.003,<,0.003, ,0.008,<,0.02, ,0.9,<,0.03, ,0.23,770.2,75.69,75.69,w ,            ,6/2/95
CO98,NO1236SW,1/3/95 17:06,1/10/95 17:00,199501,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,136.2,44.96,44.96,  ,uf          ,6/2/95
CO98,NO1268SW,1/10/95 17:00,1/17/95 18:00,199501,5.09,5.1, ,0.05, ,0.007, ,0.018, ,0.016, ,0.03, ,0.31,<,0.03, ,0.27,180,16.26,16.26,w ,            ,6/2/95
CO98,NO1434SW,1/17/95 18:00,1/24/95 19:07,199501,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,-9,-7,0.127,t ,            ,7/11/95
CO98,NO1659SW,1/24/95 19:08,1/31/95 18:00,199501,4.97,5.6, ,0.03,<,0.003, ,0.009, ,0.023, ,0.08, ,0.43, ,0.03, ,0.34,137,9.14,9.14,w ,            ,7/11/95
CO98,NO1900SW,1/31/95 18:00,2/7/95 18:30,199502,5.15,5.7, ,0.23, ,0.039, ,0.074, ,0.075, ,0.03, ,0.56, ,0.08, ,0.54,285,17.02,17.02,w ,            ,7/11/95
CO98,NO2096SW,2/7/95 18:30,2/14/95 19:30,199502,5.14,3.8, ,0.02, ,0.003,<,0.003, ,0.009, ,0.05, ,0.4, ,0.03, ,0.15,1199,54.86,54.86,w ,            ,7/11/95
CO98,NO2301SW,2/14/95 19:30,2/21/95 19:15,199502,5.27,3.2, ,0.03, ,0.003, ,0.01, ,0.019, ,0.02, ,0.24,<,0.03, ,0.12,354.5,38.1,38.1,w ,            ,10/18/95
CO98,NO2519SW,2/21/95 19:15,2/28/95 18:30,199502,4.87,7.5, ,0.04, ,0.005, ,0.006, ,0.022, ,0.17, ,0.75, ,0.04, ,0.51,372,20.32,20.32,w ,            ,10/18/95
CO98,NO2721SW,2/28/95 18:30,3/7/95 18:30,199503,5.22,3.7,<,0.01,<,0.003,<,0.003, ,0.01, ,0.03, ,0.23,<,0.03, ,0.13,1115.8,50.8,50.8,w ,            ,10/18/95
CO98,NO2909SW,3/7/95 18:30,3/14/95 17:30,199503,4.9,10.2, ,0.17, ,0.025, ,0.025, ,0.4, ,0.31, ,1.78, ,0.37, ,0.74,16.5,8.89,8.89,wa,            ,10/18/95
CO98,NO3167SW,3/14/95 17:30,3/21/95 18:45,199503,4.8,8.5, ,0.08, ,0.007,<,0.003, ,0.024, ,0.11, ,0.71, ,0.05, ,0.66,453.2,24.13,24.13,w ,            ,10/18/95
CO98,NO3361SW,3/21/95 18:45,3/28/95 18:30,199503,4.88,7, ,0.11, ,0.012, ,0.004, ,0.032, ,0.09, ,1.19, ,0.05, ,0.22,364,29.21,29.21,w ,            ,10/18/95
CO98,NO3599SW,3/28/95 18:30,4/4/95 16:20,199503,4.91,6.9, ,0.06, ,0.008,<,0.003, ,0.02, ,0.1, ,0.91, ,0.03, ,0.27,493.7,11.43,11.43,w ,            ,10/18/95
CO98,NO3798SW,4/4/95 16:20,4/11/95 17:25,199504,6.12,4.6, ,0.35, ,0.039, ,0.014, ,0.089,<,0.02,<,0.03, ,0.06, ,0.42,1797.1,38.1,38.1,w ,            ,10/18/95
CO98,NO3996SW,4/11/95 17:25,4/18/95 16:50,199504,5.18,5.1, ,0.07, ,0.009, ,0.005, ,0.035, ,0.14, ,0.66, ,0.04, ,0.3,1617.7,46.99,46.99,w ,            ,10/18/95
CO98,NO4214SW,4/18/95 16:50,4/25/95 17:25,199504,5.21,5.1, ,0.07, ,0.011,<,0.003, ,0.034, ,0.22, ,0.6, ,0.04, ,0.5,2459.6,60.96,60.96,w ,            ,10/18/95
CO98,NO4420SW,4/25/95 17:25,5/2/95 17:00,199504,5.09,3.1, ,0.04, ,0.007,<,0.003, ,0.029, ,0.04, ,0.26,<,0.03, ,0.2,3042.9,74.93,74.93,w ,            ,10/18/95
CO98,NO4578SW,5/2/95 17:00,5/9/95 17:00,199505,5.01,5.1, ,0.06, ,0.007, ,0.007, ,0.018, ,0.07, ,0.42, ,0.03, ,0.36,1370.8,53.34,53.34,w ,            ,10/18/95
CO98,NO4806SW,5/9/95 17:00,5/16/95 17:16,199505,5.27,4.8, ,0.09, ,0.01, ,0.003, ,0.031, ,0.17, ,0.56,<,0.03, ,0.42,1440.3,38.1,38.1,w ,            ,1/12/96
CO98,NO5047SW,5/16/95 17:16,5/23/95 17:30,199505,4.98,6.9, ,0.13, ,0.02, ,0.015, ,0.052, ,0.03, ,0.17, ,0.07, ,0.45,3861.6,-9.99,56.88,w ,            ,1/12/96
CO98,NO5199SW,5/23/95 17:30,5/30/95 18:00,199505,4.88,7.2, ,0.06, ,0.009, ,0.004, ,0.036, ,0.08, ,0.69, ,0.04, ,0.4,3872.5,71.12,71.12,w ,            ,1/12/96
CO98,NO5477SW,5/30/95 18:00,6/6/95 18:15,199506,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1390.7,34.29,34.29,  ,u           ,1/12/96
CO98,NO5639SW,6/6/95 18:15,6/13/95 17:00,199506,5.46,5.1, ,0.35, ,0.033, ,0.016, ,0.094, ,0.05, ,0.46, ,0.11, ,0.66,1108,25.4,25.4,w ,            ,1/12/96
CO98,NO5883SW,6/13/95 17:00,6/20/95 16:15,199506,4.86,11.6, ,0.31, ,0.027, ,0.039, ,0.061, ,0.34, ,1.09, ,0.07, ,1.36,1052.7,31.75,31.75,w ,            ,1/12/96
CO98,NO5982SW,6/20/95 16:15,6/27/95 16:45,199506,4.77,11.3, ,0.26, ,0.035, ,0.054, ,0.115, ,0.08, ,1.11, ,0.16, ,0.73,115.6,1.27,1.27,w ,            ,1/12/96
CO98,NO6241SW,6/27/95 16:45,7/4/95 17:00,199506,4.86,7.6, ,0.05, ,0.006, ,0.036, ,0.053, ,0.14, ,0.65, ,0.06, ,0.38,3194.3,49.53,49.53,w ,            ,1/12/96
CO98,NO6483SW,7/4/95 17:15,7/11/95 17:30,199507,4.59,14.7, ,0.16, ,0.027, ,0.099, ,0.128, ,0.17, ,0.89, ,0.09, ,1.23,352.7,7.62,7.62,w ,            ,1/12/96
CO98,NO6685SW,7/11/95 17:30,7/18/95 15:30,199507,4.78,10.2, ,0.17, ,0.022, ,0.05, ,0.034, ,0.13, ,1.02, ,0.04, ,0.68,1239.6,16.51,16.51,w ,            ,1/12/96
CO98,NO6937SW,7/18/95 15:30,7/25/95 16:00,199507,4.87,8.5, ,0.09, ,0.015, ,0.055, ,0.062, ,0.17, ,0.73, ,0.12, ,0.51,2195.3,31.75,31.75,w ,            ,1/12/96
CO98,NO7114SW,7/25/95 16:00,8/1/95 16:45,199507,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,256.4,3.81,3.81,  ,c           ,1/12/96
CO98,NO7309SW,8/1/95 16:45,8/8/95 16:05,199508,4.86,13.2, ,0.42, ,0.052, ,0.044, ,0.104, ,0.39, ,1.96, ,0.17, ,1.13,648.8,11.43,11.43,w ,            ,1/12/96
CO98,NO7567SW,8/8/95 16:05,8/15/95 16:00,199508,4.75,12.2, ,0.22, ,0.046, ,0.034, ,0.216, ,0.38, ,1.43, ,0.16, ,0.95,380,5.84,5.84,w ,            ,2/7/96
CO98,NO7742SW,8/15/95 16:00,8/22/95 16:35,199508,4.68,14, ,0.1, ,0.013, ,0.01, ,0.046, ,0.17, ,1.2, ,0.07, ,0.75,418.5,-9.99,6.164,w ,            ,2/7/96
CO98,NO8087SW,8/22/95 16:35,8/29/95 19:30,199508,4.68,10, ,0.04, ,0.005, ,0.004, ,0.023, ,0.04, ,0.76, ,0.04, ,0.49,943.6,13.97,13.97,w ,            ,2/7/96
CO98,NO8186SW,8/29/95 19:30,9/5/95 16:25,199509,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,419.6,5.08,5.08,  ,c           ,2/7/96
CO98,NO8368SW,9/5/95 16:25,9/12/95 16:50,199509,4.82,10.3, ,0.1, ,0.016, ,0.037, ,0.046, ,0.24, ,1.05, ,0.08, ,0.7,1421.4,19.05,19.05,w ,            ,2/7/96
CO98,NO8539SW,9/12/95 16:50,9/19/95 20:20,199509,4.84,9.5, ,0.09, ,0.009, ,0.007, ,0.05, ,0.24, ,0.84, ,0.06, ,0.58,1242.3,16.51,16.51,w ,            ,3/4/96
CO98,NO8813SW,9/19/95 20:20,9/26/95 16:45,199509,4.97,9.1, ,0.21, ,0.028, ,0.034, ,0.079, ,0.25, ,1.16, ,0.11, ,0.73,2097.9,44.7,44.7,w ,            ,3/4/96
CO98,NO8926SW,9/26/95 16:45,10/3/95 15:55,199509,4.87,7.8, ,0.09, ,0.011, ,0.007, ,0.056, ,0.11, ,0.64, ,0.07, ,0.55,655.9,12.7,12.7,w ,            ,3/4/96
CO98,NO9221SW,10/3/95 15:55,10/10/95 20:15,199510,5.8,3.5, ,0.28, ,0.033, ,0.018, ,0.031, ,0.04, ,0.42, ,0.04, ,0.34,1254.7,-9.99,18.481,w ,            ,3/4/96
CO98,NO9375SW,10/10/95 20:15,10/17/95 16:30,199510,4.94,9.6, ,0.26, ,0.031, ,0.03, ,0.057, ,0.28, ,0.78, ,0.07, ,1.34,557.1,11.43,11.43,w ,            ,3/22/96
CO98,NO9767SW,10/17/95 16:30,10/24/95 17:00,199510,4.9,7.4, ,0.15, ,0.016, ,0.013, ,0.045, ,0.03, ,0.77, ,0.05, ,0.44,509.4,15.24,15.24,w ,            ,3/22/96
CO98,NO9764SW,10/24/95 17:00,10/31/95 18:40,199510,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,56.5,6.35,6.35,  ,c           ,3/22/96
CO98,NP0072SW,10/31/95 18:40,11/7/95 18:40,199511,5.09,5.6, ,0.06, ,0.009, ,0.017, ,0.042, ,0.14, ,0.51, ,0.03, ,0.41,787.5,35.56,35.56,w ,            ,3/22/96
CO98,NP0193SW,11/7/95 18:40,11/14/95 18:15,199511,5.05,4.9, ,0.02, ,0.003, ,0.003, ,0.034, ,0.03, ,0.25, ,0.03, ,0.34,1812.5,-9.99,26.697,w ,            ,3/22/96
CO98,NP0502SW,11/14/95 18:15,11/21/95 20:00,199511,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,4/18/96
CO98,NP0619SW,11/21/95 20:00,11/28/95 20:30,199511,5.01,5.2, ,0.03, ,0.003, ,0.003, ,0.06, ,0.07, ,0.42, ,0.04, ,0.36,778.2,33.02,33.02,w ,            ,4/18/96
CO98,NP0808SW,11/28/95 20:30,12/5/95 18:30,199512,5.45,4.7, ,0.19, ,0.021, ,0.027, ,0.085, ,0.11, ,0.62, ,0.07, ,0.41,132.5,29.21,29.21,w ,            ,4/18/96
CO98,NP0980SW,12/5/95 18:30,12/12/95 20:00,199512,5.24,3.6, ,0.05, ,0.006, ,0.012, ,0.028, ,0.06, ,0.32,<,0.03, ,0.22,207.2,57.15,57.15,w ,            ,4/18/96
CO98,NP1913SW,12/12/95 20:00,1/9/96 17:30,199512,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1377.5,92.2,92.2,  ,e           ,5/28/96
CO98,NP1888SW,1/9/96 17:30,1/16/96 17:30,199601,4.54,16.7, ,0.18, ,0.024, ,0.03, ,0.131, ,0.22, ,1.39, ,0.18, ,1.48,52.5,17.78,17.78,w ,            ,5/28/96
CO98,NP2110SW,1/16/96 17:30,1/23/96 18:15,199601,5.13,5, ,0.08, ,0.012, ,0.008, ,0.056, ,0.08, ,0.42, ,0.04, ,0.35,473,40.64,40.64,w ,            ,5/28/96
CO98,NP2495SW,1/23/96 18:15,2/6/96 17:30,199601,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,930.7,131.57,131.57,  ,e           ,6/12/96
CO98,NP2670SW,2/6/96 17:30,2/13/96 17:30,199602,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,6/12/96
CO98,NP2921SW,2/13/96 17:30,2/20/96 20:50,199602,5.08,5.1, ,0.04, ,0.005, ,0.008, ,0.045, ,0.11, ,0.32, ,0.04, ,0.41,552,63.5,63.5,w ,            ,6/12/96
CO98,NP3166SW,2/20/96 20:50,2/27/96 17:30,199602,5.37,2.1, ,0.03, ,0.003,<,0.003, ,0.031,<,0.02, ,0.12, ,0.04, ,0.08,1058.5,58.42,58.42,w ,            ,6/12/96
CO98,NP3395SW,2/27/96 17:30,3/5/96 18:45,199603,4.69,12.3, ,0.23, ,0.026, ,0.07, ,0.16, ,0.16, ,1.65, ,0.2, ,0.56,142.4,22.86,22.86,w ,            ,9/22/96
CO98,NP3506SW,3/5/96 18:45,3/12/96 18:07,199603,5.12,4.5, ,0.04, ,0.005, ,0.004, ,0.087,<,0.02, ,0.44, ,0.1, ,0.18,226.3,12.7,12.7,w ,            ,9/22/96
CO98,NP3740SW,3/12/96 18:07,3/19/96 18:15,199603,5.15,5.6, ,0.04, ,0.004,<,0.003, ,0.022, ,0.09, ,0.56, ,0.03, ,0.31,1586.3,-9.99,23.365,w ,            ,9/22/96
CO98,NP3962SW,3/19/96 18:15,3/26/96 19:05,199603,6.2,6, ,0.3, ,0.027, ,0.023, ,0.09, ,0.47, ,0.95, ,0.1, ,0.5,1317.8,25.4,25.4,w ,            ,9/22/96
CO98,NP4154SW,3/26/96 19:05,4/2/96 16:30,199603,5.56,12, ,0.88, ,0.09, ,0.067, ,0.384, ,0.34, ,2.91, ,0.51, ,1.13,47.6,5.08,5.08,w ,            ,9/22/96
CO98,NP4534SW,4/2/96 16:30,4/9/96 16:00,199604,5.23,7.7, ,0.1, ,0.013, ,0.004, ,0.083, ,0.26, ,1.03, ,0.11, ,0.38,-9,8.89,8.89,w ,            ,9/22/96
CO98,NP4612SW,4/9/96 16:00,4/16/96 17:30,199604,5.2,5.3, ,0.16, ,0.016, ,0.005, ,0.106, ,0.11, ,0.61, ,0.13, ,0.48,335,29.21,29.21,w ,            ,9/22/96
CO98,NP4764SW,4/16/96 17:30,4/23/96 16:00,199604,5.45,5.1, ,0.26, ,0.033, ,0.014, ,0.075, ,0.1, ,0.55, ,0.11, ,0.52,398.9,45.72,45.72,w ,            ,9/22/96
CO98,NP5027SW,4/23/96 16:00,4/30/96 16:45,199604,6.22,5.9, ,0.53, ,0.062, ,0.052, ,0.169, ,0.16, ,0.78, ,0.16, ,0.65,189,12.7,12.7,w ,            ,9/22/96
CO98,NP5121SW,4/30/96 16:45,5/7/96 16:30,199605,5.36,7.2, ,0.28, ,0.036, ,0.037, ,0.097, ,0.21, ,0.89, ,0.13, ,0.82,702.6,30.48,30.48,w ,            ,10/22/96
CO98,NP5370SW,5/7/96 16:30,5/14/96 16:30,199605,5.48,18.4, ,1.3, ,0.159, ,0.1, ,0.323, ,0.52, ,3.87, ,0.38, ,2.09,-9,1.27,1.27,w ,            ,10/22/96
CO98,NP5565SW,5/14/96 16:30,5/21/96 18:00,199605,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,189.8,8.89,8.89,  ,uc          ,10/22/96
CO98,NP5739SW,5/21/96 18:00,5/28/96 17:00,199605,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1293.6,58.42,58.42,  ,u           ,10/22/96
CO98,NP5982SW,5/28/96 17:00,6/4/96 18:30,199605,4.67,12.8, ,0.15, ,0.025, ,0.025, ,0.116, ,0.23, ,1.37, ,0.15, ,0.88,-9,8.89,8.89,w ,            ,10/22/96
CO98,NP6136SW,6/4/96 18:30,6/11/96 17:30,199606,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,9.7,-7,0.127,t ,            ,10/22/96
CO98,NP6370SW,6/11/96 17:45,6/18/96 15:50,199606,5.16,6.8, ,0.1, ,0.012, ,0.031, ,0.033, ,0.27, ,0.84, ,0.06, ,0.5,1353,20.32,20.32,w ,            ,10/22/96
CO98,NP6532SW,6/18/96 15:50,6/25/96 16:30,199606,4.98,8.7, ,0.18, ,0.022, ,0.048, ,0.102, ,0.19, ,0.86, ,0.12, ,0.78,1123.7,13.97,13.97,w ,            ,10/22/96
CO98,NP6742SW,6/25/96 16:30,7/2/96 16:05,199606,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,457.7,8.89,8.89,  ,c           ,1/24/97
CO98,NP6938SW,7/2/96 16:05,7/9/96 16:50,199607,4.81,9, ,0.07, ,0.01, ,0.027, ,0.054, ,0.1, ,0.81, ,0.08, ,0.47,1411.3,27.94,27.94,w ,            ,1/24/97
CO98,NP7143SW,7/9/96 16:50,7/16/96 16:00,199607,4.52,16.8, ,0.21, ,0.023, ,0.024, ,0.047, ,0.1, ,1.41, ,0.15, ,1,269.9,2.54,2.54,w ,            ,1/24/97
CO98,NP7348SW,7/16/96 16:00,7/23/96 15:55,199607,5,5.9, ,0.03, ,0.006, ,0.027, ,0.098, ,0.08,<,0.03, ,0.12, ,0.29,1197.7,20.32,20.32,w ,            ,1/24/97
CO98,NP7564SW,7/23/96 15:55,7/30/96 15:30,199607,4.82,8.4, ,0.04, ,0.005, ,0.015, ,0.071, ,0.15, ,0.64, ,0.11, ,0.53,2011.7,33.02,33.02,w ,            ,1/24/97
CO98,NP7690SW,7/30/96 15:30,8/6/96 15:55,199608,4.76,16.1, ,0.36, ,0.044, ,0.032, ,0.079, ,0.44, ,2.36, ,0.17, ,1.19,665.5,8.89,8.89,w ,            ,1/24/97
CO98,NP7965SW,8/6/96 15:55,8/13/96 16:17,199608,4.58,30, ,1.5, ,0.19, ,0.158, ,0.321, ,0.55, ,5.36, ,0.39, ,2.86,49.7,-7,0.127,w ,            ,1/24/97
CO98,NP8150SW,8/13/96 16:17,8/20/96 15:40,199608,4.92,14.5, ,0.46, ,0.053, ,0.07, ,0.077, ,0.52, ,2.21, ,0.16, ,1.31,714.4,11.43,11.43,w ,            ,1/24/97
CO98,NP8460SW,8/20/96 15:40,8/27/96 20:00,199608,4.95,12.3, ,0.19, ,0.021, ,0.05, ,0.066, ,0.6, ,1.99, ,0.12, ,0.87,559.2,10.16,10.16,w ,            ,1/24/97
CO98,NP8597SW,8/27/96 20:00,9/3/96 18:00,199608,4.76,14.7, ,0.34, ,0.031, ,0.021, ,0.07, ,0.43, ,1.96, ,0.16, ,1.32,365.1,-9.99,5.377,w ,            ,1/24/97
CO98,NP8856SW,9/3/96 18:00,9/10/96 15:45,199609,4.98,7, ,0.1, ,0.012, ,0.014, ,0.039, ,0.17, ,0.57, ,0.05, ,0.53,2327,36.83,36.83,w ,            ,1/24/97
CO98,NP9172SW,9/10/96 15:45,9/24/96 16:00,199609,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,3965.7,71.37,71.37,  ,e           ,1/24/97
CO98,NP9515SW,9/24/96 16:00,10/1/96 15:00,199609,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1041.4,44.45,44.45,  ,u           ,2/18/97
CO98,NP9577SW,10/1/96 15:00,10/8/96 17:30,199610,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,10.16,10.16,  ,v           ,2/18/97
CO98,NP9826SW,10/8/96 17:30,10/15/96 16:15,199610,-9,-9, ,-9,<,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,2/18/97
CO98,NQ0030SW,10/15/96 16:15,10/22/96 19:20,199610,5.23,5.5, ,0.23, ,0.022, ,0.017, ,0.043, ,0.09, ,0.64, ,0.06, ,0.57,92.2,17.78,17.78,w ,            ,2/18/97
CO98,NQ0163SW,10/22/96 19:20,10/29/96 21:25,199610,5.11,7.3, ,0.16, ,0.016, ,0.021, ,0.044, ,0.22, ,1.06, ,0.06, ,0.55,261.6,52.07,52.07,w ,            ,2/18/97
CO98,NQ0395SW,10/29/96 21:25,11/5/96 19:40,199611,5.04,4.1, ,0.01,<,0.003, ,0.004, ,0.023, ,0.03, ,0.41, ,0.05, ,0.11,484.5,11.43,11.43,w ,            ,3/31/97
CO98,NQ0606SW,11/5/96 19:45,11/12/96 17:00,199611,5.08,5.1, ,0.04, ,0.007, ,0.03, ,0.042, ,0.04, ,0.27, ,0.06, ,0.42,82.5,17.78,17.78,w ,            ,3/31/97
CO98,NQ0790SW,11/12/96 17:00,11/19/96 20:00,199611,4.78,8, ,0.03, ,0.004, ,0.006, ,0.022, ,0.02, ,0.82, ,0.03, ,0.32,1112.3,50.8,50.8,w ,            ,3/31/97
CO98,NQ0942SW,11/19/96 20:00,11/26/96 18:15,199611,5.14,3.7, ,0.02,<,0.003, ,0.003, ,0.027, ,0.05, ,0.38, ,0.04, ,0.13,282.3,11.43,11.43,w ,            ,3/31/97
CO98,NQ1215SW,11/26/96 18:30,12/3/96 18:30,199611,5.21,4.4,<,0.01,<,0.003,<,0.003, ,0.017, ,0.15, ,0.55, ,0.04, ,0.28,1189.4,43.18,43.18,w ,            ,6/19/97
CO98,NQ1358SW,12/3/96 18:30,12/10/96 23:00,199612,5.04,4.5, ,0.01, ,0.004, ,0.004, ,0.028,<,0.02, ,0.37, ,0.05, ,0.24,302.5,45.72,45.72,w ,            ,6/19/97
CO98,NQ1615SW,12/10/96 23:00,12/17/96 18:55,199612,5.34,2.9, ,0.04, ,0.005, ,0.005, ,0.033,<,0.02, ,0.21, ,0.04, ,0.14,430.8,76.2,76.2,w ,            ,6/19/97
CO98,NQ1930SW,12/17/96 19:00,12/23/96 19:15,199612,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,4.8,73.91,73.91,  ,v           ,6/19/97
CO98,NQ1942SW,12/23/96 19:15,12/31/96 19:00,199612,4.96,6.1, ,0.07, ,0.009, ,0.013, ,0.08,<,0.02, ,0.47, ,0.17, ,0.3,75.2,50.8,50.8,w ,            ,6/19/97
CO98,NQ2141SW,12/31/96 19:00,1/7/97 18:30,199701,5.48,2.9, ,0.07, ,0.011, ,0.064, ,0.056,<,0.02,<,0.03, ,0.1, ,0.13,215.7,19.05,19.05,w ,            ,6/19/97
CO98,NQ2367SW,1/7/97 18:40,1/14/97 18:45,199701,5.29,2.9, ,0.01,<,0.003, ,0.009, ,0.041,<,0.02, ,0.23, ,0.04, ,0.14,112.2,73.66,73.66,w ,            ,6/19/97
CO98,NQ2602SW,1/14/97 18:45,1/21/97 19:00,199701,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0.4,8.89,8.89,  ,v           ,6/19/97
CO98,NQ2830SW,1/21/97 19:00,1/28/97 19:10,199701,4.82,8.4, ,0.03, ,0.004, ,0.015, ,0.089, ,0.07, ,0.62, ,0.15, ,0.71,54,62.23,62.23,w ,            ,6/19/97
