siteId,labno,dateOn,dateOff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,svol,ppt,subppt,valcode,invalcode,modifiedOn
CO98,TM7112SW,4/8/14 18:27,4/15/14 17:24,201404,5.96,2.9, ,0.134, ,0.017, ,0.021, ,0.025, ,0.184, ,0.312, ,0.02, ,0.165,1388.8,44.958,44.958,w ,            ,6/8/15
CO98,TM7375SW,4/15/14 17:24,4/22/14 15:57,201404,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,12.5,4.572,4.572,  ,v           ,
CO98,TM7640SW,4/22/14 15:57,4/29/14 17:26,201404,6.47,5.2, ,0.548, ,0.055, ,0.034, ,0.087, ,0.125, ,0.358, ,0.059, ,0.354,360.4,28.956,28.956,w ,            ,6/8/15
CO98,TM7917SW,4/29/14 17:26,5/6/14 17:15,201405,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0.6,4.064,4.064,  ,v           ,
CO98,TM8191SW,5/6/14 17:15,5/13/14 17:11,201405,5.96,3.1, ,0.181, ,0.021, ,0.036, ,0.052, ,0.14, ,0.338, ,0.069, ,0.229,2194.8,71.628,71.628,w ,            ,6/8/15
CO98,TM8512SW,5/13/14 17:11,5/20/14 17:29,201405,6.01,8.3, ,0.518, ,0.069, ,0.034, ,0.12, ,0.439, ,1.437, ,0.187, ,0.872,442.6,14.986,14.986,w ,            ,6/8/15
CO98,TM8699SW,5/20/14 17:29,5/27/14 19:07,201405,6.06,4.1, ,0.052, ,0.006, ,0.008, ,0.01, ,0.419, ,0.677, ,0.023, ,0.215,2630.2,39.116,39.116,w ,            ,6/8/15
CO98,TM8982SW,5/27/14 19:07,6/3/14 17:10,201405,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,-9,14.732,14.732,  ,c           ,6/8/15
CO98,TM9245SW,6/3/14 17:10,6/10/14 16:55,201406,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,279.4,6.35,6.35,  ,c           ,6/8/15
CO98,TM9499SW,6/10/14 16:55,6/17/14 19:32,201406,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0.2,5.08,5.08,  ,vu          ,
CO98,TM9787SW,6/17/14 19:32,6/24/14 15:25,201406,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,16.8,3.556,3.556,  ,vuc         ,
CO98,TM9965SW,6/24/14 15:25,7/1/14 16:53,201406,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0.2,4.572,4.572,  ,vu          ,
CO98,TN0235SW,7/1/14 16:53,7/8/14 15:23,201407,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,281.8,6.35,6.35,  ,c           ,6/8/15
CO98,TN0581SW,7/8/14 15:23,7/15/14 18:00,201407,5.46,5.2, ,0.125, ,0.018, ,0.033, ,0.019, ,0.306, ,0.848, ,0.048, ,0.281,624.6,8.89,8.89,w ,            ,6/8/15
CO98,TN0849SW,7/15/14 18:00,7/22/14 20:04,201407,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,965,13.97,13.97,  ,c           ,6/8/15
CO98,TN1119SW,7/22/14 20:04,7/29/14 14:59,201407,6.02,6, ,0.291, ,0.025, ,0.05, ,0.018, ,0.419, ,0.861, ,0.049, ,0.393,2087.5,29.972,29.972,w ,            ,6/8/15
CO98,TN1387SW,7/29/14 14:59,8/5/14 19:00,201408,5.23,3.1,<,0.019,<,0.005, ,0.01,<,0.005, ,0.044, ,0.256, ,0.015, ,0.086,4897.6,74.168,74.168,w ,            ,6/8/15
CO98,TN1610SW,8/5/14 19:00,8/12/14 16:44,201408,5.03,7.6, ,0.123, ,0.018, ,0.029, ,0.015, ,0.351, ,0.907, ,0.054, ,0.495,1021.7,14.224,14.224,w ,            ,6/8/15
CO98,TN1880SW,8/12/14 16:44,8/19/14 16:48,201408,5.39,4.9, ,0.087, ,0.011, ,0.014, ,0.017, ,0.246, ,0.684, ,0.044, ,0.304,846.5,11.684,11.684,w ,            ,6/8/15
CO98,TN2166SW,8/19/14 16:48,8/26/14 16:43,201408,5.26,4.6, ,0.083, ,0.01, ,0.018, ,0.02, ,0.165, ,0.612, ,0.039, ,0.262,1336.4,20.828,20.828,w ,            ,6/8/15
CO98,TN2434SW,8/26/14 16:43,9/2/14 17:53,201408,5.4,5.7, ,0.15, ,0.018, ,0.071, ,0.027, ,0.265, ,0.925, ,0.073, ,0.343,1350.5,22.098,22.098,w ,            ,6/8/15
CO98,TN2711SW,9/2/14 17:53,9/9/14 16:15,201409,5.43,5, ,0.138, ,0.019, ,0.023, ,0.044, ,0.265, ,0.862, ,0.078, ,0.315,1061.5,15.494,15.494,w ,            ,6/8/15
CO98,TN2983SW,9/9/14 16:15,9/16/14 15:35,201409,5.43,3, ,0.048, ,0.007, ,0.024, ,0.015, ,0.066, ,0.249, ,0.023, ,0.11,1674.6,27.432,27.432,w ,            ,6/8/15
CO98,TN3241SW,9/16/14 15:35,9/23/14 17:33,201409,5.35,3.4, ,0.033, ,0.005, ,0.01, ,0.014, ,0.115, ,0.33, ,0.024, ,0.182,1773.8,28.702,28.702,w ,            ,6/8/15
CO98,TN3523SW,9/23/14 17:33,9/30/14 16:48,201409,5.49,3.1, ,0.05, ,0.006, ,0.006, ,0.009, ,0.134, ,0.289, ,0.015, ,0.226,1737.1,32.512,32.512,w ,            ,6/8/15
CO98,TN3737SW,9/30/14 16:48,10/7/14 15:46,201410,5.26,2.7,<,0.019,<,0.005, ,0.001,<,0.005, ,0.05, ,0.171,<,0.008, ,0.124,919.1,21.336,21.336,w ,            ,6/8/15
CO98,TN4034SW,10/7/14 15:46,10/14/14 15:47,201410,5.68,2.9, ,0.064, ,0.007, ,0.005, ,0.008, ,0.175, ,0.338, ,0.016, ,0.182,1249,23.368,23.368,w ,            ,6/8/15
CO98,TN4280SW,10/14/14 15:47,10/21/14 15:15,201410,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1.6,0,0,d ,            ,
CO98,TN4560SW,10/21/14 15:15,10/28/14 17:00,201410,5.5,4.2, ,0.132, ,0.014, ,0.012, ,0.037, ,0.18, ,0.398, ,0.047, ,0.478,1006.5,27.94,27.94,w ,            ,6/8/15
CO98,TN4830SW,10/28/14 17:00,11/4/14 17:48,201411,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,15,8.89,8.89,  ,v           ,
CO98,TN5346SW,11/4/14 17:48,11/18/14 19:20,201411,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1234.2,55.118,55.118,  ,e           ,6/8/15
CO98,TN5598SW,11/18/14 19:20,11/25/14 19:32,201411,5.24,2.9,<,0.019, ,0.01, ,0.005, ,0.042, ,0.041, ,0.15, ,0.069, ,0.134,293.3,42.926,42.926,w ,            ,6/8/15
CO98,TN5889SW,11/25/14 19:32,12/2/14 19:00,201411,4.81,12.2, ,0.224, ,0.026, ,0.029, ,0.03, ,0.28, ,1.591, ,0.111, ,0.425,43.7,61.722,61.722,wd,            ,6/8/15
CO98,TN6166SW,12/2/14 19:00,12/9/14 18:15,201412,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,10,2.54,2.54,  ,v           ,
CO98,TN6410SW,12/9/14 18:15,12/16/14 18:38,201412,4.73,10.5, ,0.107, ,0.012, ,0.006, ,0.017, ,0.126, ,1.588, ,0.029, ,0.286,749,18.542,18.542,w ,            ,6/8/15
CO98,TN6633SW,12/16/14 18:38,12/23/14 19:30,201412,5.8,2.1, ,0.181, ,0.007, ,0.004,<,0.006, ,0.025, ,0.132, ,0.018, ,0.093,1020.7,67.564,67.564,w ,            ,6/8/15
CO98,TN6885SW,12/23/14 19:30,12/30/14 20:25,201412,-9,-9, ,-9, ,-9,<,-9,<,-9, ,-9, ,-9, ,-9, ,-9,1329.9,33.528,33.528,  ,u           ,6/8/15
CO98,TN7199SW,12/30/14 20:25,1/6/15 20:13,201501,5.08,4.2, ,0.023, ,0.003, ,0.004,<,0.006, ,0.044, ,0.226, ,0.009, ,0.137,119.7,23.622,23.622,w ,            ,6/8/15
CO98,TN7423SW,1/6/15 20:13,1/13/15 18:47,201501,5.1,4, ,0.016,<,0.002,<,0.002,<,0.006, ,0.062, ,0.165, ,0.01, ,0.18,97.2,4.826,4.826,w ,            ,6/8/15
CO98,TN7727SW,1/13/15 18:47,1/20/15 17:53,201501,4.87,7.6, ,0.049, ,0.005, ,0.008, ,0.029, ,0.152, ,0.662, ,0.037, ,0.451,282.5,14.986,14.986,w ,            ,6/8/15
CO98,TN7994SW,1/20/15 17:53,1/27/15 18:03,201501,5.41,2.9, ,0.018, ,0.002,<,0.002, ,0.009, ,0.102, ,0.356, ,0.021, ,0.075,343.5,14.224,14.224,w ,            ,6/8/15
CO98,TN8247SW,1/27/15 18:03,2/3/15 18:30,201501,4.97,7.6, ,0.081, ,0.01, ,0.008, ,0.034, ,0.209, ,0.938, ,0.029, ,0.451,295.3,30.988,30.988,w ,            ,6/8/15
CO98,TN8462SW,2/3/15 18:30,2/10/15 18:30,201502,5.36,2.7, ,0.04, ,0.005, ,0.003, ,0.013, ,0.063, ,0.173, ,0.011, ,0.142,819.9,56.134,56.134,w ,            ,
CO98,TN8757SW,2/10/15 18:30,2/17/15 18:45,201502,5.39,2.5, ,0.011,<,0.002, ,0.002,<,0.006, ,0.059, ,0.182, ,0.008, ,0.076,737.8,17.526,17.526,w ,            ,
CO98,TN9041SW,2/17/15 18:45,2/24/15 18:44,201502,5.4,3, ,0.035, ,0.004, ,0.003, ,0.008, ,0.123, ,0.276, ,0.014, ,0.145,1315.1,31.75,31.75,w ,            ,
CO98,TN9215SW,2/24/15 18:44,3/3/15 19:00,201502,5.26,3.7, ,0.027, ,0.004, ,0.004, ,0.011, ,0.106, ,0.31, ,0.026, ,0.122,1164.6,57.912,57.912,w ,            ,
CO98,TN9566SW,3/3/15 19:00,3/10/15 17:00,201503,5.16,3.7, ,0.024, ,0.002, ,0.003,<,0.006, ,0.08, ,0.237, ,0.009, ,0.139,300.1,13.716,13.716,w ,            ,
CO98,TN9783SW,3/10/15 17:00,3/17/15 17:10,201503,4.91,7.2, ,0.054, ,0.007, ,0.004, ,0.014, ,0.091, ,0.488, ,0.026, ,0.59,384.3,6.604,6.604,w ,            ,
CO98,TO0112SW,3/17/15 17:10,3/24/15 17:15,201503,6.31,6.5, ,0.365, ,0.044, ,0.022, ,0.069, ,0.427, ,0.917, ,0.051, ,0.543,532.1,20.828,20.828,w ,            ,
CO98,TO0373SW,3/24/15 17:15,3/31/15 16:21,201503,5.96,2.9, ,0.191, ,0.026, ,0.01, ,0.028, ,0.122, ,0.24, ,0.025, ,0.188,195.4,10.922,10.922,w ,            ,
CO98,TO0645SW,3/31/15 16:21,4/7/15 19:50,201504,6.85,12.3, ,1.199, ,0.132, ,0.058, ,0.6, ,0.158, ,0.686, ,0.463, ,0.938,632.9,14.732,14.732,w ,            ,
CO98,TO0919SW,4/7/15 19:50,4/14/15 16:30,201504,5.64,6.3, ,0.473, ,0.069, ,0.019, ,0.081, ,0.176, ,0.603, ,0.092, ,0.441,20.9,5.334,5.334,wi,            ,
CO98,TO1192SW,4/14/15 16:30,4/21/15 17:10,201504,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,2794.9,126.492,126.492,  ,u           ,
CO98,TO1425SW,4/21/15 17:10,4/28/15 16:45,201504,5.68,3.2, ,0.069, ,0.01, ,0.006, ,0.02, ,0.196, ,0.458, ,0.029, ,0.206,1233.6,25.146,25.146,w ,            ,
CO98,TO1702SW,4/28/15 16:45,5/5/15 16:27,201505,5.71,7, ,0.233, ,0.026, ,0.014, ,0.034, ,0.432, ,1.206, ,0.07, ,0.464,901.7,13.208,13.208,w ,            ,
CO98,TO1952SW,5/5/15 16:27,5/12/15 20:08,201505,5.46,2.8, ,0.074, ,0.009, ,0.005, ,0.019, ,0.067, ,0.335, ,0.034, ,0.14,3311.9,56.134,56.134,w ,            ,
CO98,TO2233SW,5/12/15 20:08,5/19/15 18:00,201505,5.55,3.7, ,0.057, ,0.007, ,0.005, ,0.01, ,0.12, ,0.452, ,0.024, ,0.185,2120.9,43.688,43.688,w ,            ,
CO98,TO2508SW,5/19/15 18:00,5/26/15 17:00,201505,5.03,5.8, ,0.097, ,0.013, ,0.008, ,0.025, ,0.141, ,0.708, ,0.053, ,0.406,2616.6,46.99,46.99,w ,            ,
CO98,TO2786SW,5/26/15 17:00,6/2/15 16:20,201505,5.19,5.6, ,0.156, ,0.02, ,0.013, ,0.032, ,0.21, ,0.75, ,0.059, ,0.4,842.1,11.684,11.684,w ,            ,
CO98,TO3040SW,6/2/15 16:20,6/9/15 17:39,201506,5.37,7, ,0.315, ,0.033, ,0.02, ,0.031, ,0.282, ,0.996, ,0.084, ,0.671,212.1,3.302,3.302,w ,            ,
CO98,TO3298SW,6/9/15 17:39,6/16/15 17:02,201506,5.22,7, ,0.134, ,0.018, ,0.037, ,0.018, ,0.328, ,1.001, ,0.054, ,0.395,1094.9,17.018,17.018,w ,            ,
CO98,TO3582SW,6/16/15 17:02,6/23/15 15:47,201506,5.41,7.9, ,0.432, ,0.059, ,0.054, ,0.071, ,0.267, ,1.329, ,0.12, ,0.647,192.3,3.048,3.048,w ,            ,
CO98,TO3804SW,6/23/15 15:47,6/30/15 15:05,201506,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,109.3,1.524,1.524,  ,c           ,
CO98,TO4038SW,6/30/15 15:05,7/7/15 15:50,201507,5.1,5.2, ,0.069, ,0.009, ,0.017, ,0.011, ,0.123, ,0.478, ,0.029, ,0.234,1505.2,22.86,22.86,w ,            ,
CO98,TO4347SW,7/7/15 15:50,7/14/15 16:00,201507,5.22,3.8, ,0.027, ,0.004, ,0.008, ,0.012, ,0.071, ,0.312, ,0.029, ,0.129,2474,36.322,36.322,w ,            ,
CO98,TO4596SW,7/14/15 16:00,7/21/15 14:29,201507,5.06,7.9, ,0.16, ,0.022, ,0.02, ,0.042, ,0.3, ,1.113, ,0.118, ,0.548,573.8,7.62,7.62,w ,            ,
CO98,TO4883SW,7/21/15 14:29,7/28/15 15:18,201507,4.92,7.8, ,0.159, ,0.024, ,0.04, ,0.024, ,0.139, ,0.811, ,0.081, ,0.4,59.3,0.508,0.508,wi,            ,
CO98,TO5082SW,7/28/15 15:18,8/4/15 15:38,201508,6.38,11, ,0.457, ,0.054, ,0.045, ,0.045, ,1.074, ,1.657, ,0.079, ,0.745,384.5,5.588,5.588,w ,            ,
CO98,TO5390SW,8/4/15 15:38,8/11/15 14:50,201508,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0.1,0,0,d ,            ,
CO98,TO5679SW,8/11/15 14:50,8/18/15 15:36,201508,4.85,12.2, ,0.187, ,0.022, ,0.019, ,0.034, ,0.4, ,1.92, ,0.095, ,0.664,845.8,12.192,12.192,w ,            ,
CO98,TO5962SW,8/18/15 15:36,8/25/15 18:30,201508,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,13.2,0.508,0.508,  ,xx          ,
CO98,TO6228SW,8/25/15 18:30,9/1/15 16:45,201508,5.28,4.9, ,0.111, ,0.013, ,0.017, ,0.019, ,0.202, ,0.597, ,0.034, ,0.262,970.2,14.986,14.986,w ,            ,
CO98,TO6479SW,9/1/15 16:45,9/8/15 18:12,201509,5.22,3.6, ,0.026, ,0.005, ,0.007, ,0.017, ,0.078, ,0.309, ,0.028, ,0.162,1298.3,19.812,19.812,w ,            ,
CO98,TO6742SW,9/8/15 18:12,9/15/15 15:24,201509,5.5,4.1, ,0.14, ,0.016, ,0.036, ,0.016, ,0.168, ,0.425, ,0.04, ,0.319,397.3,6.604,6.604,w ,            ,
CO98,TO7017SW,9/15/15 15:24,9/22/15 17:55,201509,5.34,4.3, ,0.104, ,0.016, ,0.04, ,0.03, ,0.177, ,0.436, ,0.052, ,0.339,542.1,8.636,8.636,w ,            ,
CO98,TO7277SW,9/22/15 17:55,9/29/15 17:20,201509,5.93,9.1, ,0.571, ,0.07, ,0.025, ,0.048, ,0.446, ,1.703, ,0.106, ,0.843,110.1,1.524,1.524,w ,            ,
CO98,TO7490SW,9/29/15 17:20,10/6/15 15:15,201510,6.4,7.9, ,0.653, ,0.065, ,0.06, ,0.086, ,0.33, ,0.981, ,0.092, ,0.65,351.4,5.588,5.588,w ,            ,
CO98,TO7737SW,10/6/15 15:15,10/13/15 14:22,201510,5.23,4.4, ,0.045, ,0.005, ,0.005, ,0.01, ,0.13, ,0.418, ,0.023, ,0.225,475.4,7.874,7.874,w ,            ,
CO98,TO8064SW,10/13/15 14:22,10/20/15 16:52,201510,5.12,3.9, ,0.022, ,0.003, ,0.002,<,0.006, ,0.055, ,0.356, ,0.02, ,0.124,173.9,2.54,2.54,w ,            ,
CO98,TO8319SW,10/20/15 16:52,10/27/15 15:45,201510,5.54,2.2, ,0.022, ,0.003, ,0.004,<,0.006, ,0.093, ,0.192, ,0.009, ,0.105,1845.4,40.386,40.386,w ,            ,
CO98,TO8606SW,10/27/15 15:45,11/3/15 17:47,201510,5.26,3.7, ,0.047, ,0.006, ,0.009, ,0.016, ,0.095, ,0.362, ,0.022, ,0.207,463.1,14.732,14.732,w ,            ,
CO98,TO8841SW,11/3/15 17:47,11/10/15 17:45,201511,5.32,2.3, ,0.013,<,0.002, ,0.002,<,0.006, ,0.032, ,0.14, ,0.008, ,0.06,555.5,28.956,28.956,w ,            ,
CO98,TO9104SW,11/10/15 17:45,11/17/15 18:34,201511,5.69,5.1, ,0.067, ,0.005, ,0.007, ,0.007, ,0.431, ,0.506, ,0.012, ,0.278,1987.1,53.34,53.34,w ,            ,
CO98,TO9322SW,11/17/15 18:34,11/24/15 18:15,201511,5.39,3, ,0.11, ,0.008, ,0.011, ,0.018, ,0.056, ,0.135, ,0.037, ,0.118,147.7,37.338,37.338,w ,            ,
CO98,TO9659SW,11/24/15 18:15,12/1/15 18:30,201511,6.13,3.7, ,0.306, ,0.022, ,0.016, ,0.049, ,0.15, ,0.476, ,0.047, ,0.189,859.5,36.576,36.576,w ,            ,
CO98,TO9916SW,12/1/15 18:30,12/8/15 18:00,201512,-9,-9, ,-9, ,-9, ,-9, ,-9, ,0.648, ,-9, ,-9, ,-9,5.9,6.858,6.858,wi,            ,
CO98,TP0126SW,12/8/15 18:00,12/15/15 20:05,201512,5.32,3.6, ,0.058, ,0.005, ,0.004, ,0.013, ,0.117, ,0.537, ,0.018, ,0.069,1595.1,36.576,36.576,w ,            ,
CO98,TP0625SW,12/15/15 20:05,12/22/15 19:31,201512,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,98.1,40.64,40.64,  ,u           ,12/15/22
CO98,TP0654SW,12/22/15 19:31,12/30/15 18:45,201512,-9,-9,<,-9,<,-9,<,-9, ,-9, ,-9, ,-9, ,-9, ,-9,-9,-9.99,-9.99,  ,p           ,12/15/22
CO98,TP1214SW,12/30/15 18:45,1/5/16 19:07,201601,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0.1,1.016,1.016,  ,v           ,
CO98,TP1196SW,1/5/16 19:07,1/12/16 18:51,201601,5.09,4.8, ,0.024,<,0.002,<,0.004, ,0.003, ,0.13, ,0.365, ,0.01, ,0.193,49.3,8.128,8.128,w ,            ,3/17/17
CO98,TP1482SW,1/12/16 18:51,1/19/16 18:28,201601,4.92,5.9, ,0.029, ,0.003, ,0.004, ,0.011, ,0.091, ,0.314, ,0.015, ,0.348,131.6,42.418,42.418,w ,            ,3/17/17
CO98,TP1756SW,1/19/16 18:28,1/26/16 17:14,201601,5,5.6, ,0.032, ,0.003, ,0.005, ,0.009, ,0.079, ,0.439, ,0.023, ,0.256,122.8,13.208,13.208,w ,            ,3/17/17
CO98,TP2228SW,1/26/16 17:14,2/9/16 16:58,201602,-9,-9, ,-9,<,-9,<,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1221.4,72.644,72.644,  ,e           ,3/17/17
CO98,TP2541SW,2/9/16 16:58,2/16/16 18:00,201602,5.2,4.9, ,0.03, ,0.005, ,0.007, ,0.006, ,0.16, ,0.177, ,0.017, ,0.194,52.6,47.498,47.498,wi,            ,3/17/17
CO98,TP2791SW,2/16/16 18:00,2/23/16 18:10,201602,5.49,2.4, ,0.045, ,0.004,<,0.004, ,0.014, ,0.092, ,0.185, ,0.011, ,0.092,812.5,28.448,28.448,w ,            ,3/17/17
CO98,TP3073SW,2/23/16 18:10,3/1/16 17:52,201602,5.48,5, ,0.163, ,0.017, ,0.012, ,0.034, ,0.247, ,0.568, ,0.04, ,0.363,114.9,7.366,7.366,w ,            ,
CO98,TP3332SW,3/1/16 17:52,3/8/16 20:55,201603,5.56,2.9, ,0.102, ,0.009, ,0.007, ,0.026, ,0.092, ,0.238, ,0.021, ,0.177,459.5,25.146,25.146,w ,            ,3/17/17
CO98,TP3600SW,3/8/16 20:55,3/15/16 19:52,201603,5.72,3.9, ,0.173, ,0.017, ,0.015, ,0.024, ,0.197, ,0.485, ,0.038, ,0.183,529.9,32.766,32.766,w ,            ,
CO98,TP3866SW,3/15/16 19:52,3/22/16 16:25,201603,5.67,3.1, ,0.126, ,0.016, ,0.006, ,0.022, ,0.146, ,0.335, ,0.033, ,0.186,872.5,39.624,39.624,w ,            ,3/17/17
CO98,TP4133SW,3/22/16 16:25,3/29/16 15:45,201603,6.27,3.5, ,0.233, ,0.021, ,0.014, ,0.022, ,0.176, ,0.27, ,0.017, ,0.157,1035.6,35.306,35.306,w ,            ,3/17/17
CO98,TP4399SW,3/29/16 15:45,4/5/16 15:55,201604,6.29,6.9, ,0.259, ,0.03, ,0.022, ,0.075, ,0.57, ,1.077, ,0.098, ,0.447,402.7,14.224,14.224,w ,            ,
CO98,TP4688SW,4/5/16 15:55,4/12/16 15:15,201604,5.93,4.8, ,0.157, ,0.018, ,0.016, ,0.053, ,0.344, ,0.681, ,0.062, ,0.363,146.8,9.906,9.906,w ,            ,
CO98,TP4919SW,4/12/16 15:15,4/19/16 16:50,201604,-9,-9, ,-9, ,-9,<,-9, ,-9, ,-9, ,-9, ,-9, ,-9,2500.2,73.914,73.914,  ,u           ,3/17/17
CO98,TP5199SW,4/19/16 16:50,4/26/16 16:45,201604,6.25,7.1, ,0.527, ,0.053, ,0.034, ,0.085, ,0.309, ,0.976, ,0.108, ,0.604,328.3,24.638,24.638,w ,            ,
CO98,TP5472SW,4/26/16 16:45,5/3/16 16:12,201604,-9,-9, ,-9, ,-9,<,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1861.8,35.306,35.306,  ,u           ,3/17/17
CO98,TP5754SW,5/3/16 16:12,5/10/16 22:35,201605,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,-9,61.976,61.976,  ,v           ,
CO98,TP6004SW,5/10/16 22:35,5/17/16 19:20,201605,5.44,3.2, ,0.079, ,0.009, ,0.012, ,0.015, ,0.083, ,0.393, ,0.038, ,0.16,1753.5,28.448,28.448,w ,            ,3/17/17
CO98,TP6259SW,5/17/16 19:20,5/24/16 17:13,201605,5.25,4.5, ,0.066, ,0.009,<,0.004, ,0.011, ,0.158, ,0.585, ,0.029, ,0.245,333.7,6.096,6.096,w ,            ,3/17/17
CO98,TP6532SW,5/24/16 17:13,5/31/16 17:30,201605,5.81,5.5, ,0.217, ,0.03, ,0.027, ,0.038, ,0.347, ,0.842, ,0.085, ,0.456,364.9,5.842,5.842,w ,            ,
CO98,TP6788SW,5/31/16 17:30,6/7/16 17:33,201606,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,130.4,1.524,1.524,  ,c           ,
CO98,TP7073SW,6/7/16 17:33,6/14/16 15:58,201606,5.63,6.9, ,0.271, ,0.044, ,0.18, ,0.043, ,0.371, ,0.927, ,0.095, ,0.55,990.3,13.716,13.716,w ,            ,
CO98,TP7331SW,6/14/16 15:58,6/21/16 16:11,201606,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,6,0,0,d ,            ,
CO98,TP7619SW,6/21/16 16:11,6/28/16 16:00,201606,5.33,5.7, ,0.16, ,0.026, ,0.108, ,0.031, ,0.204, ,0.79, ,0.07, ,0.356,628.5,9.398,9.398,w ,            ,
CO98,TP7888SW,6/28/16 16:00,7/5/16 16:42,201607,5.33,5.1, ,0.131, ,0.019, ,0.034, ,0.032, ,0.206, ,0.583, ,0.075, ,0.264,1397.5,22.86,22.86,w ,            ,
CO98,TP8135SW,7/5/16 16:42,7/12/16 16:49,201607,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,97,1.27,1.27,  ,c           ,
CO98,TP8427SW,7/12/16 16:49,7/19/16 17:30,201607,5.35,9.1, ,0.394, ,0.046, ,0.052, ,0.083, ,0.374, ,1.372, ,0.171, ,0.763,54.3,1.016,1.016,w ,            ,
CO98,TP8680SW,7/19/16 17:30,7/26/16 16:01,201607,5.57,6.1, ,0.17, ,0.02, ,0.014, ,0.026, ,0.412, ,1.213, ,0.072, ,0.346,550,8.89,8.89,w ,            ,
CO98,TP8934SW,7/26/16 16:01,8/2/16 14:49,201607,5.96,6.7, ,0.312, ,0.038, ,0.043, ,0.03, ,0.421, ,1.075, ,0.114, ,0.297,81.2,1.778,1.778,w ,            ,
CO98,TP9204SW,8/2/16 14:49,8/9/16 15:35,201608,6.04,8.9, ,0.377, ,0.037, ,0.062, ,0.032, ,0.735, ,1.618, ,0.08, ,0.516,827.9,13.97,13.97,w ,            ,
CO98,TP9445SW,8/9/16 15:35,8/16/16 14:54,201608,5.37,6.3, ,0.231, ,0.035, ,0.026, ,0.086, ,0.235, ,0.912, ,0.127, ,0.526,781,11.43,11.43,w ,            ,
CO98,TP9748SW,8/16/16 14:54,8/23/16 17:44,201608,5.79,7.6, ,0.371, ,0.047, ,0.046, ,0.031, ,0.484, ,1.158, ,0.087, ,0.545,490,7.366,7.366,w ,            ,
CO98,TQ0034SW,8/23/16 17:44,8/31/16 17:50,201608,6.3,8, ,0.255, ,0.028, ,0.043, ,0.024, ,0.82, ,1.037, ,0.071, ,0.408,1262,18.542,18.542,w ,            ,
CO98,TQ0256SW,8/31/16 17:50,9/6/16 17:12,201609,5.13,4.8, ,0.05, ,0.007, ,0.007, ,0.018, ,0.126, ,0.375, ,0.035, ,0.379,822.5,12.7,12.7,w ,            ,3/17/17
CO98,TQ0486SW,9/6/16 17:12,9/13/16 17:52,201609,6.38,7.3, ,0.299, ,0.033, ,0.032, ,0.04, ,0.697, ,0.898, ,0.08, ,0.391,279.9,4.318,4.318,w ,            ,
CO98,TQ0833SW,9/13/16 17:52,9/20/16 16:57,201609,5.99,6.7, ,0.465, ,0.052, ,0.032, ,0.099, ,0.273, ,1.046, ,0.178, ,0.561,152.6,2.286,2.286,w ,            ,
CO98,TQ1105SW,9/20/16 16:57,9/27/16 17:22,201609,5.52,4.1, ,0.201, ,0.023, ,0.276, ,0.019,<,0.019, ,0.229, ,0.058, ,0.221,62.7,5.588,5.588,w ,            ,1/31/23
