lake_ID,year,ANC,Ca_mgL,Cl_mgL,DIN_mgL,DOC_mgL,DON_mgL,F_mgL,K_mgL,Mg_mgL,NH4_N_mgL,NH4_mgL,NO3_N_mgL,NO3_mgL,Na_mgL,PO4_mgL,SO4_mgL,TDN_mgL,TP_mgL,cond_uScm,pH,z_ANC,z_Ca_mgL,z_Cl_mgL,z_DIN_mgL,z_DOC_mgL,z_DON_mgL,z_F_mgL,z_K_mgL,z_Mg_mgL,z_NH4_N_mgL,z_NH4_mgL,z_NO3_N_mgL,z_NO3_mgL,z_Na_mgL,z_PO4_mgL,z_SO4_mgL,z_TDN_mgL,z_TP_mgL,z_cond_uScm,z_pH
KING LAKE,2002,69.7,1.24,0.06,0.01,NA,-0.01,0.035,0.19,0.25,0,0,0.01,0.055,0.5,0,1.05,NA,NA,10.65,6.85,-0.294082191,-0.373897921,-0.686214359,-0.600767502,NA,-0.027663383,0.323067825,-0.032990386,-0.267920578,-0.807921611,-0.810207836,-0.449580817,-0.477709531,0.226453617,-0.1699893,-0.199030975,NA,NA,-0.383482106,-0.023958771
KING LAKE,2003,64.2,1.155,0.055,0.065,NA,-0.065,0.08,0.155,0.235,0.01,0.02,0.05,0.215,0.475,0,1.165,NA,NA,10.6,6.89,-0.324421881,-0.404927622,-0.756463765,0.326828849,NA,-0.69265051,1.261812575,-0.312743308,-0.292290537,0.030261872,0.333663329,0.258745934,0.033673671,0.153578354,-0.1699893,-0.154609955,NA,NA,-0.38609572,0.056861376
KING LAKE,2004,70.2,1.34,0.08,0,NA,0,0.08,0.23,0.29,0,0,0,0,0.6,0,1.42,NA,NA,12.01,6.9,-0.291324038,-0.337392392,-0.405216737,-0.769421384,NA,0.093243367,1.261812575,0.286727239,-0.20293402,-0.807921611,-0.810207836,-0.626662505,-0.653497506,0.517954668,-0.1699893,-0.05611117,NA,NA,-0.312391804,0.077066413
KING LAKE,2005,69.58,1.32,0.06,0.01,NA,-0.01,0.09,0.18,0.27,0,0,0.01,0.09,0.55,0,1.33,NA,NA,11.99,7,-0.294744148,-0.344693498,-0.686214359,-0.600767502,NA,-0.027663383,1.470422519,-0.112919792,-0.235427299,-0.807921611,-0.810207836,-0.449580817,-0.365844455,0.372204142,-0.1699893,-0.090875447,NA,NA,-0.313437249,0.27911678
KING LAKE,2007,75.695,1.27,NA,0.01,NA,-0.01,NA,0.16,0.27,0.01,0.01,0,NA,0.52,NA,NA,NA,NA,10.295,7,-0.26101193,-0.362946262,NA,-0.600767502,NA,-0.027663383,NA,-0.272778605,-0.235427299,0.030261872,-0.238272253,-0.626662505,NA,0.284753827,NA,NA,NA,NA,-0.402038766,0.27911678
KING LAKE,2008,76.96,1.25,0.065,0,NA,0,0.065,0.175,0.265,0,0,0,0.015,0.565,0,1.21,NA,NA,11.245,7.02,-0.254033801,-0.370247368,-0.615964954,-0.769421384,NA,0.093243367,0.948897658,-0.152884495,-0.243550619,-0.807921611,-0.810207836,-0.626662505,-0.605555331,0.4159293,-0.1699893,-0.137227816,NA,NA,-0.352380099,0.319526854
KING LAKE,2009,75.075,1.245,0.06,0.005,NA,-0.005,0.065,0.165,0.26,0,0,0.005,0.015,0.565,0,1.175,NA,NA,11.285,6.985,-0.26443204,-0.372072645,-0.686214359,-0.685094443,NA,0.032789992,0.948897658,-0.232813902,-0.251673938,-0.807921611,-0.810207836,-0.538121661,-0.605555331,0.4159293,-0.1699893,-0.150747257,NA,NA,-0.350289207,0.248809225
KING LAKE,2010,77.21,1.16,0.06,0,NA,0,0.065,0.15,0.235,0,0,0,0,0.465,0,1.005,NA,NA,10.465,6.895,-0.252654724,-0.403102345,-0.686214359,-0.769421384,NA,0.093243367,0.948897658,-0.352708011,-0.292290537,-0.807921611,-0.810207836,-0.626662505,-0.653497506,0.124428249,-0.1699893,-0.216413114,NA,NA,-0.393152478,0.066963894
KING LAKE,2011,71.63,0.84,0.06,0.065,NA,-0.065,0.065,0.13,0.04,0.02,0.05,0.045,0.185,0.43,0,1.07,NA,NA,10.37,6.835,-0.283435719,-0.51992004,-0.686214359,0.326828849,NA,-0.69265051,0.948897658,-0.512566823,-0.609100004,0.868445355,2.049470077,0.17020509,-0.06221068,0.022402881,-0.1699893,-0.19130558,NA,NA,-0.398118344,-0.054266326
KING LAKE,2016,82.5225,1.345,0.055,0.03,0.7125,0.045,0.06,0.14,0.285,0.02,0.0225,0.0125,0.0525,0.6175,0,1.24,0.075,NA,13.2625,7.105,-0.223349343,-0.335567115,-0.756463765,-0.263459738,-0.481942557,0.637323744,0.844592686,-0.432637417,-0.21105734,0.868445355,0.476647225,-0.405310395,-0.485699893,0.568967352,-0.1699893,-0.125639724,-0.776510614,NA,-0.246920772,0.491269666
KING LAKE,2017,72.76,1.22,0.035,0.01,0.625,0.05,0.07,0.175,0.275,0.01,0.015,0,0,0.56,0,1.185,0.055,NA,11,7.04,-0.277202291,-0.381199027,-1.037461387,-0.600767502,-0.562703302,0.697777119,1.05320263,-0.152884495,-0.227303979,0.030261872,0.047695538,-0.626662505,-0.653497506,0.401354247,-0.1699893,-0.14688456,-0.979639731,NA,-0.365186808,0.359936927
KING LAKE,2018,85.925,1.81,0.07,0.02,0.885,0.06,0.03,0.165,0.32,0.005,0.01,0.01,0.055,0.56,0,1.165,0.08,NA,13.86,6.68,-0.204580107,-0.165816403,-0.545715548,-0.43211362,-0.322728518,0.818683869,0.218762853,-0.232813902,-0.154194102,-0.388829869,-0.238272253,-0.449580817,-0.477709531,0.401354247,-0.1699893,-0.154609955,-0.725728335,NA,-0.215688084,-0.367444396
KING LAKE,2019,82.195,1.4,0.05,0.065,0.755,0.05,0.03,0.14,0.385,0.025,0.03,0.045,0.185,0.545,0,1.075,0.12,NA,12.41,6.815,-0.225155933,-0.315489074,-0.82671317,0.326828849,-0.44271591,0.697777119,0.218762853,-0.432637417,-0.048590947,1.287537097,0.905598912,0.17020509,-0.06221068,0.35762909,-0.1699893,-0.189374232,-0.319470102,NA,-0.291482891,-0.0946764
KING LAKE,2020,78.595,1.305,0.065,0.045,0.86,0.055,0.045,0.17,0.3,0.025,0.035,0.02,0.1,0.565,0,1.16,0.105,NA,11.695,6.83,-0.245014639,-0.350169327,-0.615964954,-0.010478915,-0.345803017,0.758230494,0.531677769,-0.192849199,-0.186687381,1.287537097,1.191566703,-0.27249913,-0.333883005,0.4159293,-0.1699893,-0.156541303,-0.471816939,NA,-0.328857572,-0.064368845
KING LAKE,2021,93.805,1.565,0.08,0.035,0.935,0.065,0.05,0.165,0.295,0.015,0.02,0.02,0.08,0.58,0,1.195,0.1,NA,12.945,6.935,-0.161111607,-0.25525495,-0.405216737,-0.179132797,-0.276579522,0.879137244,0.635982742,-0.232813902,-0.194810701,0.449353614,0.333663329,-0.27249913,-0.397805905,0.459654458,-0.1699893,-0.143021862,-0.522599219,NA,-0.263517221,0.147784041
KING LAKE,2022,103.555,1.92,0.095,0.05,0.95,0.065,0.04,0.19,0.34,0.03,0.04,0.02,0.075,0.6,0,0.9,0.115,NA,14.045,6.895,-0.107327612,-0.12566032,-0.194468521,0.073848026,-0.262734823,0.879137244,0.427372797,-0.032990386,-0.121700824,1.706628838,1.477534494,-0.27249913,-0.41378663,0.517954668,-0.1699893,-0.256971437,-0.370252381,NA,-0.206017712,0.066963894
KING LAKE,2023,93.33,1.9,0.065,0.04,0.885,0.075,0.045,0.17,0.355,0.03,0.035,0.01,0.045,0.625,0,1.2,0.115,NA,13.99,6.83,-0.163731853,-0.132961426,-0.615964954,-0.094805856,-0.322728518,1.000043995,0.531677769,-0.192849199,-0.097330865,1.706628838,1.191566703,-0.449580817,-0.509670981,0.590829931,-0.1699893,-0.141090514,-0.370252381,NA,-0.208892688,-0.064368845
LAKE ELBERT,1985,79.8,1.46,0.154,0.026,NA,-0.026,0,0.114,0.204,0.016,0.022,0.01,0.04,0.844,0,0.584,NA,NA,15.6,7.18,-0.238367489,-0.293585756,0.634474464,-0.33092129,NA,-0.221114184,-0.40706698,-0.640453873,-0.342655119,0.533171962,0.448050446,-0.449580817,-0.525651706,1.229217234,-0.1699893,-0.379032675,NA,NA,-0.124734315,0.642807442
LAKE ELBERT,1986,97.83333333,1.373333333,0.146666667,0.018333333,NA,-0.018333333,0,0.128333333,0.181666667,0.005,0.008333333,0.013333333,0.055,1.063333333,0,0.58,NA,NA,14.25,6.866666667,-0.138890083,-0.325223882,0.531442003,-0.4602226,NA,-0.128419009,-0.40706698,-0.525888391,-0.37893928,-0.388829869,-0.33359485,-0.390553588,-0.477709531,1.868576206,-0.1699893,-0.380577754,NA,NA,-0.195301895,0.00971629
LAKE ELBERT,1987,135.3333333,1.75,0.19,0.015,NA,-0.015,0,0.156666667,0.228333333,0.003333333,0.005,0.011666667,0.048333333,1.531666667,0,0.603333333,NA,NA,22.16666667,7.716666667,0.067971437,-0.18771972,1.140270184,-0.516440561,NA,-0.088116758,-0.40706698,-0.29942174,-0.30312163,-0.528527116,-0.524240044,-0.420067203,-0.499017164,3.233772797,-0.1699893,-0.371564794,NA,NA,0.218520329,1.727144415
LAKE ELBERT,1988,112.2,1.8,0.086,0.016,NA,-0.016,0,0.11,0.204,0,0.002,0.016,0.068,1.226,0,0.592,NA,NA,16.8,7.94,-0.059639136,-0.169466956,-0.320917451,-0.499575172,NA,-0.100207433,-0.40706698,-0.672425636,-0.342655119,-0.807921611,-0.695820719,-0.343331805,-0.436159646,2.34275125,-0.1699893,-0.375942517,NA,NA,-0.062007578,2.178390235
LAKE ELBERT,1989,85.18,1.28,0.078,0.012,NA,-0.012,0,0.098,0.176,0.002,0.004,0.01,0.04,0.98,0,0.644,NA,NA,13,7.46,-0.208689756,-0.35929571,-0.4333165,-0.567036725,NA,-0.051844733,-0.40706698,-0.768340923,-0.388145709,-0.640284914,-0.581433603,-0.449580817,-0.525651706,1.625658663,-0.1699893,-0.355856491,NA,NA,-0.260642246,1.208548471
LAKE ELBERT,1990,98.54,1.44,0.09,0.016,NA,-0.016,0,0.126,0.154,0.006,0.01,0.01,0.04,1.036,0,0.718,NA,NA,14.52,7,-0.134991892,-0.300886862,-0.264717926,-0.499575172,NA,-0.100207433,-0.40706698,-0.544538586,-0.423888315,-0.305011521,-0.238272253,-0.449580817,-0.525651706,1.788899252,-0.1699893,-0.32727253,NA,NA,-0.181188379,0.27911678
LAKE ELBERT,1991,102.1333333,1.445,0.111666667,0.015,NA,-0.015,0,0.13,0.223333333,0,0,0.015,0.063333333,1.091666667,0,0.61,NA,NA,14.53333333,7.095,-0.115169962,-0.299061586,0.039696164,-0.516440561,NA,-0.088116758,-0.40706698,-0.512566823,-0.311244949,-0.807921611,-0.810207836,-0.361039973,-0.451074989,1.951168171,-0.1699893,-0.368989662,NA,NA,-0.180491415,0.471064629
LAKE ELBERT,1992,98.96666667,1.493333333,0.09,0.016666667,NA,-0.016666667,0,0.133333333,0.205,0.005,0.005,0.011666667,0.048333333,0.993333333,0,0.688333333,NA,NA,14.71666667,7.166666667,-0.132638268,-0.281417246,-0.264717926,-0.48833158,NA,-0.108267883,-0.40706698,-0.485923688,-0.341030455,-0.388829869,-0.524240044,-0.420067203,-0.499017164,1.66452547,-0.1699893,-0.338731866,NA,NA,-0.170908163,0.615867393
LAKE ELBERT,1993,106.5,1.475,0.0875,0.015,NA,-0.015,0,0.1075,0.205,0.005,0.005,0.01,0.04,1.1425,0,0.6375,NA,NA,15.375,7.1225,-0.091082087,-0.288109927,-0.299842629,-0.516440561,NA,-0.088116758,-0.40706698,-0.692407987,-0.341030455,-0.388829869,-0.524240044,-0.449580817,-0.525651706,2.099347872,-0.1699893,-0.358367244,NA,NA,-0.136495579,0.526628481
LAKE ELBERT,1994,130.0333333,1.75,0.088333333,0.016666667,NA,-0.016666667,0,0.12,0.24,0.001666667,0.005,0.015,0.063333333,1.395,0,0.6,NA,NA,18.05,6.761666667,0.038735009,-0.18771972,-0.288134395,-0.48833158,NA,-0.108267883,-0.40706698,-0.59249623,-0.284167217,-0.668224364,-0.524240044,-0.361039973,-0.451074989,2.835388027,-0.1699893,-0.372852359,NA,NA,0.003332773,-0.202436596
LAKE ELBERT,1995,108.2666667,1.476666667,0.06,0.013333333,NA,-0.013333333,0,0.093333333,0.203333333,0,0,0.013333333,0.056666667,1.28,0,0.613333333,NA,NA,16.16666667,6.666666667,-0.081336611,-0.287501501,-0.686214359,-0.544549541,NA,-0.067965633,-0.40706698,-0.805641313,-0.343738228,-0.807921611,-0.810207836,-0.390553588,-0.472382622,2.500161818,-0.1699893,-0.367702096,NA,NA,-0.095113356,-0.394384445
LAKE ELBERT,1996,68.98,1.108,0.1,0.03,NA,-0.03,0,0.11,0.148,0.01,0.014,0.02,0.082,0.72,0,0.472,NA,NA,NA,6.964,-0.298053933,-0.42208522,-0.124219115,-0.263459738,NA,-0.269476884,-0.40706698,-0.672425636,-0.433636299,0.030261872,-0.00949802,-0.27249913,-0.391413615,0.86775593,-0.1699893,-0.422294887,NA,NA,NA,0.206378648
LAKE ELBERT,1997,84.16666667,1.235,0.108333333,0.013333333,NA,-0.013333333,0,0.096666667,0.166666667,0.001666667,0.003333333,0.011666667,0.036666667,1.046666667,0,0.478333333,NA,NA,NA,7.005,-0.214279614,-0.375723198,-0.007136773,-0.544549541,NA,-0.067965633,-0.40706698,-0.778998178,-0.403309239,-0.668224364,-0.619562642,-0.420067203,-0.536305522,1.819992698,-0.1699893,-0.419848512,NA,NA,NA,0.289219299
LAKE ELBERT,1998,66.52,1.2,0.062,0.014,NA,-0.014,0,0.1,0.17,0,0,0.014,0.052,0.724,0,0.524,NA,NA,NA,6.846,-0.311624048,-0.388500133,-0.658114597,-0.533305949,NA,-0.076026083,-0.40706698,-0.752355042,-0.397893692,-0.807921611,-0.810207836,-0.378748142,-0.487297966,0.879415972,-0.1699893,-0.40220886,NA,NA,NA,-0.032040786
LAKE ELBERT,1999,85.96666667,1.413333333,0.07,0.015,NA,-0.015,0,0.09,0.196666667,0.006666667,0.008333333,0.01,0.031666667,0.818333333,0,0.506666667,NA,NA,NA,6.853333333,-0.204350261,-0.31062167,-0.545715548,-0.516440561,NA,-0.088116758,-0.40706698,-0.832284448,-0.354569321,-0.249132622,-0.33359485,-0.449580817,-0.552286247,1.15439863,-0.1699893,-0.408904202,NA,NA,NA,-0.017223759
LAKE ELBERT,2000,NA,1.5825,0.11,0.02,NA,-0.02,0,0.1225,0.225,0.01,0.02,0,0.01,0.9025,0,0.44,NA,NA,16.15,6.635,NA,-0.248866483,0.016279696,-0.43211362,NA,-0.148570134,-0.40706698,-0.572513878,-0.308537176,0.030261872,0.333663329,-0.626662505,-0.621536056,1.399745349,-0.1699893,-0.434655518,NA,NA,-0.095984561,-0.458367061
LAKE ELBERT,2001,NA,1.663333333,0.086666667,0.02,NA,-0.02,0,0.123333333,0.226666667,0.01,0.02,0.005,0.018333333,1.236666667,0,0.528333333,NA,NA,17.88333333,6.873333333,NA,-0.219357846,-0.311550863,-0.43211362,NA,-0.148570134,-0.40706698,-0.565853094,-0.305829403,0.030261872,0.333663329,-0.538121661,-0.594901514,2.373844696,-0.1699893,-0.400535024,NA,NA,-0.005379274,0.023186315
LAKE ELBERT,2002,NA,1.374,0.068,0.024,NA,-0.024,0,0.104,0.184,0.01,0.02,0.004,0.026,0.966,0,0.48,NA,NA,13.56,6.9,NA,-0.324980512,-0.573815311,-0.364652067,NA,-0.196932834,-0.40706698,-0.72038328,-0.375148397,0.030261872,0.333663329,-0.55582983,-0.570397736,1.584848516,-0.1699893,-0.419204729,NA,NA,-0.231369768,0.077066413
LAKE ELBERT,2003,NA,1.053333333,0.08,0.023333333,NA,-0.023333333,0,0.096666667,0.143333333,0.01,0.02,0.006666667,0.033333333,0.786666667,0,0.523333333,NA,NA,10.86666667,6.743333333,NA,-0.442041577,-0.405216737,-0.375895659,NA,-0.188872384,-0.40706698,-0.778998178,-0.441218064,0.030261872,0.333663329,-0.508608047,-0.546959339,1.062089964,-0.1699893,-0.402466373,NA,NA,-0.372156445,-0.239479163
LAKE ELBERT,2004,NA,1.371666667,0.095,0.021666667,NA,-0.021666667,0,0.105,0.185,0.01,0.02,0.003333333,0.023333333,1.15,0,0.53,NA,NA,14.38333333,6.736666667,NA,-0.325832307,-0.194468521,-0.404004639,NA,-0.168721259,-0.40706698,-0.712390339,-0.373523733,0.030261872,0.333663329,-0.567635276,-0.578920789,2.121210451,-0.1699893,-0.399891242,NA,NA,-0.188332257,-0.252949188
LAKE ELBERT,2005,77.86666667,1.1725,0.0825,0.005,NA,-0.005,0,0.1025,0.1625,0,0,0.005,0.0225,0.87,0,0.4775,NA,NA,11.925,6.7725,-0.249032349,-0.398539154,-0.370092035,-0.685094443,NA,0.032789992,-0.40706698,-0.732372691,-0.410078672,-0.807921611,-0.810207836,-0.538121661,-0.581584243,1.305007507,-0.1699893,-0.420170403,NA,NA,-0.316834948,-0.180547806
LAKE ELBERT,2006,143.4733333,1.01,0.073333333,0,NA,0,0,0.093333333,0.136666667,0,0,0,0.01,0.583333333,0,0.39,NA,NA,10.06666667,6.743333333,0.112874178,-0.457860639,-0.498882611,-0.769421384,NA,0.093243367,-0.40706698,-0.805641313,-0.452049157,-0.807921611,-0.810207836,-0.626662505,-0.621536056,0.469371159,-0.1699893,-0.453969006,NA,NA,-0.41397427,-0.239479163
LAKE ELBERT,2007,84.175,1.78,0.104,0,NA,0,0,0.146,0.214,0,0,0,0.01,1.268,0,0.452,NA,NA,16.14,6.886,-0.214233645,-0.176768062,-0.068019591,-0.769421384,NA,0.093243367,-0.40706698,-0.384679774,-0.326408479,-0.807921611,-0.810207836,-0.626662505,-0.621536056,2.465181692,-0.1699893,-0.430020281,NA,NA,-0.096507284,0.048779361
LAKE ELBERT,2017,97.29,1.23,0.095,0.02,1.31,0.1,0.275,0.115,0.185,0.015,0.02,0.005,0.015,0.905,0,0.3,0.12,NA,10.55,6.945,-0.141887276,-0.377548474,-0.194468521,-0.43211362,0.069537954,1.30231087,5.32970649,-0.632460933,-0.373523733,0.449353614,0.333663329,-0.538121661,-0.605555331,1.407032875,-0.1699893,-0.488733282,-0.319470102,NA,-0.388709334,0.167989078
LAKE ELBERT,2018,136.0475,1.875,0.13,0.015,1.765,0.1225,0.34,0.12,0.25,0.0075,0.0075,0.005,0.0325,1.205,0,0.33,0.135,NA,15.825,6.69,0.071911,-0.142087809,0.297277318,-0.516440561,0.489493825,1.574351059,6.685671129,-0.59249623,-0.267920578,-0.179283999,-0.381256149,-0.538121661,-0.549622793,2.281536029,-0.1699893,-0.47714519,-0.167123265,NA,-0.112973052,-0.347239359
LAKE ELBERT,2019,86.9025,1.395,0.0725,0.0275,1.12,0.06,0.185,0.075,0.2325,0.01,0.015,0.015,0.0675,0.6775,0,0.285,0.0875,NA,10.255,6.785,-0.199187917,-0.317314351,-0.510590846,-0.305623208,-0.105828234,0.818683869,3.452216991,-0.952178558,-0.296352197,0.030261872,0.047695538,-0.361039973,-0.437757718,0.743867983,-0.1699893,-0.494527329,-0.649554916,NA,-0.404129657,-0.15529151
LAKE ELBERT,2020,119.19,1.5175,0.0575,0.0225,1.795,0.115,0.25,0.105,0.2625,0.0125,0.0175,0.0125,0.06,1.1375,0,0.4175,0.1375,NA,12.995,6.75,-0.021080149,-0.272595077,-0.721339062,-0.389950149,0.517183223,1.483670996,4.808181629,-0.712390339,-0.247612279,0.239807743,0.190679434,-0.405310395,-0.461728806,2.084772819,-0.1699893,-0.443346588,-0.141732125,NA,-0.260903607,-0.226009139
LAKE ELBERT,2021,123.63,1.4525,0.09,0.0275,1.585,0.105,0.235,0.1125,0.27,0.0125,0.015,0.015,0.0675,1.1875,0,0.375,0.1325,0,13.9425,6.8,0.003412255,-0.296323671,-0.264717926,-0.305623208,0.323357437,1.362764246,4.495266713,-0.652443284,-0.235427299,0.239807743,0.047695538,-0.361039973,-0.437757718,2.230523345,-0.1699893,-0.459763052,-0.192514404,-1.157562254,-0.211375621,-0.124983955
LAKE ELBERT,2023,160.62,1.9025,0.0725,0.0225,1.2275,0.0325,0.26,0.0775,0.3125,0.015,0.02,0.01,0.0425,1.18,0,0.29,0.0575,0.01,16.34,6.705,0.207460458,-0.132048788,-0.510590846,-0.389950149,-0.00660789,0.486190306,5.016791574,-0.932196206,-0.166379082,0.449353614,0.333663329,-0.449580817,-0.517661343,2.208660766,-0.1699893,-0.49259598,-0.954248591,0.337622324,-0.086052827,-0.316931804
LITTLE ELDORADO,1985,8,0.868,0.128,NA,NA,NA,0,0.092,0.12,NA,0.016,NA,0.326,0.058,0,2.02,NA,NA,9.6,6.52,-0.634438345,-0.509698491,0.269177556,NA,NA,NA,-0.40706698,-0.816298567,-0.479126889,NA,0.104889096,NA,0.388445766,-1.061981031,-0.1699893,0.175650676,NA,NA,-0.438368001,-0.690724984
LITTLE ELDORADO,1986,17.4,0.836666667,0.175,NA,NA,NA,0,0.121666667,0.101666667,NA,0.009166667,NA,0.481666667,0.120833333,0,1.95,NA,NA,8.333333333,5.891666667,-0.582585058,-0.521136891,0.929521967,NA,NA,NA,-0.40706698,-0.579174662,-0.508912395,NA,-0.285933552,NA,0.885979006,-0.878821203,-0.1699893,0.148611794,NA,NA,-0.504579557,-1.960274794
LITTLE ELDORADO,1987,5.6,0.798333333,0.133333333,NA,NA,NA,0,0.096666667,0.131666667,NA,0.003333333,NA,0.341666667,0.081666667,0,1.861666667,NA,NA,9.7,7.1,-0.647677482,-0.535130677,0.344110255,NA,NA,NA,-0.40706698,-0.778998178,-0.460172477,NA,-0.619562642,NA,0.438518705,-0.992992449,-0.1699893,0.1144913,NA,NA,-0.433140773,0.481167148
LITTLE ELDORADO,1988,4.46,0.848333333,0.098333333,NA,NA,NA,0,0.116666667,0.148333333,NA,0.005,NA,0.413333333,0.09,0,2.05,NA,NA,9,6.35,-0.653966073,-0.516877912,-0.147635584,NA,NA,NA,-0.40706698,-0.619139365,-0.433094744,NA,-0.524240044,NA,0.667575764,-0.968700694,-0.1699893,0.187238768,NA,NA,-0.469731369,-1.034210609
LITTLE ELDORADO,1989,3.7,0.82,0.0825,NA,NA,NA,0,0.0625,0.1225,NA,0.01,NA,0.465,0.0825,0,2.025,NA,NA,8.25,7.175,-0.658158466,-0.527221146,-0.370092035,NA,NA,NA,-0.40706698,-1.052090315,-0.475065229,NA,-0.238272253,NA,0.832709923,-0.990563273,-0.1699893,0.177582024,NA,NA,-0.50893558,0.632704924
LITTLE ELDORADO,1990,7.2,1.048,0.07,NA,NA,NA,0,0.092,0.18,NA,0.008,NA,0.728,0.096,0,3,NA,NA,12.18,6.1275,-0.638851391,-0.443988538,-0.545715548,NA,NA,NA,-0.40706698,-0.816298567,-0.381647053,NA,-0.35265937,NA,1.67329606,-0.951210631,-0.1699893,0.554195024,NA,NA,-0.303505516,-1.483772677
LITTLE ELDORADO,1991,8.92,1.14,0.078333333,NA,NA,NA,0,0.111666667,0.143333333,NA,0.001666667,NA,0.441666667,0.106666667,0,2.716666667,NA,NA,10.86666667,6.213333333,-0.629363343,-0.410403451,-0.428633206,NA,NA,NA,-0.40706698,-0.659104068,-0.441218064,NA,-0.714885239,NA,0.758133206,-0.920117186,-0.1699893,0.44475193,NA,NA,-0.372156445,-1.310346111
LITTLE ELDORADO,1992,4.4,0.955,0.07,NA,NA,NA,0,0.111666667,0.14,NA,0.005,NA,0.478333333,0.11,0,2.483333333,NA,NA,10.96666667,6.521666667,-0.654297051,-0.477938681,-0.545715548,NA,NA,NA,-0.40706698,-0.659104068,-0.44663361,NA,-0.524240044,NA,0.875325189,-0.910400484,-0.1699893,0.354622323,NA,NA,-0.366929217,-0.687357478
LITTLE ELDORADO,1993,3.433333333,0.83,0.055,NA,NA,NA,0,0.0775,0.13,NA,0.0075,NA,0.4525,0.08,0,2.8,NA,NA,9.575,7,-0.659629481,-0.523570593,-0.756463765,NA,NA,NA,-0.40706698,-0.932196206,-0.46288025,NA,-0.381256149,NA,0.79275811,-0.9978508,-0.1699893,0.476941075,NA,NA,-0.439674808,0.27911678
LITTLE ELDORADO,1994,0.3,1.15,0.115,NA,NA,NA,0,0.12,0.1725,NA,0.005,NA,0.895,0.1125,0,3.55,NA,NA,14.25,5.5675,-0.67691391,-0.406752898,0.086529101,NA,NA,NA,-0.40706698,-0.59249623,-0.393832033,NA,-0.524240044,NA,2.207052276,-0.903112958,-0.1699893,0.766643383,NA,NA,-0.195301895,-2.615254735
LITTLE ELDORADO,1995,2,0.775,0.055,NA,NA,NA,0,0.085,0.11,NA,0.0025,NA,0.475,0.0675,0,2.3,NA,NA,9.725,5.805,-0.667536188,-0.543648634,-0.756463765,NA,NA,NA,-0.40706698,-0.872249151,-0.495373528,NA,-0.66722394,NA,0.864671373,-1.034288431,-0.1699893,0.283806204,NA,NA,-0.431833966,-2.135385112
LITTLE ELDORADO,1996,4.9,0.74,0.07,NA,NA,NA,0,0.08,0.11,NA,0.04,NA,0.39,0.08,0,1.75,NA,NA,NA,5.96,-0.651538897,-0.556425569,-0.545715548,NA,NA,NA,-0.40706698,-0.912213855,-0.495373528,NA,1.477534494,NA,0.592999047,-0.9978508,-0.1699893,0.071357845,NA,NA,NA,-1.822207042
LITTLE ELDORADO,1997,1.7,0.695,0.335,NA,NA,NA,0,0.065,0.105,NA,0.01,NA,0.315,0.07,0,1.84,NA,NA,NA,5.75,-0.66919108,-0.572853058,3.177502944,NA,NA,NA,-0.40706698,-1.032107964,-0.503496848,NA,-0.238272253,NA,0.353288171,-1.027000905,-0.1699893,0.106122122,NA,NA,NA,-2.246512814
LITTLE ELDORADO,1998,NA,1.0575,0.07,NA,NA,NA,0,0.0875,0.1575,NA,0,NA,0.695,0.0825,0,3.4075,NA,NA,NA,5.62,NA,-0.440520513,-0.545715548,NA,NA,NA,-0.40706698,-0.8522668,-0.418201992,NA,-0.810207836,NA,1.567823274,-0.990563273,-0.1699893,0.711599944,NA,NA,NA,-2.509178292
LITTLE ELDORADO,1999,2.6,1.63,0.085,NA,NA,NA,0,0.105,0.22,NA,0.01,NA,0.555,0.13,0,4.19,NA,NA,NA,5.495,-0.664226404,-0.231526356,-0.334967332,NA,NA,NA,-0.40706698,-0.712390339,-0.316660496,NA,-0.238272253,NA,1.120362973,-0.852100274,-0.1699893,1.013856018,NA,NA,NA,-2.761741252
LITTLE ELDORADO,2000,NA,1.186666667,0.08,NA,NA,NA,0,0.103333333,0.17,NA,0.02,NA,0.583333333,0.11,0,3.156666667,NA,NA,12.1,5.623333333,NA,-0.393367537,-0.405216737,NA,NA,NA,-0.40706698,-0.725711907,-0.397893692,NA,0.333663329,NA,1.210920415,-0.910400484,-0.1699893,0.614710617,NA,NA,-0.307687299,-2.50244328
LITTLE ELDORADO,2001,NA,0.86,0.04,NA,NA,NA,0,0.07,0.13,NA,0.02,NA,0.41,0.06,0,2.34,NA,NA,9.3,5.43,NA,-0.512618934,-0.967211981,NA,NA,NA,-0.40706698,-0.992143261,-0.46288025,NA,0.333663329,NA,0.656921947,-1.05615101,-0.1699893,0.299256993,NA,NA,-0.454049685,-2.893073991
LITTLE ELDORADO,2002,NA,1.92,0.096666667,NA,NA,NA,0,0.163333333,0.266666667,NA,0.023333333,NA,1.183333333,0.103333333,0,5.72,NA,NA,20.9,5.975,NA,-0.12566032,-0.171052052,NA,NA,NA,-0.40706698,-0.246135469,-0.240842845,NA,0.524308523,NA,3.12860742,-0.929833888,-0.1699893,1.604848725,NA,NA,0.152308773,-1.791899487
