"","local_site","location","date","discharge_vol_cm"
"1","GL4","OUTLET","1981-06-12",9786
"2","GL4","OUTLET","1981-06-13",8600
"3","GL4","OUTLET","1981-06-14",7600
"4","GL4","OUTLET","1981-06-15",6700
"5","GL4","OUTLET","1981-06-16",5900
"6","GL4","OUTLET","1981-06-17",5207
"7","GL4","OUTLET","1981-06-18",3100
"8","GL4","OUTLET","1981-06-19",1047
"9","GL4","OUTLET","1981-06-20",1800
"10","GL4","OUTLET","1981-06-21",3000
"11","GL4","OUTLET","1981-06-22",5200
"12","GL4","OUTLET","1981-06-23",9000
"13","GL4","OUTLET","1981-06-24",15036
"14","GL4","OUTLET","1981-06-25",16422
"15","GL4","OUTLET","1981-06-26",16876
"16","GL4","OUTLET","1981-06-27",19533
"17","GL4","OUTLET","1981-06-28",18839
"18","GL4","OUTLET","1981-06-29",15428
"19","GL4","OUTLET","1981-06-30",14363
"20","GL4","OUTLET","1981-07-01",18789
"21","GL4","OUTLET","1981-07-02",27120
"22","GL4","OUTLET","1981-07-03",22563
"23","GL4","OUTLET","1981-07-04",16893
"24","GL4","OUTLET","1981-07-05",14127
"25","GL4","OUTLET","1981-07-06",13142
"26","GL4","OUTLET","1981-07-07",13657
"27","GL4","OUTLET","1981-07-08",13897
"28","GL4","OUTLET","1981-07-09",13077
"29","GL4","OUTLET","1981-07-10",12917
"30","GL4","OUTLET","1981-07-11",12840
"31","GL4","OUTLET","1981-07-12",12874
"32","GL4","OUTLET","1981-07-13",12509
"33","GL4","OUTLET","1981-07-14",10987
"34","GL4","OUTLET","1981-07-15",10493
"35","GL4","OUTLET","1981-07-16",10471
"36","GL4","OUTLET","1981-07-17",9710
"37","GL4","OUTLET","1981-07-18",9005
"38","GL4","OUTLET","1981-07-19",8351
"39","GL4","OUTLET","1981-07-20",7744
"40","GL4","OUTLET","1981-07-21",7182
"41","GL4","OUTLET","1981-07-22",6660
"42","GL4","OUTLET","1981-07-23",6021
"43","GL4","OUTLET","1981-07-24",5972
"44","GL4","OUTLET","1981-07-25",6148
"45","GL4","OUTLET","1981-07-26",6262
"46","GL4","OUTLET","1981-07-27",6143
"47","GL4","OUTLET","1981-07-28",5809
"48","GL4","OUTLET","1981-07-29",5610
"49","GL4","OUTLET","1981-07-30",5518
"50","GL4","OUTLET","1981-07-31",5950
"51","GL4","OUTLET","1981-08-01",6217
"52","GL4","OUTLET","1981-08-02",6067
"53","GL4","OUTLET","1981-08-03",5907
"54","GL4","OUTLET","1981-08-04",5831
"55","GL4","OUTLET","1981-08-05",5758
"56","GL4","OUTLET","1981-08-06",5720
"57","GL4","OUTLET","1981-08-07",5631
"58","GL4","OUTLET","1981-08-08",5613
"59","GL4","OUTLET","1981-08-09",5564
"60","GL4","OUTLET","1981-08-10",5386
"61","GL4","OUTLET","1981-08-11",5321
"62","GL4","OUTLET","1981-08-12",5768
"63","GL4","OUTLET","1981-08-13",6084
"64","GL4","OUTLET","1981-08-14",6002
"65","GL4","OUTLET","1981-08-15",6010
"66","GL4","OUTLET","1981-08-16",6355
"67","GL4","OUTLET","1981-08-17",6471
"68","GL4","OUTLET","1981-08-18",6192
"69","GL4","OUTLET","1981-08-19",5821
"70","GL4","OUTLET","1981-08-20",5422
"71","GL4","OUTLET","1981-08-21",5276
"72","GL4","OUTLET","1981-08-22",5585
"73","GL4","OUTLET","1981-08-23",5520
"74","GL4","OUTLET","1981-08-24",5216
"75","GL4","OUTLET","1981-08-25",4908
"76","GL4","OUTLET","1981-08-26",5534
"77","GL4","OUTLET","1981-08-27",6122
"78","GL4","OUTLET","1981-08-28",5988
"79","GL4","OUTLET","1981-08-29",5783
"80","GL4","OUTLET","1981-08-30",5764
"81","GL4","OUTLET","1981-08-31",6198
"82","GL4","OUTLET","1981-09-01",6089
"83","GL4","OUTLET","1981-09-02",7115
"84","GL4","OUTLET","1981-09-03",9189
"85","GL4","OUTLET","1981-09-04",8601
"86","GL4","OUTLET","1981-09-05",7759
"87","GL4","OUTLET","1981-09-06",7300
"88","GL4","OUTLET","1981-09-07",6826
"89","GL4","OUTLET","1981-09-08",6152
"90","GL4","OUTLET","1981-09-09",5723
"91","GL4","OUTLET","1981-09-10",5444
"92","GL4","OUTLET","1981-09-11",5356
"93","GL4","OUTLET","1981-09-12",5179
"94","GL4","OUTLET","1981-09-13",4894
"95","GL4","OUTLET","1981-09-14",4612
"96","GL4","OUTLET","1981-09-15",4343
"97","GL4","OUTLET","1981-09-16",4089
"98","GL4","OUTLET","1981-09-17",3900
"99","GL4","OUTLET","1981-09-18",3647
"100","GL4","OUTLET","1981-09-19",3436
"101","GL4","OUTLET","1981-09-20",3286
"102","GL4","OUTLET","1981-09-21",3282
"103","GL4","OUTLET","1981-09-22",3218
"104","GL4","OUTLET","1981-09-23",3174
"105","GL4","OUTLET","1981-09-24",3163
"106","GL4","OUTLET","1981-09-25",3096
"107","GL4","OUTLET","1981-09-26",2916
"108","GL4","OUTLET","1981-09-27",2811
"109","GL4","OUTLET","1981-09-28",2674
"110","GL4","OUTLET","1981-09-29",2597
"111","GL4","OUTLET","1981-09-30",2560
"112","GL4","OUTLET","1981-10-01",2489
"113","GL4","OUTLET","1981-10-02",2418
"114","GL4","OUTLET","1981-10-03",NA
"115","GL4","OUTLET","1981-10-04",NA
"116","GL4","OUTLET","1981-10-05",NA
"117","GL4","OUTLET","1981-10-06",NA
"118","GL4","OUTLET","1981-10-07",NA
"119","GL4","OUTLET","1981-10-08",NA
"120","GL4","OUTLET","1981-10-09",NA
"121","GL4","OUTLET","1981-10-10",NA
"122","GL4","OUTLET","1981-10-11",NA
"123","GL4","OUTLET","1981-10-12",NA
"124","GL4","OUTLET","1981-10-13",NA
"125","GL4","OUTLET","1981-10-14",NA
"126","GL4","OUTLET","1981-10-15",NA
"127","GL4","OUTLET","1981-10-16",NA
"128","GL4","OUTLET","1981-10-17",NA
"129","GL4","OUTLET","1981-10-18",NA
"130","GL4","OUTLET","1981-10-19",NA
"131","GL4","OUTLET","1981-10-20",NA
"132","GL4","OUTLET","1981-10-21",NA
"133","GL4","OUTLET","1981-10-22",NA
"134","GL4","OUTLET","1981-10-23",NA
"135","GL4","OUTLET","1981-10-24",NA
"136","GL4","OUTLET","1981-10-25",NA
"137","GL4","OUTLET","1981-10-26",NA
"138","GL4","OUTLET","1981-10-27",NA
"139","GL4","OUTLET","1981-10-28",NA
"140","GL4","OUTLET","1981-10-29",NA
"141","GL4","OUTLET","1981-10-30",NA
"142","GL4","OUTLET","1981-10-31",NA
"143","GL4","OUTLET","1981-11-01",NA
"144","GL4","OUTLET","1981-11-02",NA
"145","GL4","OUTLET","1981-11-03",NA
"146","GL4","OUTLET","1981-11-04",NA
"147","GL4","OUTLET","1981-11-05",NA
"148","GL4","OUTLET","1981-11-06",NA
"149","GL4","OUTLET","1981-11-07",NA
"150","GL4","OUTLET","1981-11-08",NA
"151","GL4","OUTLET","1981-11-09",NA
"152","GL4","OUTLET","1981-11-10",NA
"153","GL4","OUTLET","1981-11-11",NA
"154","GL4","OUTLET","1981-11-12",NA
"155","GL4","OUTLET","1981-11-13",NA
"156","GL4","OUTLET","1981-11-14",NA
"157","GL4","OUTLET","1981-11-15",NA
"158","GL4","OUTLET","1981-11-16",NA
"159","GL4","OUTLET","1981-11-17",NA
"160","GL4","OUTLET","1981-11-18",NA
"161","GL4","OUTLET","1981-11-19",NA
"162","GL4","OUTLET","1981-11-20",NA
"163","GL4","OUTLET","1981-11-21",NA
"164","GL4","OUTLET","1981-11-22",NA
"165","GL4","OUTLET","1981-11-23",NA
"166","GL4","OUTLET","1981-11-24",NA
"167","GL4","OUTLET","1981-11-25",NA
"168","GL4","OUTLET","1981-11-26",NA
"169","GL4","OUTLET","1981-11-27",NA
"170","GL4","OUTLET","1981-11-28",NA
"171","GL4","OUTLET","1981-11-29",NA
"172","GL4","OUTLET","1981-11-30",NA
"173","GL4","OUTLET","1981-12-01",NA
"174","GL4","OUTLET","1981-12-02",NA
"175","GL4","OUTLET","1981-12-03",NA
"176","GL4","OUTLET","1981-12-04",NA
"177","GL4","OUTLET","1981-12-05",NA
"178","GL4","OUTLET","1981-12-06",NA
"179","GL4","OUTLET","1981-12-07",NA
"180","GL4","OUTLET","1981-12-08",NA
"181","GL4","OUTLET","1981-12-09",NA
"182","GL4","OUTLET","1981-12-10",NA
"183","GL4","OUTLET","1981-12-11",NA
"184","GL4","OUTLET","1981-12-12",NA
"185","GL4","OUTLET","1981-12-13",NA
"186","GL4","OUTLET","1981-12-14",NA
"187","GL4","OUTLET","1981-12-15",NA
"188","GL4","OUTLET","1981-12-16",NA
"189","GL4","OUTLET","1981-12-17",NA
"190","GL4","OUTLET","1981-12-18",NA
"191","GL4","OUTLET","1981-12-19",NA
"192","GL4","OUTLET","1981-12-20",NA
"193","GL4","OUTLET","1981-12-21",NA
"194","GL4","OUTLET","1981-12-22",NA
"195","GL4","OUTLET","1981-12-23",NA
"196","GL4","OUTLET","1981-12-24",NA
"197","GL4","OUTLET","1981-12-25",NA
"198","GL4","OUTLET","1981-12-26",NA
"199","GL4","OUTLET","1981-12-27",NA
"200","GL4","OUTLET","1981-12-28",NA
"201","GL4","OUTLET","1981-12-29",NA
"202","GL4","OUTLET","1981-12-30",NA
"203","GL4","OUTLET","1981-12-31",NA
"204","GL4","OUTLET","1982-01-01",NA
"205","GL4","OUTLET","1982-01-02",NA
"206","GL4","OUTLET","1982-01-03",NA
"207","GL4","OUTLET","1982-01-04",NA
"208","GL4","OUTLET","1982-01-05",NA
"209","GL4","OUTLET","1982-01-06",NA
"210","GL4","OUTLET","1982-01-07",NA
"211","GL4","OUTLET","1982-01-08",NA
"212","GL4","OUTLET","1982-01-09",NA
"213","GL4","OUTLET","1982-01-10",NA
"214","GL4","OUTLET","1982-01-11",NA
"215","GL4","OUTLET","1982-01-12",NA
"216","GL4","OUTLET","1982-01-13",NA
"217","GL4","OUTLET","1982-01-14",NA
"218","GL4","OUTLET","1982-01-15",NA
"219","GL4","OUTLET","1982-01-16",NA
"220","GL4","OUTLET","1982-01-17",NA
"221","GL4","OUTLET","1982-01-18",NA
"222","GL4","OUTLET","1982-01-19",NA
"223","GL4","OUTLET","1982-01-20",NA
"224","GL4","OUTLET","1982-01-21",NA
"225","GL4","OUTLET","1982-01-22",NA
"226","GL4","OUTLET","1982-01-23",NA
"227","GL4","OUTLET","1982-01-24",NA
"228","GL4","OUTLET","1982-01-25",NA
"229","GL4","OUTLET","1982-01-26",NA
"230","GL4","OUTLET","1982-01-27",NA
"231","GL4","OUTLET","1982-01-28",NA
"232","GL4","OUTLET","1982-01-29",NA
"233","GL4","OUTLET","1982-01-30",NA
"234","GL4","OUTLET","1982-01-31",NA
"235","GL4","OUTLET","1982-02-01",NA
"236","GL4","OUTLET","1982-02-02",NA
"237","GL4","OUTLET","1982-02-03",NA
"238","GL4","OUTLET","1982-02-04",NA
"239","GL4","OUTLET","1982-02-05",NA
"240","GL4","OUTLET","1982-02-06",NA
"241","GL4","OUTLET","1982-02-07",NA
"242","GL4","OUTLET","1982-02-08",NA
"243","GL4","OUTLET","1982-02-09",NA
"244","GL4","OUTLET","1982-02-10",NA
"245","GL4","OUTLET","1982-02-11",NA
"246","GL4","OUTLET","1982-02-12",NA
"247","GL4","OUTLET","1982-02-13",NA
"248","GL4","OUTLET","1982-02-14",NA
"249","GL4","OUTLET","1982-02-15",NA
"250","GL4","OUTLET","1982-02-16",NA
"251","GL4","OUTLET","1982-02-17",NA
"252","GL4","OUTLET","1982-02-18",NA
"253","GL4","OUTLET","1982-02-19",NA
"254","GL4","OUTLET","1982-02-20",NA
"255","GL4","OUTLET","1982-02-21",NA
"256","GL4","OUTLET","1982-02-22",NA
"257","GL4","OUTLET","1982-02-23",NA
"258","GL4","OUTLET","1982-02-24",NA
"259","GL4","OUTLET","1982-02-25",NA
"260","GL4","OUTLET","1982-02-26",NA
"261","GL4","OUTLET","1982-02-27",NA
"262","GL4","OUTLET","1982-02-28",NA
"263","GL4","OUTLET","1982-03-01",NA
"264","GL4","OUTLET","1982-03-02",NA
"265","GL4","OUTLET","1982-03-03",NA
"266","GL4","OUTLET","1982-03-04",NA
"267","GL4","OUTLET","1982-03-05",NA
"268","GL4","OUTLET","1982-03-06",NA
"269","GL4","OUTLET","1982-03-07",NA
"270","GL4","OUTLET","1982-03-08",NA
"271","GL4","OUTLET","1982-03-09",NA
"272","GL4","OUTLET","1982-03-10",NA
"273","GL4","OUTLET","1982-03-11",NA
"274","GL4","OUTLET","1982-03-12",NA
"275","GL4","OUTLET","1982-03-13",NA
"276","GL4","OUTLET","1982-03-14",NA
"277","GL4","OUTLET","1982-03-15",NA
"278","GL4","OUTLET","1982-03-16",NA
"279","GL4","OUTLET","1982-03-17",NA
"280","GL4","OUTLET","1982-03-18",NA
"281","GL4","OUTLET","1982-03-19",NA
"282","GL4","OUTLET","1982-03-20",NA
"283","GL4","OUTLET","1982-03-21",NA
"284","GL4","OUTLET","1982-03-22",NA
"285","GL4","OUTLET","1982-03-23",NA
"286","GL4","OUTLET","1982-03-24",NA
"287","GL4","OUTLET","1982-03-25",NA
"288","GL4","OUTLET","1982-03-26",NA
"289","GL4","OUTLET","1982-03-27",NA
"290","GL4","OUTLET","1982-03-28",NA
"291","GL4","OUTLET","1982-03-29",NA
"292","GL4","OUTLET","1982-03-30",NA
"293","GL4","OUTLET","1982-03-31",NA
"294","GL4","OUTLET","1982-04-01",NA
"295","GL4","OUTLET","1982-04-02",NA
"296","GL4","OUTLET","1982-04-03",NA
"297","GL4","OUTLET","1982-04-04",NA
"298","GL4","OUTLET","1982-04-05",NA
"299","GL4","OUTLET","1982-04-06",NA
"300","GL4","OUTLET","1982-04-07",NA
"301","GL4","OUTLET","1982-04-08",NA
"302","GL4","OUTLET","1982-04-09",NA
"303","GL4","OUTLET","1982-04-10",NA
"304","GL4","OUTLET","1982-04-11",NA
"305","GL4","OUTLET","1982-04-12",NA
"306","GL4","OUTLET","1982-04-13",NA
"307","GL4","OUTLET","1982-04-14",NA
"308","GL4","OUTLET","1982-04-15",NA
"309","GL4","OUTLET","1982-04-16",NA
"310","GL4","OUTLET","1982-04-17",NA
"311","GL4","OUTLET","1982-04-18",NA
"312","GL4","OUTLET","1982-04-19",NA
"313","GL4","OUTLET","1982-04-20",NA
"314","GL4","OUTLET","1982-04-21",NA
"315","GL4","OUTLET","1982-04-22",NA
"316","GL4","OUTLET","1982-04-23",NA
"317","GL4","OUTLET","1982-04-24",NA
"318","GL4","OUTLET","1982-04-25",NA
"319","GL4","OUTLET","1982-04-26",NA
"320","GL4","OUTLET","1982-04-27",NA
"321","GL4","OUTLET","1982-04-28",NA
"322","GL4","OUTLET","1982-04-29",NA
"323","GL4","OUTLET","1982-04-30",NA
"324","GL4","OUTLET","1982-05-01",NA
"325","GL4","OUTLET","1982-05-02",NA
"326","GL4","OUTLET","1982-05-03",NA
"327","GL4","OUTLET","1982-05-04",NA
"328","GL4","OUTLET","1982-05-05",NA
"329","GL4","OUTLET","1982-05-06",NA
"330","GL4","OUTLET","1982-05-07",NA
"331","GL4","OUTLET","1982-05-08",NA
"332","GL4","OUTLET","1982-05-09",NA
"333","GL4","OUTLET","1982-05-10",NA
"334","GL4","OUTLET","1982-05-11",NA
"335","GL4","OUTLET","1982-05-12",NA
"336","GL4","OUTLET","1982-05-13",NA
"337","GL4","OUTLET","1982-05-14",NA
"338","GL4","OUTLET","1982-05-15",NA
"339","GL4","OUTLET","1982-05-16",NA
"340","GL4","OUTLET","1982-05-17",NA
"341","GL4","OUTLET","1982-05-18",NA
"342","GL4","OUTLET","1982-05-19",NA
"343","GL4","OUTLET","1982-05-20",NA
"344","GL4","OUTLET","1982-05-21",NA
"345","GL4","OUTLET","1982-05-22",NA
"346","GL4","OUTLET","1982-05-23",NA
"347","GL4","OUTLET","1982-05-24",NA
"348","GL4","OUTLET","1982-05-25",NA
"349","GL4","OUTLET","1982-05-26",NA
"350","GL4","OUTLET","1982-05-27",2000
"351","GL4","OUTLET","1982-05-28",2090
"352","GL4","OUTLET","1982-05-29",2180
"353","GL4","OUTLET","1982-05-30",2270
"354","GL4","OUTLET","1982-05-31",2360
"355","GL4","OUTLET","1982-06-01",2450
"356","GL4","OUTLET","1982-06-02",2000
"357","GL4","OUTLET","1982-06-03",1900
"358","GL4","OUTLET","1982-06-04",2050
"359","GL4","OUTLET","1982-06-05",2300
"360","GL4","OUTLET","1982-06-06",2500
"361","GL4","OUTLET","1982-06-07",2800
"362","GL4","OUTLET","1982-06-08",3100
"363","GL4","OUTLET","1982-06-09",3400
"364","GL4","OUTLET","1982-06-10",3700
"365","GL4","OUTLET","1982-06-11",4100
"366","GL4","OUTLET","1982-06-12",4500
"367","GL4","OUTLET","1982-06-13",5000
"368","GL4","OUTLET","1982-06-14",5500
"369","GL4","OUTLET","1982-06-15",6000
"370","GL4","OUTLET","1982-06-16",6700
"371","GL4","OUTLET","1982-06-17",7400
"372","GL4","OUTLET","1982-06-18",8150
"373","GL4","OUTLET","1982-06-19",9000
"374","GL4","OUTLET","1982-06-20",9930
"375","GL4","OUTLET","1982-06-21",11000
"376","GL4","OUTLET","1982-06-22",12000
"377","GL4","OUTLET","1982-06-23",13300
"378","GL4","OUTLET","1982-06-24",14700
"379","GL4","OUTLET","1982-06-25",17500
"380","GL4","OUTLET","1982-06-26",20900
"381","GL4","OUTLET","1982-06-27",24900
"382","GL4","OUTLET","1982-06-28",29700
"383","GL4","OUTLET","1982-06-29",35422
"384","GL4","OUTLET","1982-06-30",34303
"385","GL4","OUTLET","1982-07-01",36180
"386","GL4","OUTLET","1982-07-02",27528
"387","GL4","OUTLET","1982-07-03",25249
"388","GL4","OUTLET","1982-07-04",25782
"389","GL4","OUTLET","1982-07-05",21629
"390","GL4","OUTLET","1982-07-06",17436
"391","GL4","OUTLET","1982-07-07",15886
"392","GL4","OUTLET","1982-07-08",18916
"393","GL4","OUTLET","1982-07-09",19551
"394","GL4","OUTLET","1982-07-10",19119
"395","GL4","OUTLET","1982-07-11",20388
"396","GL4","OUTLET","1982-07-12",21477
"397","GL4","OUTLET","1982-07-13",21868
"398","GL4","OUTLET","1982-07-14",21585
"399","GL4","OUTLET","1982-07-15",18603
"400","GL4","OUTLET","1982-07-16",17775
"401","GL4","OUTLET","1982-07-17",19392
"402","GL4","OUTLET","1982-07-18",19207
"403","GL4","OUTLET","1982-07-19",18939
"404","GL4","OUTLET","1982-07-20",17814
"405","GL4","OUTLET","1982-07-21",17047
"406","GL4","OUTLET","1982-07-22",17124
"407","GL4","OUTLET","1982-07-23",18022
"408","GL4","OUTLET","1982-07-24",18792
"409","GL4","OUTLET","1982-07-25",21498
"410","GL4","OUTLET","1982-07-26",20216
"411","GL4","OUTLET","1982-07-27",31528
"412","GL4","OUTLET","1982-07-28",44857
"413","GL4","OUTLET","1982-07-29",50606
"414","GL4","OUTLET","1982-07-30",27774
"415","GL4","OUTLET","1982-07-31",19924
"416","GL4","OUTLET","1982-08-01",17240
"417","GL4","OUTLET","1982-08-02",16984
"418","GL4","OUTLET","1982-08-03",17240
"419","GL4","OUTLET","1982-08-04",17519
"420","GL4","OUTLET","1982-08-05",16851
"421","GL4","OUTLET","1982-08-06",15260
"422","GL4","OUTLET","1982-08-07",14328
"423","GL4","OUTLET","1982-08-08",13356
"424","GL4","OUTLET","1982-08-09",13408
"425","GL4","OUTLET","1982-08-10",13242
"426","GL4","OUTLET","1982-08-11",14163
"427","GL4","OUTLET","1982-08-12",15691
"428","GL4","OUTLET","1982-08-13",19100
"429","GL4","OUTLET","1982-08-14",20674
"430","GL4","OUTLET","1982-08-15",18391
"431","GL4","OUTLET","1982-08-16",16249
"432","GL4","OUTLET","1982-08-17",16106
"433","GL4","OUTLET","1982-08-18",16145
"434","GL4","OUTLET","1982-08-19",14376
"435","GL4","OUTLET","1982-08-20",12395
"436","GL4","OUTLET","1982-08-21",12122
"437","GL4","OUTLET","1982-08-22",12002
"438","GL4","OUTLET","1982-08-23",11473
"439","GL4","OUTLET","1982-08-24",10632
"440","GL4","OUTLET","1982-08-25",9416
"441","GL4","OUTLET","1982-08-26",8745
"442","GL4","OUTLET","1982-08-27",8650
"443","GL4","OUTLET","1982-08-28",9740
"444","GL4","OUTLET","1982-08-29",10612
"445","GL4","OUTLET","1982-08-30",10001
"446","GL4","OUTLET","1982-08-31",9237
"447","GL4","OUTLET","1982-09-01",8510
"448","GL4","OUTLET","1982-09-02",7976
"449","GL4","OUTLET","1982-09-03",7233
"450","GL4","OUTLET","1982-09-04",6754
"451","GL4","OUTLET","1982-09-05",8363
"452","GL4","OUTLET","1982-09-06",8887
"453","GL4","OUTLET","1982-09-07",8329
"454","GL4","OUTLET","1982-09-08",8100
"455","GL4","OUTLET","1982-09-09",7655
"456","GL4","OUTLET","1982-09-10",7652
"457","GL4","OUTLET","1982-09-11",8210
"458","GL4","OUTLET","1982-09-12",8318
"459","GL4","OUTLET","1982-09-13",8247
"460","GL4","OUTLET","1982-09-14",7341
"461","GL4","OUTLET","1982-09-15",6979
"462","GL4","OUTLET","1982-09-16",7221
"463","GL4","OUTLET","1982-09-17",7538
"464","GL4","OUTLET","1982-09-18",7442
"465","GL4","OUTLET","1982-09-19",7492
"466","GL4","OUTLET","1982-09-20",7428
"467","GL4","OUTLET","1982-09-21",7144
"468","GL4","OUTLET","1982-09-22",7148
"469","GL4","OUTLET","1982-09-23",7690
"470","GL4","OUTLET","1982-09-24",7372
"471","GL4","OUTLET","1982-09-25",6927
"472","GL4","OUTLET","1982-09-26",6786
"473","GL4","OUTLET","1982-09-27",7067
"474","GL4","OUTLET","1982-09-28",6727
"475","GL4","OUTLET","1982-09-29",5966
"476","GL4","OUTLET","1982-09-30",5267
"477","GL4","OUTLET","1982-10-01",4607
"478","GL4","OUTLET","1982-10-02",4033
"479","GL4","OUTLET","1982-10-03",3723
"480","GL4","OUTLET","1982-10-04",3492
"481","GL4","OUTLET","1982-10-05",3401
"482","GL4","OUTLET","1982-10-06",3137
"483","GL4","OUTLET","1982-10-07",NA
"484","GL4","OUTLET","1982-10-08",NA
"485","GL4","OUTLET","1982-10-09",NA
"486","GL4","OUTLET","1982-10-10",NA
"487","GL4","OUTLET","1982-10-11",NA
"488","GL4","OUTLET","1982-10-12",NA
"489","GL4","OUTLET","1982-10-13",NA
"490","GL4","OUTLET","1982-10-14",NA
"491","GL4","OUTLET","1982-10-15",NA
"492","GL4","OUTLET","1982-10-16",NA
"493","GL4","OUTLET","1982-10-17",NA
"494","GL4","OUTLET","1982-10-18",NA
"495","GL4","OUTLET","1982-10-19",NA
"496","GL4","OUTLET","1982-10-20",NA
"497","GL4","OUTLET","1982-10-21",NA
"498","GL4","OUTLET","1982-10-22",NA
"499","GL4","OUTLET","1982-10-23",NA
"500","GL4","OUTLET","1982-10-24",NA
"501","GL4","OUTLET","1982-10-25",NA
"502","GL4","OUTLET","1982-10-26",NA
"503","GL4","OUTLET","1982-10-27",NA
"504","GL4","OUTLET","1982-10-28",NA
"505","GL4","OUTLET","1982-10-29",NA
"506","GL4","OUTLET","1982-10-30",NA
"507","GL4","OUTLET","1982-10-31",NA
"508","GL4","OUTLET","1982-11-01",NA
"509","GL4","OUTLET","1982-11-02",NA
"510","GL4","OUTLET","1982-11-03",NA
"511","GL4","OUTLET","1982-11-04",NA
"512","GL4","OUTLET","1982-11-05",NA
"513","GL4","OUTLET","1982-11-06",NA
"514","GL4","OUTLET","1982-11-07",NA
"515","GL4","OUTLET","1982-11-08",NA
"516","GL4","OUTLET","1982-11-09",NA
"517","GL4","OUTLET","1982-11-10",NA
"518","GL4","OUTLET","1982-11-11",NA
"519","GL4","OUTLET","1982-11-12",NA
"520","GL4","OUTLET","1982-11-13",NA
"521","GL4","OUTLET","1982-11-14",NA
"522","GL4","OUTLET","1982-11-15",NA
"523","GL4","OUTLET","1982-11-16",NA
"524","GL4","OUTLET","1982-11-17",NA
"525","GL4","OUTLET","1982-11-18",NA
"526","GL4","OUTLET","1982-11-19",NA
"527","GL4","OUTLET","1982-11-20",NA
"528","GL4","OUTLET","1982-11-21",NA
"529","GL4","OUTLET","1982-11-22",NA
"530","GL4","OUTLET","1982-11-23",NA
"531","GL4","OUTLET","1982-11-24",NA
"532","GL4","OUTLET","1982-11-25",NA
"533","GL4","OUTLET","1982-11-26",NA
"534","GL4","OUTLET","1982-11-27",NA
"535","GL4","OUTLET","1982-11-28",NA
"536","GL4","OUTLET","1982-11-29",NA
"537","GL4","OUTLET","1982-11-30",NA
"538","GL4","OUTLET","1982-12-01",NA
"539","GL4","OUTLET","1982-12-02",NA
"540","GL4","OUTLET","1982-12-03",NA
"541","GL4","OUTLET","1982-12-04",NA
"542","GL4","OUTLET","1982-12-05",NA
"543","GL4","OUTLET","1982-12-06",NA
"544","GL4","OUTLET","1982-12-07",NA
"545","GL4","OUTLET","1982-12-08",NA
"546","GL4","OUTLET","1982-12-09",NA
"547","GL4","OUTLET","1982-12-10",NA
"548","GL4","OUTLET","1982-12-11",NA
"549","GL4","OUTLET","1982-12-12",NA
"550","GL4","OUTLET","1982-12-13",NA
"551","GL4","OUTLET","1982-12-14",NA
"552","GL4","OUTLET","1982-12-15",NA
"553","GL4","OUTLET","1982-12-16",NA
"554","GL4","OUTLET","1982-12-17",NA
"555","GL4","OUTLET","1982-12-18",NA
"556","GL4","OUTLET","1982-12-19",NA
"557","GL4","OUTLET","1982-12-20",NA
"558","GL4","OUTLET","1982-12-21",NA
"559","GL4","OUTLET","1982-12-22",NA
"560","GL4","OUTLET","1982-12-23",NA
"561","GL4","OUTLET","1982-12-24",NA
"562","GL4","OUTLET","1982-12-25",NA
"563","GL4","OUTLET","1982-12-26",NA
"564","GL4","OUTLET","1982-12-27",NA
"565","GL4","OUTLET","1982-12-28",NA
"566","GL4","OUTLET","1982-12-29",NA
"567","GL4","OUTLET","1982-12-30",NA
"568","GL4","OUTLET","1982-12-31",NA
"569","GL4","OUTLET","1983-01-01",NA
"570","GL4","OUTLET","1983-01-02",NA
"571","GL4","OUTLET","1983-01-03",NA
"572","GL4","OUTLET","1983-01-04",NA
"573","GL4","OUTLET","1983-01-05",NA
"574","GL4","OUTLET","1983-01-06",NA
"575","GL4","OUTLET","1983-01-07",NA
"576","GL4","OUTLET","1983-01-08",NA
"577","GL4","OUTLET","1983-01-09",NA
"578","GL4","OUTLET","1983-01-10",NA
"579","GL4","OUTLET","1983-01-11",NA
"580","GL4","OUTLET","1983-01-12",NA
"581","GL4","OUTLET","1983-01-13",NA
"582","GL4","OUTLET","1983-01-14",NA
"583","GL4","OUTLET","1983-01-15",NA
"584","GL4","OUTLET","1983-01-16",NA
"585","GL4","OUTLET","1983-01-17",NA
"586","GL4","OUTLET","1983-01-18",NA
"587","GL4","OUTLET","1983-01-19",NA
"588","GL4","OUTLET","1983-01-20",NA
"589","GL4","OUTLET","1983-01-21",NA
"590","GL4","OUTLET","1983-01-22",NA
"591","GL4","OUTLET","1983-01-23",NA
"592","GL4","OUTLET","1983-01-24",NA
"593","GL4","OUTLET","1983-01-25",NA
"594","GL4","OUTLET","1983-01-26",NA
"595","GL4","OUTLET","1983-01-27",NA
"596","GL4","OUTLET","1983-01-28",NA
"597","GL4","OUTLET","1983-01-29",NA
"598","GL4","OUTLET","1983-01-30",NA
"599","GL4","OUTLET","1983-01-31",NA
"600","GL4","OUTLET","1983-02-01",NA
"601","GL4","OUTLET","1983-02-02",NA
"602","GL4","OUTLET","1983-02-03",NA
"603","GL4","OUTLET","1983-02-04",NA
"604","GL4","OUTLET","1983-02-05",NA
"605","GL4","OUTLET","1983-02-06",NA
"606","GL4","OUTLET","1983-02-07",NA
"607","GL4","OUTLET","1983-02-08",NA
