"","local_site","location","date","discharge_vol_cm"
"9041","GL4","OUTLET","2006-03-13",NA
"9042","GL4","OUTLET","2006-03-14",NA
"9043","GL4","OUTLET","2006-03-15",NA
"9044","GL4","OUTLET","2006-03-16",NA
"9045","GL4","OUTLET","2006-03-17",NA
"9046","GL4","OUTLET","2006-03-18",NA
"9047","GL4","OUTLET","2006-03-19",NA
"9048","GL4","OUTLET","2006-03-20",NA
"9049","GL4","OUTLET","2006-03-21",NA
"9050","GL4","OUTLET","2006-03-22",NA
"9051","GL4","OUTLET","2006-03-23",NA
"9052","GL4","OUTLET","2006-03-24",NA
"9053","GL4","OUTLET","2006-03-25",NA
"9054","GL4","OUTLET","2006-03-26",NA
"9055","GL4","OUTLET","2006-03-27",NA
"9056","GL4","OUTLET","2006-03-28",NA
"9057","GL4","OUTLET","2006-03-29",NA
"9058","GL4","OUTLET","2006-03-30",NA
"9059","GL4","OUTLET","2006-03-31",NA
"9060","GL4","OUTLET","2006-04-01",NA
"9061","GL4","OUTLET","2006-04-02",NA
"9062","GL4","OUTLET","2006-04-03",NA
"9063","GL4","OUTLET","2006-04-04",NA
"9064","GL4","OUTLET","2006-04-05",NA
"9065","GL4","OUTLET","2006-04-06",NA
"9066","GL4","OUTLET","2006-04-07",NA
"9067","GL4","OUTLET","2006-04-08",NA
"9068","GL4","OUTLET","2006-04-09",NA
"9069","GL4","OUTLET","2006-04-10",NA
"9070","GL4","OUTLET","2006-04-11",NA
"9071","GL4","OUTLET","2006-04-12",NA
"9072","GL4","OUTLET","2006-04-13",NA
"9073","GL4","OUTLET","2006-04-14",NA
"9074","GL4","OUTLET","2006-04-15",NA
"9075","GL4","OUTLET","2006-04-16",NA
"9076","GL4","OUTLET","2006-04-17",NA
"9077","GL4","OUTLET","2006-04-18",NA
"9078","GL4","OUTLET","2006-04-19",NA
"9079","GL4","OUTLET","2006-04-20",NA
"9080","GL4","OUTLET","2006-04-21",NA
"9081","GL4","OUTLET","2006-04-22",NA
"9082","GL4","OUTLET","2006-04-23",NA
"9083","GL4","OUTLET","2006-04-24",NA
"9084","GL4","OUTLET","2006-04-25",NA
"9085","GL4","OUTLET","2006-04-26",NA
"9086","GL4","OUTLET","2006-04-27",NA
"9087","GL4","OUTLET","2006-04-28",NA
"9088","GL4","OUTLET","2006-04-29",NA
"9089","GL4","OUTLET","2006-04-30",NA
"9090","GL4","OUTLET","2006-05-01",NA
"9091","GL4","OUTLET","2006-05-02",NA
"9092","GL4","OUTLET","2006-05-03",NA
"9093","GL4","OUTLET","2006-05-04",NA
"9094","GL4","OUTLET","2006-05-05",NA
"9095","GL4","OUTLET","2006-05-06",NA
"9096","GL4","OUTLET","2006-05-07",NA
"9097","GL4","OUTLET","2006-05-08",NA
"9098","GL4","OUTLET","2006-05-09",NA
"9099","GL4","OUTLET","2006-05-10",NA
"9100","GL4","OUTLET","2006-05-11",NA
"9101","GL4","OUTLET","2006-05-12",NA
"9102","GL4","OUTLET","2006-05-13",NA
"9103","GL4","OUTLET","2006-05-14",NA
"9104","GL4","OUTLET","2006-05-15",NA
"9105","GL4","OUTLET","2006-05-16",0
"9106","GL4","OUTLET","2006-05-17",4931
"9107","GL4","OUTLET","2006-05-18",9383
"9108","GL4","OUTLET","2006-05-19",10473
"9109","GL4","OUTLET","2006-05-20",11984
"9110","GL4","OUTLET","2006-05-21",26893
"9111","GL4","OUTLET","2006-05-22",26872
"9112","GL4","OUTLET","2006-05-23",18944
"9113","GL4","OUTLET","2006-05-24",16855
"9114","GL4","OUTLET","2006-05-25",19990
"9115","GL4","OUTLET","2006-05-26",20772
"9116","GL4","OUTLET","2006-05-27",20126
"9117","GL4","OUTLET","2006-05-28",16212
"9118","GL4","OUTLET","2006-05-29",12406
"9119","GL4","OUTLET","2006-05-30",10600
"9120","GL4","OUTLET","2006-05-31",12030
"9121","GL4","OUTLET","2006-06-01",17853
"9122","GL4","OUTLET","2006-06-02",20031
"9123","GL4","OUTLET","2006-06-03",17752
"9124","GL4","OUTLET","2006-06-04",19602
"9125","GL4","OUTLET","2006-06-05",23032
"9126","GL4","OUTLET","2006-06-06",25168
"9127","GL4","OUTLET","2006-06-07",24963
"9128","GL4","OUTLET","2006-06-08",25446
"9129","GL4","OUTLET","2006-06-09",25444
"9130","GL4","OUTLET","2006-06-10",21945
"9131","GL4","OUTLET","2006-06-11",20237
"9132","GL4","OUTLET","2006-06-12",19992
"9133","GL4","OUTLET","2006-06-13",20744
"9134","GL4","OUTLET","2006-06-14",21520
"9135","GL4","OUTLET","2006-06-15",18656
"9136","GL4","OUTLET","2006-06-16",15436
"9137","GL4","OUTLET","2006-06-17",14361
"9138","GL4","OUTLET","2006-06-18",15643
"9139","GL4","OUTLET","2006-06-19",16967
"9140","GL4","OUTLET","2006-06-20",17486
"9141","GL4","OUTLET","2006-06-21",17975
"9142","GL4","OUTLET","2006-06-22",17446
"9143","GL4","OUTLET","2006-06-23",16879
"9144","GL4","OUTLET","2006-06-24",16389
"9145","GL4","OUTLET","2006-06-25",16614
"9146","GL4","OUTLET","2006-06-26",15958
"9147","GL4","OUTLET","2006-06-27",15337
"9148","GL4","OUTLET","2006-06-28",15441
"9149","GL4","OUTLET","2006-06-29",15660
"9150","GL4","OUTLET","2006-06-30",16159
"9151","GL4","OUTLET","2006-07-01",16109
"9152","GL4","OUTLET","2006-07-02",18228
"9153","GL4","OUTLET","2006-07-03",18752
"9154","GL4","OUTLET","2006-07-04",18143
"9155","GL4","OUTLET","2006-07-05",17493
"9156","GL4","OUTLET","2006-07-06",17523
"9157","GL4","OUTLET","2006-07-07",27995
"9158","GL4","OUTLET","2006-07-08",61820
"9159","GL4","OUTLET","2006-07-09",48384
"9160","GL4","OUTLET","2006-07-10",28343
"9161","GL4","OUTLET","2006-07-11",21828
"9162","GL4","OUTLET","2006-07-12",19771
"9163","GL4","OUTLET","2006-07-13",18635
"9164","GL4","OUTLET","2006-07-14",17554
"9165","GL4","OUTLET","2006-07-15",16968
"9166","GL4","OUTLET","2006-07-16",16487
"9167","GL4","OUTLET","2006-07-17",16400
"9168","GL4","OUTLET","2006-07-18",16808
"9169","GL4","OUTLET","2006-07-19",17345
"9170","GL4","OUTLET","2006-07-20",16932
"9171","GL4","OUTLET","2006-07-21",16279
"9172","GL4","OUTLET","2006-07-22",15585
"9173","GL4","OUTLET","2006-07-23",14863
"9174","GL4","OUTLET","2006-07-24",15443
"9175","GL4","OUTLET","2006-07-25",16247
"9176","GL4","OUTLET","2006-07-26",15750
"9177","GL4","OUTLET","2006-07-27",14629
"9178","GL4","OUTLET","2006-07-28",13643
"9179","GL4","OUTLET","2006-07-29",13290
"9180","GL4","OUTLET","2006-07-30",13188
"9181","GL4","OUTLET","2006-07-31",12925
"9182","GL4","OUTLET","2006-08-01",12226
"9183","GL4","OUTLET","2006-08-02",11939
"9184","GL4","OUTLET","2006-08-03",11231
"9185","GL4","OUTLET","2006-08-04",10860
"9186","GL4","OUTLET","2006-08-05",10602
"9187","GL4","OUTLET","2006-08-06",10104
"9188","GL4","OUTLET","2006-08-07",10023
"9189","GL4","OUTLET","2006-08-08",10382
"9190","GL4","OUTLET","2006-08-09",10384
"9191","GL4","OUTLET","2006-08-10",10315
"9192","GL4","OUTLET","2006-08-11",9976
"9193","GL4","OUTLET","2006-08-12",9948
"9194","GL4","OUTLET","2006-08-13",9987
"9195","GL4","OUTLET","2006-08-14",10204
"9196","GL4","OUTLET","2006-08-15",10146
"9197","GL4","OUTLET","2006-08-16",10126
"9198","GL4","OUTLET","2006-08-17",9896
"9199","GL4","OUTLET","2006-08-18",10441
"9200","GL4","OUTLET","2006-08-19",9723
"9201","GL4","OUTLET","2006-08-20",9476
"9202","GL4","OUTLET","2006-08-21",9135
"9203","GL4","OUTLET","2006-08-22",8868
"9204","GL4","OUTLET","2006-08-23",8621
"9205","GL4","OUTLET","2006-08-24",8526
"9206","GL4","OUTLET","2006-08-25",8998
"9207","GL4","OUTLET","2006-08-26",9095
"9208","GL4","OUTLET","2006-08-27",8345
"9209","GL4","OUTLET","2006-08-28",7970
"9210","GL4","OUTLET","2006-08-29",7343
"9211","GL4","OUTLET","2006-08-30",7386
"9212","GL4","OUTLET","2006-08-31",7235
"9213","GL4","OUTLET","2006-09-01",7534
"9214","GL4","OUTLET","2006-09-02",7526
"9215","GL4","OUTLET","2006-09-03",7339
"9216","GL4","OUTLET","2006-09-04",7348
"9217","GL4","OUTLET","2006-09-05",6528
"9218","GL4","OUTLET","2006-09-06",7037
"9219","GL4","OUTLET","2006-09-07",6525
"9220","GL4","OUTLET","2006-09-08",6923
"9221","GL4","OUTLET","2006-09-09",7622
"9222","GL4","OUTLET","2006-09-10",7408
"9223","GL4","OUTLET","2006-09-11",7695
"9224","GL4","OUTLET","2006-09-12",7728
"9225","GL4","OUTLET","2006-09-13",7243
"9226","GL4","OUTLET","2006-09-14",7482
"9227","GL4","OUTLET","2006-09-15",7906
"9228","GL4","OUTLET","2006-09-16",7481
"9229","GL4","OUTLET","2006-09-17",6712
"9230","GL4","OUTLET","2006-09-18",6261
"9231","GL4","OUTLET","2006-09-19",5929
"9232","GL4","OUTLET","2006-09-20",5956
"9233","GL4","OUTLET","2006-09-21",6260
"9234","GL4","OUTLET","2006-09-22",6450
"9235","GL4","OUTLET","2006-09-23",6244
"9236","GL4","OUTLET","2006-09-24",5806
"9237","GL4","OUTLET","2006-09-25",5505
"9238","GL4","OUTLET","2006-09-26",5267
"9239","GL4","OUTLET","2006-09-27",5081
"9240","GL4","OUTLET","2006-09-28",4966
"9241","GL4","OUTLET","2006-09-29",4886
"9242","GL4","OUTLET","2006-09-30",4825
"9243","GL4","OUTLET","2006-10-01",4752
"9244","GL4","OUTLET","2006-10-02",4738
"9245","GL4","OUTLET","2006-10-03",4822
"9246","GL4","OUTLET","2006-10-04",4820
"9247","GL4","OUTLET","2006-10-05",4918
"9248","GL4","OUTLET","2006-10-06",5037
"9249","GL4","OUTLET","2006-10-07",5205
"9250","GL4","OUTLET","2006-10-08",6497
"9251","GL4","OUTLET","2006-10-09",6949
"9252","GL4","OUTLET","2006-10-10",7801
"9253","GL4","OUTLET","2006-10-11",7913
"9254","GL4","OUTLET","2006-10-12",7582
"9255","GL4","OUTLET","2006-10-13",7264
"9256","GL4","OUTLET","2006-10-14",6960
"9257","GL4","OUTLET","2006-10-15",6668
"9258","GL4","OUTLET","2006-10-16",6389
"9259","GL4","OUTLET","2006-10-17",6121
"9260","GL4","OUTLET","2006-10-18",5865
"9261","GL4","OUTLET","2006-10-19",5619
"9262","GL4","OUTLET","2006-10-20",5383
"9263","GL4","OUTLET","2006-10-21",5158
"9264","GL4","OUTLET","2006-10-22",4942
"9265","GL4","OUTLET","2006-10-23",4735
"9266","GL4","OUTLET","2006-10-24",4536
"9267","GL4","OUTLET","2006-10-25",4346
"9268","GL4","OUTLET","2006-10-26",4164
"9269","GL4","OUTLET","2006-10-27",3990
"9270","GL4","OUTLET","2006-10-28",3822
"9271","GL4","OUTLET","2006-10-29",3662
"9272","GL4","OUTLET","2006-10-30",3509
"9273","GL4","OUTLET","2006-10-31",3362
"9274","GL4","OUTLET","2006-11-01",NA
"9275","GL4","OUTLET","2006-11-02",NA
"9276","GL4","OUTLET","2006-11-03",NA
"9277","GL4","OUTLET","2006-11-04",NA
"9278","GL4","OUTLET","2006-11-05",NA
"9279","GL4","OUTLET","2006-11-06",NA
"9280","GL4","OUTLET","2006-11-07",NA
"9281","GL4","OUTLET","2006-11-08",NA
"9282","GL4","OUTLET","2006-11-09",NA
"9283","GL4","OUTLET","2006-11-10",NA
"9284","GL4","OUTLET","2006-11-11",NA
"9285","GL4","OUTLET","2006-11-12",NA
"9286","GL4","OUTLET","2006-11-13",NA
"9287","GL4","OUTLET","2006-11-14",NA
"9288","GL4","OUTLET","2006-11-15",NA
"9289","GL4","OUTLET","2006-11-16",NA
"9290","GL4","OUTLET","2006-11-17",NA
"9291","GL4","OUTLET","2006-11-18",NA
"9292","GL4","OUTLET","2006-11-19",NA
"9293","GL4","OUTLET","2006-11-20",NA
"9294","GL4","OUTLET","2006-11-21",NA
"9295","GL4","OUTLET","2006-11-22",NA
"9296","GL4","OUTLET","2006-11-23",NA
"9297","GL4","OUTLET","2006-11-24",NA
"9298","GL4","OUTLET","2006-11-25",NA
"9299","GL4","OUTLET","2006-11-26",NA
"9300","GL4","OUTLET","2006-11-27",NA
"9301","GL4","OUTLET","2006-11-28",NA
"9302","GL4","OUTLET","2006-11-29",NA
"9303","GL4","OUTLET","2006-11-30",NA
"9304","GL4","OUTLET","2006-12-01",NA
"9305","GL4","OUTLET","2006-12-02",NA
"9306","GL4","OUTLET","2006-12-03",NA
"9307","GL4","OUTLET","2006-12-04",NA
"9308","GL4","OUTLET","2006-12-05",NA
"9309","GL4","OUTLET","2006-12-06",NA
"9310","GL4","OUTLET","2006-12-07",NA
"9311","GL4","OUTLET","2006-12-08",NA
"9312","GL4","OUTLET","2006-12-09",NA
"9313","GL4","OUTLET","2006-12-10",NA
"9314","GL4","OUTLET","2006-12-11",NA
"9315","GL4","OUTLET","2006-12-12",NA
"9316","GL4","OUTLET","2006-12-13",NA
"9317","GL4","OUTLET","2006-12-14",NA
"9318","GL4","OUTLET","2006-12-15",NA
"9319","GL4","OUTLET","2006-12-16",NA
"9320","GL4","OUTLET","2006-12-17",NA
"9321","GL4","OUTLET","2006-12-18",NA
"9322","GL4","OUTLET","2006-12-19",NA
"9323","GL4","OUTLET","2006-12-20",NA
"9324","GL4","OUTLET","2006-12-21",NA
"9325","GL4","OUTLET","2006-12-22",NA
"9326","GL4","OUTLET","2006-12-23",NA
"9327","GL4","OUTLET","2006-12-24",NA
"9328","GL4","OUTLET","2006-12-25",NA
"9329","GL4","OUTLET","2006-12-26",NA
"9330","GL4","OUTLET","2006-12-27",NA
"9331","GL4","OUTLET","2006-12-28",NA
"9332","GL4","OUTLET","2006-12-29",NA
"9333","GL4","OUTLET","2006-12-30",NA
"9334","GL4","OUTLET","2006-12-31",NA
"9335","GL4","OUTLET","2007-01-01",NA
"9336","GL4","OUTLET","2007-01-02",NA
"9337","GL4","OUTLET","2007-01-03",NA
"9338","GL4","OUTLET","2007-01-04",NA
"9339","GL4","OUTLET","2007-01-05",NA
"9340","GL4","OUTLET","2007-01-06",NA
"9341","GL4","OUTLET","2007-01-07",NA
"9342","GL4","OUTLET","2007-01-08",NA
"9343","GL4","OUTLET","2007-01-09",NA
"9344","GL4","OUTLET","2007-01-10",NA
"9345","GL4","OUTLET","2007-01-11",NA
"9346","GL4","OUTLET","2007-01-12",NA
"9347","GL4","OUTLET","2007-01-13",NA
"9348","GL4","OUTLET","2007-01-14",NA
"9349","GL4","OUTLET","2007-01-15",NA
"9350","GL4","OUTLET","2007-01-16",NA
"9351","GL4","OUTLET","2007-01-17",NA
"9352","GL4","OUTLET","2007-01-18",NA
"9353","GL4","OUTLET","2007-01-19",NA
"9354","GL4","OUTLET","2007-01-20",NA
"9355","GL4","OUTLET","2007-01-21",NA
"9356","GL4","OUTLET","2007-01-22",NA
"9357","GL4","OUTLET","2007-01-23",NA
"9358","GL4","OUTLET","2007-01-24",NA
"9359","GL4","OUTLET","2007-01-25",NA
"9360","GL4","OUTLET","2007-01-26",NA
"9361","GL4","OUTLET","2007-01-27",NA
"9362","GL4","OUTLET","2007-01-28",NA
"9363","GL4","OUTLET","2007-01-29",NA
"9364","GL4","OUTLET","2007-01-30",NA
"9365","GL4","OUTLET","2007-01-31",NA
"9366","GL4","OUTLET","2007-02-01",NA
"9367","GL4","OUTLET","2007-02-02",NA
"9368","GL4","OUTLET","2007-02-03",NA
"9369","GL4","OUTLET","2007-02-04",NA
"9370","GL4","OUTLET","2007-02-05",NA
"9371","GL4","OUTLET","2007-02-06",NA
"9372","GL4","OUTLET","2007-02-07",NA
"9373","GL4","OUTLET","2007-02-08",NA
"9374","GL4","OUTLET","2007-02-09",NA
"9375","GL4","OUTLET","2007-02-10",NA
"9376","GL4","OUTLET","2007-02-11",NA
"9377","GL4","OUTLET","2007-02-12",NA
"9378","GL4","OUTLET","2007-02-13",NA
"9379","GL4","OUTLET","2007-02-14",NA
"9380","GL4","OUTLET","2007-02-15",NA
"9381","GL4","OUTLET","2007-02-16",NA
"9382","GL4","OUTLET","2007-02-17",NA
"9383","GL4","OUTLET","2007-02-18",NA
"9384","GL4","OUTLET","2007-02-19",NA
"9385","GL4","OUTLET","2007-02-20",NA
"9386","GL4","OUTLET","2007-02-21",NA
"9387","GL4","OUTLET","2007-02-22",NA
"9388","GL4","OUTLET","2007-02-23",NA
"9389","GL4","OUTLET","2007-02-24",NA
"9390","GL4","OUTLET","2007-02-25",NA
"9391","GL4","OUTLET","2007-02-26",NA
"9392","GL4","OUTLET","2007-02-27",NA
"9393","GL4","OUTLET","2007-02-28",NA
"9394","GL4","OUTLET","2007-03-01",NA
"9395","GL4","OUTLET","2007-03-02",NA
"9396","GL4","OUTLET","2007-03-03",NA
"9397","GL4","OUTLET","2007-03-04",NA
"9398","GL4","OUTLET","2007-03-05",NA
"9399","GL4","OUTLET","2007-03-06",NA
"9400","GL4","OUTLET","2007-03-07",NA
"9401","GL4","OUTLET","2007-03-08",NA
"9402","GL4","OUTLET","2007-03-09",NA
"9403","GL4","OUTLET","2007-03-10",NA
"9404","GL4","OUTLET","2007-03-11",NA
"9405","GL4","OUTLET","2007-03-12",NA
"9406","GL4","OUTLET","2007-03-13",NA
"9407","GL4","OUTLET","2007-03-14",NA
"9408","GL4","OUTLET","2007-03-15",NA
"9409","GL4","OUTLET","2007-03-16",NA
"9410","GL4","OUTLET","2007-03-17",NA
"9411","GL4","OUTLET","2007-03-18",NA
"9412","GL4","OUTLET","2007-03-19",NA
"9413","GL4","OUTLET","2007-03-20",NA
"9414","GL4","OUTLET","2007-03-21",NA
"9415","GL4","OUTLET","2007-03-22",NA
"9416","GL4","OUTLET","2007-03-23",NA
"9417","GL4","OUTLET","2007-03-24",NA
"9418","GL4","OUTLET","2007-03-25",NA
"9419","GL4","OUTLET","2007-03-26",NA
"9420","GL4","OUTLET","2007-03-27",NA
"9421","GL4","OUTLET","2007-03-28",NA
"9422","GL4","OUTLET","2007-03-29",NA
"9423","GL4","OUTLET","2007-03-30",NA
"9424","GL4","OUTLET","2007-03-31",NA
"9425","GL4","OUTLET","2007-04-01",NA
"9426","GL4","OUTLET","2007-04-02",NA
"9427","GL4","OUTLET","2007-04-03",NA
"9428","GL4","OUTLET","2007-04-04",NA
"9429","GL4","OUTLET","2007-04-05",NA
"9430","GL4","OUTLET","2007-04-06",NA
"9431","GL4","OUTLET","2007-04-07",NA
"9432","GL4","OUTLET","2007-04-08",NA
"9433","GL4","OUTLET","2007-04-09",NA
"9434","GL4","OUTLET","2007-04-10",NA
"9435","GL4","OUTLET","2007-04-11",NA
"9436","GL4","OUTLET","2007-04-12",NA
"9437","GL4","OUTLET","2007-04-13",NA
"9438","GL4","OUTLET","2007-04-14",NA
"9439","GL4","OUTLET","2007-04-15",NA
"9440","GL4","OUTLET","2007-04-16",NA
"9441","GL4","OUTLET","2007-04-17",NA
"9442","GL4","OUTLET","2007-04-18",NA
"9443","GL4","OUTLET","2007-04-19",NA
"9444","GL4","OUTLET","2007-04-20",NA
"9445","GL4","OUTLET","2007-04-21",NA
"9446","GL4","OUTLET","2007-04-22",NA
"9447","GL4","OUTLET","2007-04-23",NA
"9448","GL4","OUTLET","2007-04-24",NA
"9449","GL4","OUTLET","2007-04-25",NA
"9450","GL4","OUTLET","2007-04-26",NA
"9451","GL4","OUTLET","2007-04-27",NA
"9452","GL4","OUTLET","2007-04-28",NA
"9453","GL4","OUTLET","2007-04-29",NA
"9454","GL4","OUTLET","2007-04-30",NA
"9455","GL4","OUTLET","2007-05-01",NA
"9456","GL4","OUTLET","2007-05-02",NA
"9457","GL4","OUTLET","2007-05-03",1750
"9458","GL4","OUTLET","2007-05-04",1700
"9459","GL4","OUTLET","2007-05-05",1650
"9460","GL4","OUTLET","2007-05-06",1600
"9461","GL4","OUTLET","2007-05-07",1550
"9462","GL4","OUTLET","2007-05-08",1500
"9463","GL4","OUTLET","2007-05-09",1800
"9464","GL4","OUTLET","2007-05-10",2150
"9465","GL4","OUTLET","2007-05-11",4112
"9466","GL4","OUTLET","2007-05-12",6074
"9467","GL4","OUTLET","2007-05-13",8036
"9468","GL4","OUTLET","2007-05-14",10000
"9469","GL4","OUTLET","2007-05-15",11303
"9470","GL4","OUTLET","2007-05-16",36349
"9471","GL4","OUTLET","2007-05-17",24215
"9472","GL4","OUTLET","2007-05-18",19066
"9473","GL4","OUTLET","2007-05-19",19655
"9474","GL4","OUTLET","2007-05-20",19351
"9475","GL4","OUTLET","2007-05-21",18314
"9476","GL4","OUTLET","2007-05-22",13885
"9477","GL4","OUTLET","2007-05-23",10957
"9478","GL4","OUTLET","2007-05-24",9837
"9479","GL4","OUTLET","2007-05-25",8302
"9480","GL4","OUTLET","2007-05-26",7759
"9481","GL4","OUTLET","2007-05-27",9947
"9482","GL4","OUTLET","2007-05-28",13813
"9483","GL4","OUTLET","2007-05-29",14661
"9484","GL4","OUTLET","2007-05-30",12690
"9485","GL4","OUTLET","2007-05-31",11280
"9486","GL4","OUTLET","2007-06-01",9315
"9487","GL4","OUTLET","2007-06-02",9831
"9488","GL4","OUTLET","2007-06-03",11358
"9489","GL4","OUTLET","2007-06-04",14715
"9490","GL4","OUTLET","2007-06-05",19504
"9491","GL4","OUTLET","2007-06-06",17492
"9492","GL4","OUTLET","2007-06-07",12296
"9493","GL4","OUTLET","2007-06-08",11447
"9494","GL4","OUTLET","2007-06-09",11682
"9495","GL4","OUTLET","2007-06-10",14114
"9496","GL4","OUTLET","2007-06-11",17276
"9497","GL4","OUTLET","2007-06-12",17709
"9498","GL4","OUTLET","2007-06-13",16079
"9499","GL4","OUTLET","2007-06-14",15815
"9500","GL4","OUTLET","2007-06-15",17044
"9501","GL4","OUTLET","2007-06-16",19875
"9502","GL4","OUTLET","2007-06-17",22308
"9503","GL4","OUTLET","2007-06-18",22887
"9504","GL4","OUTLET","2007-06-19",22906
"9505","GL4","OUTLET","2007-06-20",23180
"9506","GL4","OUTLET","2007-06-21",24279
"9507","GL4","OUTLET","2007-06-22",24693
"9508","GL4","OUTLET","2007-06-23",24312
"9509","GL4","OUTLET","2007-06-24",24315
"9510","GL4","OUTLET","2007-06-25",25289
"9511","GL4","OUTLET","2007-06-26",23656
"9512","GL4","OUTLET","2007-06-27",22364
"9513","GL4","OUTLET","2007-06-28",21330
"9514","GL4","OUTLET","2007-06-29",21727
"9515","GL4","OUTLET","2007-06-30",22558
"9516","GL4","OUTLET","2007-07-01",22896
"9517","GL4","OUTLET","2007-07-02",23076
"9518","GL4","OUTLET","2007-07-03",23633
"9519","GL4","OUTLET","2007-07-04",24281
"9520","GL4","OUTLET","2007-07-05",26293
"9521","GL4","OUTLET","2007-07-06",25366
"9522","GL4","OUTLET","2007-07-07",25445
"9523","GL4","OUTLET","2007-07-08",24470
"9524","GL4","OUTLET","2007-07-09",22242
"9525","GL4","OUTLET","2007-07-10",20442
"9526","GL4","OUTLET","2007-07-11",19339
"9527","GL4","OUTLET","2007-07-12",17054
"9528","GL4","OUTLET","2007-07-13",16705
"9529","GL4","OUTLET","2007-07-14",16411
"9530","GL4","OUTLET","2007-07-15",16660
"9531","GL4","OUTLET","2007-07-16",16791
"9532","GL4","OUTLET","2007-07-17",16713
"9533","GL4","OUTLET","2007-07-18",17449
"9534","GL4","OUTLET","2007-07-19",17130
"9535","GL4","OUTLET","2007-07-20",16892
"9536","GL4","OUTLET","2007-07-21",16362
"9537","GL4","OUTLET","2007-07-22",16007
"9538","GL4","OUTLET","2007-07-23",16368
"9539","GL4","OUTLET","2007-07-24",17367
"9540","GL4","OUTLET","2007-07-25",17358
"9541","GL4","OUTLET","2007-07-26",28618
"9542","GL4","OUTLET","2007-07-27",41218
"9543","GL4","OUTLET","2007-07-28",31363
"9544","GL4","OUTLET","2007-07-29",24225
"9545","GL4","OUTLET","2007-07-30",20080
"9546","GL4","OUTLET","2007-07-31",17416
"9547","GL4","OUTLET","2007-08-01",16334
"9548","GL4","OUTLET","2007-08-02",16230
"9549","GL4","OUTLET","2007-08-03",16535
"9550","GL4","OUTLET","2007-08-04",NA
"9551","GL4","OUTLET","2007-08-05",NA
"9552","GL4","OUTLET","2007-08-06",NA
"9553","GL4","OUTLET","2007-08-07",12754
"9554","GL4","OUTLET","2007-08-08",NA
"9555","GL4","OUTLET","2007-08-09",13744
"9556","GL4","OUTLET","2007-08-10",NA
"9557","GL4","OUTLET","2007-08-11",NA
"9558","GL4","OUTLET","2007-08-12",NA
"9559","GL4","OUTLET","2007-08-13",NA
"9560","GL4","OUTLET","2007-08-14",NA
"9561","GL4","OUTLET","2007-08-15",11714
"9562","GL4","OUTLET","2007-08-16",11770
"9563","GL4","OUTLET","2007-08-17",NA
"9564","GL4","OUTLET","2007-08-18",NA
"9565","GL4","OUTLET","2007-08-19",NA
"9566","GL4","OUTLET","2007-08-20",NA
"9567","GL4","OUTLET","2007-08-21",NA
"9568","GL4","OUTLET","2007-08-22",NA
"9569","GL4","OUTLET","2007-08-23",NA
"9570","GL4","OUTLET","2007-08-24",NA
"9571","GL4","OUTLET","2007-08-25",NA
"9572","GL4","OUTLET","2007-08-26",NA
"9573","GL4","OUTLET","2007-08-27",NA
"9574","GL4","OUTLET","2007-08-28",NA
"9575","GL4","OUTLET","2007-08-29",NA
"9576","GL4","OUTLET","2007-08-30",NA
"9577","GL4","OUTLET","2007-08-31",NA
"9578","GL4","OUTLET","2007-09-01",NA
"9579","GL4","OUTLET","2007-09-02",NA
"9580","GL4","OUTLET","2007-09-03",NA
"9581","GL4","OUTLET","2007-09-04",NA
"9582","GL4","OUTLET","2007-09-05",NA
"9583","GL4","OUTLET","2007-09-06",NA
"9584","GL4","OUTLET","2007-09-07",NA
"9585","GL4","OUTLET","2007-09-08",NA
"9586","GL4","OUTLET","2007-09-09",NA
"9587","GL4","OUTLET","2007-09-10",NA
"9588","GL4","OUTLET","2007-09-11",NA
"9589","GL4","OUTLET","2007-09-12",NA
"9590","GL4","OUTLET","2007-09-13",NA
"9591","GL4","OUTLET","2007-09-14",NA
"9592","GL4","OUTLET","2007-09-15",NA
"9593","GL4","OUTLET","2007-09-16",NA
"9594","GL4","OUTLET","2007-09-17",NA
"9595","GL4","OUTLET","2007-09-18",NA
"9596","GL4","OUTLET","2007-09-19",NA
"9597","GL4","OUTLET","2007-09-20",NA
"9598","GL4","OUTLET","2007-09-21",NA
"9599","GL4","OUTLET","2007-09-22",NA
"9600","GL4","OUTLET","2007-09-23",NA
"9601","GL4","OUTLET","2007-09-24",NA
"9602","GL4","OUTLET","2007-09-25",NA
"9603","GL4","OUTLET","2007-09-26",NA
"9604","GL4","OUTLET","2007-09-27",NA
"9605","GL4","OUTLET","2007-09-28",NA
"9606","GL4","OUTLET","2007-09-29",NA
"9607","GL4","OUTLET","2007-09-30",NA
"9608","GL4","OUTLET","2007-10-01",NA
"9609","GL4","OUTLET","2007-10-02",NA
"9610","GL4","OUTLET","2007-10-03",NA
"9611","GL4","OUTLET","2007-10-04",NA
"9612","GL4","OUTLET","2007-10-05",NA
"9613","GL4","OUTLET","2007-10-06",NA
"9614","GL4","OUTLET","2007-10-07",NA
"9615","GL4","OUTLET","2007-10-08",NA
"9616","GL4","OUTLET","2007-10-09",NA
"9617","GL4","OUTLET","2007-10-10",NA
"9618","GL4","OUTLET","2007-10-11",NA
"9619","GL4","OUTLET","2007-10-12",NA
"9620","GL4","OUTLET","2007-10-13",NA
"9621","GL4","OUTLET","2007-10-14",NA
"9622","GL4","OUTLET","2007-10-15",NA
