date,weekofyear,waterYear,ppt_mm
2021-01-02,1,2021,12.446
2021-01-09,2,2021,7.112
2021-01-16,3,2021,37.592
2021-01-23,4,2021,23.114
2021-01-30,5,2021,7.112
2021-02-06,6,2021,73.914
2021-02-13,7,2021,48.768
2021-02-20,8,2021,38.1
2021-02-27,9,2021,28.956
2021-03-06,10,2021,10.414
2021-03-16,11,2021,116.586
2021-03-27,13,2021,32.258
2021-04-03,14,2021,0.762
2021-04-10,15,2021,6.604
2021-04-17,16,2021,68.326
2021-04-24,17,2021,43.942
2021-05-01,18,2021,99.822
2021-05-08,19,2021,63.5
2021-05-15,20,2021,10.414
2021-05-22,21,2021,18.542
2021-05-29,22,2021,18.542
2021-06-05,23,2021,18.542
2021-06-12,24,2021,0
2021-06-19,25,2021,15.494
2021-06-26,26,2021,36.576
2021-07-03,27,2021,29.972
2021-07-10,28,2021,0.254
2021-07-17,29,2021,3.556
2021-07-24,30,2021,12.192
2021-07-31,31,2021,48.006
2021-08-07,32,2021,18.034
2021-08-14,33,2021,3.556
2021-08-21,34,2021,15.24
2021-08-28,35,2021,3.302
2021-09-04,36,2021,13.208
2021-09-11,37,2021,3.556
2021-09-18,38,2021,13.97
2021-09-25,39,2021,14.224
2021-10-02,40,2022,25.146
2021-10-09,41,2022,12.192
2021-10-16,42,2022,31.75
2021-10-23,43,2022,31.242
2021-10-30,44,2022,52.832
2021-11-06,45,2022,9.144
2021-11-13,46,2022,32.258
2021-11-20,47,2022,11.176
2021-11-27,48,2022,6.096
2021-12-04,49,2022,3.556
2021-12-11,50,2022,48.514
2021-12-18,51,2022,26.924
2021-12-25,52,2022,139.7
2022-01-01,1,2022,60.96
2022-01-08,2,2022,73.68
2022-01-15,3,2022,1.524
2022-01-22,4,2022,23.114
2022-01-29,5,2022,7.874
2022-02-05,6,2022,8.89
2022-02-12,7,2022,12.446
2022-02-19,8,2022,35.814
2022-02-26,9,2022,19.812
2022-03-05,10,2022,21.59
2022-03-12,11,2022,21.336
2022-03-19,12,2022,29.718
2022-03-26,13,2022,2.54
2022-04-02,14,2022,33.02
2022-04-09,15,2022,10.16
2022-04-15,15,2022,51.816
2022-04-23,17,2022,42.926
2022-04-30,18,2022,21.844
2022-05-07,19,2022,58.674
2022-05-14,20,2022,0
2022-05-21,21,2022,57.404
2022-05-28,22,2022,56.02
2022-06-04,23,2022,17.526
2022-06-11,24,2022,1.524
2022-06-18,25,2022,20.066
2022-06-25,26,2022,5.334
2022-07-02,27,2022,21.336
2022-07-09,28,2022,5.334
2022-07-16,29,2022,11.43
2022-07-23,30,2022,21.59
2022-07-30,31,2022,14.224
2022-08-06,32,2022,5.588
2022-08-13,33,2022,37.084
2022-08-20,34,2022,14.732
2022-08-27,35,2022,26.416
2022-09-03,36,2022,0.254
2022-09-10,37,2022,4.064
2022-09-17,38,2022,27.94
2022-09-24,39,2022,6.858
2022-10-01,40,2023,41.91
2022-10-08,41,2023,0.762
2022-10-15,42,2023,0
2022-10-22,43,2023,3.302
2022-10-29,44,2023,11.176
2022-11-05,45,2023,46.736
2022-11-11,45,2023,20.066
2022-11-18,46,2023,21.59
2022-11-25,47,2023,6.096
2022-12-02,48,2023,77.724
2022-12-13,50,2023,55.626
2022-12-24,52,2023,52.578
2022-12-31,53,2023,67.31
